RegionType,RegionID,CatID,CatVal,Year,Population
1,107,4,1,2012,96162
1,107,4,2,2012,3159
1,107,4,3,2012,69470
1,107,4,4,2012,1203
1,107,4,5,2012,878
1,107,4,6,2012,3235
1,109,0,0,2012,684117
1,109,1,1,2012,169804
1,109,1,2,2012,235614
1,109,1,3,2012,185658
1,109,1,4,2012,93041
1,109,2,1,2012,332338
1,109,2,2,2012,351779
1,109,4,1,2012,424266
1,109,4,2,2012,87573
1,109,4,3,2012,127298
1,109,4,4,2012,33207
1,109,4,5,2012,461
1,109,4,6,2012,11312
1,110,0,0,2012,1509809
1,110,1,1,2012,335186
1,110,1,2,2012,520559
1,110,1,3,2012,436559
1,110,1,4,2012,217505
1,110,2,1,2012,737192
1,110,2,2,2012,772617
1,110,4,1,2012,1118455
1,110,4,2,2012,128594
1,110,4,3,2012,174646
1,110,4,4,2012,55078
1,110,4,5,2012,2132
1,110,4,6,2012,30904
1,111,0,0,2012,1480595
1,111,1,1,2012,331746
1,111,1,2,2012,510851
1,111,1,3,2012,425590
1,111,1,4,2012,212408
1,111,2,1,2012,720814
1,111,2,2,2012,759781
1,111,4,1,2012,1083309
1,111,4,2,2012,120168
1,111,4,3,2012,191216
1,111,4,4,2012,51709
1,111,4,5,2012,2438
1,111,4,6,2012,31755
1,112,0,0,2012,795624
1,112,1,1,2012,190858
1,112,1,2,2012,291034
1,112,1,3,2012,212411
1,112,1,4,2012,101321
1,112,2,1,2012,385386
1,112,2,2,2012,410238
1,112,4,1,2012,516394
1,112,4,2,2012,172480
1,112,4,3,2012,60079
1,112,4,4,2012,28346
1,112,4,5,2012,1899
1,112,4,6,2012,16426
1,113,0,0,2012,2623314
1,113,1,1,2012,592298
1,113,1,2,2012,1002356
1,113,1,3,2012,715723
1,113,1,4,2012,312937
1,113,2,1,2012,1268141
1,113,2,2,2012,1355173
1,113,4,1,2012,1369431
1,113,4,2,2012,825301
1,113,4,3,2012,211765
1,113,4,4,2012,148700
1,113,4,5,2012,6530
1,113,4,6,2012,61587
1,115,0,0,2012,322934
1,115,1,1,2012,65966
1,115,1,2,2012,94011
1,115,1,3,2012,88171
1,115,1,4,2012,74786
1,115,2,1,2012,156515
1,115,2,2,2012,166419
1,115,4,1,2012,236535
1,115,4,2,2012,27297
1,115,4,3,2012,48122
1,115,4,4,2012,5751
1,115,4,5,2012,484
1,115,4,6,2012,4745
1,116,0,0,2012,507061
1,116,1,1,2012,88627
1,116,1,2,2012,145173
1,116,1,3,2012,155604
1,116,1,4,2012,117657
1,116,2,1,2012,242829
1,116,2,2,2012,264232
1,116,4,1,2012,414620
1,116,4,2,2012,27484
1,116,4,3,2012,43365
1,116,4,4,2012,11661
1,116,4,5,2012,1251
1,116,4,6,2012,8680
1,118,0,0,2012,2796687
1,118,1,1,2012,578454
1,118,1,2,2012,923541
1,118,1,3,2012,756754
1,118,1,4,2012,537938
1,118,2,1,2012,1361593
1,118,2,2,2012,1435094
1,118,4,1,2012,1570470
1,118,4,2,2012,574075
1,118,4,3,2012,531485
1,118,4,4,2012,68602
1,118,4,5,2012,4188
1,118,4,6,2012,47867
1,119,0,0,2012,1187829
1,119,1,1,2012,230078
1,119,1,2,2012,343130
1,119,1,3,2012,317623
1,119,1,4,2012,296998
1,119,2,1,2012,585373
1,119,2,2,2012,602456
1,119,4,1,2012,831988
1,119,4,2,2012,88077
1,119,4,3,2012,233632
1,119,4,4,2012,15714
1,119,4,5,2012,2506
1,119,4,6,2012,15912
1,120,0,0,2012,570199
1,120,1,1,2012,120720
1,120,1,2,2012,218201
1,120,1,3,2012,148727
1,120,1,4,2012,82551
1,120,2,1,2012,287761
1,120,2,2,2012,282438
1,120,4,1,2012,405173
1,120,4,2,2012,94403
1,120,4,3,2012,41803
1,120,4,4,2012,15416
1,120,4,5,2012,1447
1,120,4,6,2012,11957
1,122,0,0,2012,412206
1,122,1,1,2012,78543
1,122,1,2,2012,116202
1,122,1,3,2012,115179
1,122,1,4,2012,102282
1,122,2,1,2012,199043
1,122,2,2,2012,213163
1,122,4,1,2012,348712
1,122,4,2,2012,14269
1,122,4,3,2012,36881
1,122,4,4,2012,6146
1,122,4,5,2012,662
1,122,4,6,2012,5536
1,123,0,0,2012,1634502
1,123,1,1,2012,391281
1,123,1,2,2012,599709
1,123,1,3,2012,440727
1,123,1,4,2012,202785
1,123,2,1,2012,798314
1,123,2,2,2012,836188
1,123,4,1,2012,1077988
1,123,4,2,2012,354920
1,123,4,3,2012,112839
1,123,4,4,2012,49155
1,123,4,5,2012,4106
1,123,4,6,2012,35494
1,124,0,0,2012,394321
1,124,1,1,2012,96255
1,124,1,2,2012,135452
1,124,1,3,2012,101479
1,124,1,4,2012,61135
1,124,2,1,2012,194299
1,124,2,2,2012,200022
1,124,4,1,2012,263383
1,124,4,2,2012,48964
1,124,4,3,2012,67505
1,124,4,4,2012,6555
1,124,4,5,2012,1165
1,124,4,6,2012,6749
1,127,0,0,2012,3209514
1,127,1,1,2012,705127
1,127,1,2,2012,1215604
1,127,1,3,2012,839681
1,127,1,4,2012,449102
1,127,2,1,2012,1554825
1,127,2,2,2012,1654689
1,127,4,1,2012,677851
1,127,4,2,2012,573705
1,127,4,3,2012,1854897
1,127,4,4,2012,65426
1,127,4,5,2012,3450
1,127,4,6,2012,34185
1,129,0,0,2012,515010
1,129,1,1,2012,87381
1,129,1,2,2012,125450
1,129,1,3,2012,145331
1,129,1,4,2012,156848
1,129,2,1,2012,247116
1,129,2,2,2012,267894
1,129,4,1,2012,412565
1,129,4,2,2012,44418
1,129,4,3,2012,43053
1,129,4,4,2012,7197
1,129,4,5,2012,1507
1,129,4,6,2012,6270
1,130,0,0,2012,3637083
1,130,1,1,2012,811029
1,130,1,2,2012,1282710
1,130,1,3,2012,954501
1,130,1,4,2012,588843
1,130,2,1,2012,1786162
1,130,2,2,2012,1850921
1,130,4,1,2012,2180143
1,130,4,2,2012,498869
1,130,4,3,2012,764346
1,130,4,4,2012,108695
1,130,4,5,2012,8261
1,130,4,6,2012,76769
1,131,0,0,2012,383505
1,131,1,1,2012,66060
1,131,1,2,2012,109875
1,131,1,3,2012,114628
1,131,1,4,2012,92942
1,131,2,1,2012,186070
1,131,2,2,2012,197435
1,131,4,1,2012,303749
1,131,4,2,2012,44725
1,131,4,3,2012,20920
1,131,4,4,2012,7568
1,131,4,5,2012,984
1,131,4,6,2012,5559
1,133,0,0,2012,217863
1,133,1,1,2012,47037
1,133,1,2,2012,76593
1,133,1,3,2012,61330
1,133,1,4,2012,32903
1,133,2,1,2012,110245
1,133,2,2,2012,107618
1,133,4,1,2012,172067
1,133,4,2,2012,24629
1,133,4,3,2012,9792
1,133,4,4,2012,3710
1,133,4,5,2012,970
1,133,4,6,2012,6695
1,134,0,0,2012,767919
1,134,1,1,2012,172497
1,134,1,2,2012,272219
1,134,1,3,2012,211859
1,134,1,4,2012,111344
1,134,2,1,2012,384897
1,134,2,2,2012,383022
1,134,4,1,2012,570639
