DRGID,Region,Discharges,DischargesStdErr,MeanCharges,MeanChargesStdErr,MeanCost,MeanCostStdErr,MeanLOS,MeanLOSStdErr,MedianCharges,MedianCost,MedianLOS
22,3,399.9999819,47.8997711,179283.01,13720.33,45160.42,2887.03,10.28750754,0.598843945,152847.00,40086.95,11
22,4,215.0000173,33.99946067,289727.02,25211.39,61668.68,4001.89,10.83721083,0.925231378,267549.00,55476.36,11
23,0,17719.99335,638.1600555,186735.21,4866.02,47496.93,948.11,12.36371172,0.242849369,144784.00,39346.15,10
23,1,3050.001152,273.9351828,208331.97,12199.25,50602.70,2376.34,13.23934347,0.611615767,163346.00,41561.78,10
23,2,3889.993531,262.9422022,149180.59,5290.91,44563.28,1394.74,11.63238891,0.414394864,125061.00,38271.66,9
23,3,6714.997703,407.795397,163359.98,5955.24,41827.10,1488.03,12.73045488,0.407674477,133754.00,35050.35,10
23,4,4065.000963,311.0821185,246520.26,14847.73,57683.03,2417.33,11.80073122,0.542441728,182062.00,47449.96,9
24,0,5889.996651,262.8753803,130346.05,3844.69,32846.93,701.70,7.425296527,0.208865348,108657.00,28126.66,5
24,1,1010.000937,120.182927,138899.38,10511.59,33425.17,1543.11,7.524750456,0.549839234,117300.00,30008.03,5
24,2,1369.998054,114.607737,107821.00,4523.10,32155.20,1186.80,6.937954538,0.43122351,97968.00,28980.20,5
24,3,2164.998208,159.6468577,115439.05,4704.13,28463.04,976.81,7.545034596,0.333034643,98385.00,24854.17,6
24,4,1344.999452,126.6391609,176085.44,11713.43,41197.64,2025.41,7.654275289,0.430614887,142321.00,34286.76,6
25,0,52159.97451,2004.166357,148461.10,3377.56,39756.46,683.36,9.989647872,0.157553209,109782.00,30097.60,7
25,1,10070.00588,884.6264093,154371.31,7812.03,38393.97,1561.67,9.864945071,0.360258042,119120.00,29808.45,7
25,2,11699.98085,926.9533421,120592.54,4037.54,37200.39,1208.08,9.343161302,0.292625183,95359.00,28815.42,7
25,3,19469.98657,1286.353332,129420.01,4306.20,35209.99,937.45,10.11581982,0.27626724,97916.00,27302.62,7
25,4,10920.0012,848.6291962,208997.98,9085.46,52383.42,1763.21,10.57234675,0.329429673,154650.00,38776.16,7
26,0,32859.97945,1248.092668,104331.56,2548.93,27962.34,522.88,6.281649586,0.107112564,81455.00,22352.48,5
26,1,6010.003375,567.6070443,115037.24,6799.92,28867.21,1568.77,6.435107566,0.18967142,88871.00,22575.43,5
26,2,7504.990483,526.5952432,85823.08,2594.22,27221.81,872.50,6.047967146,0.210775185,72149.00,21999.28,4
26,3,11734.98806,748.2561066,91817.90,3083.37,24309.07,615.49,6.464423503,0.198644827,73330.00,19881.46,5
26,4,7609.997535,631.1638463,135793.98,6916.25,34164.20,1269.85,6.109067635,0.231883566,107097.00,27769.23,4
27,0,47414.96895,2190.189507,80245.84,2220.61,21685.01,434.00,3.278287903,0.053376213,64916.00,18433.20,3
27,1,8760.00433,876.3583328,82620.55,5264.53,21376.60,1227.52,3.36358477,0.111552265,66628.00,18072.39,3
27,2,9964.98512,781.0130191,68794.36,2179.42,21428.56,604.89,3.203212494,0.089578449,60288.00,18575.52,3
27,3,17989.98336,1537.433908,71486.63,2131.65,19582.42,568.33,3.275708748,0.09882285,59699.00,16748.08,3
27,4,10699.99614,1027.249624,105365.99,6389.38,26037.57,1015.25,3.282710652,0.113345535,87077.00,22554.20,3
28,0,7169.997309,253.494441,173733.63,5113.56,47380.11,1312.72,12.89818661,0.357058796,131798.00,36133.85,10
28,1,1170.000814,111.8844733,186355.04,15584.17,46548.72,2911.06,13.61537841,1.067395786,147934.00,36080.52,10
28,2,1654.997499,116.6586477,144046.61,7389.66,44675.11,2359.36,12.33232211,0.596584821,111136.00,35704.57,9
28,3,2719.998861,158.51765,152980.14,7344.16,42437.30,2278.32,12.87132424,0.582859218,116237.00,31561.08,10
28,4,1625.000135,114.0360066,231557.42,12069.12,59499.93,2785.05,13.00308194,0.748754022,172065.00,46700.83,10
29,0,15654.99745,517.8921924,95231.08,2209.79,25954.00,516.76,6.546148905,0.120582521,70402.00,19822.31,5
29,1,2665.001859,239.6965289,102047.94,5490.74,26376.86,1188.15,7.185739478,0.322985927,78201.00,20709.80,5
29,2,3734.996185,266.9815951,83251.12,3898.95,25729.31,1196.52,6.313246986,0.233140948,62841.00,19592.40,5
29,3,5815.000768,305.3392541,85619.74,3104.07,23006.91,689.53,6.453997432,0.196368236,66149.00,18143.18,5
29,4,3439.998641,215.0503773,120577.70,5572.12,31214.72,1251.90,6.459299629,0.265072655,91528.00,24007.20,5
30,0,16599.99942,728.6683416,55292.91,1501.38,15562.94,343.61,3.349697032,0.078175555,41782.00,12334.38,3
30,1,2715.003572,264.5849443,56280.46,3370.89,15074.59,681.90,3.441987469,0.139363741,43305.00,12553.92,3
30,2,3834.995931,371.5540115,50407.92,2685.85,16311.17,897.88,3.624502984,0.221789602,39462.00,13142.56,3
30,3,6535.003982,499.3187252,50249.45,2012.33,14064.55,500.75,3.302218718,0.105433182,39080.00,11277.25,3
30,4,3514.995937,271.257786,70494.60,4417.41,18158.13,791.08,3.066858128,0.137994638,52028.00,14219.18,2
31,0,4064.99949,202.2791663,115486.88,5109.03,31741.73,1417.07,10.00368757,0.438585124,77968.00,20652.84,6
31,1,700.0005351,74.47128671,120803.95,13117.76,31298.78,3833.32,10.27857148,0.81288776,86816.00,21387.52,7
31,2,915.0003697,93.10404332,99368.48,9185.92,33502.67,3949.17,9.715844376,0.945774735,63996.00,20718.62,6
31,3,1539.998833,132.3511101,92302.48,5679.34,25150.64,1291.24,9.454541795,0.653095806,65881.00,18291.65,6
31,4,909.9997519,95.84210636,170062.83,15120.40,42391.65,3241.65,11.0109863,1.141905985,108572.00,26793.32,6
32,0,10199.99571,505.7756751,58223.35,1611.04,16104.54,356.99,4.082841996,0.112188387,44795.00,13079.92,3
32,1,1715.00117,189.977172,65634.45,4372.39,16570.13,968.20,4.387752108,0.289131136,49409.00,12591.99,3
32,2,2305.000133,240.2466711,47033.57,1849.84,14885.96,511.14,3.568328476,0.168961203,40401.00,12957.54,2
32,3,3914.994774,322.9139925,53640.71,2236.14,14852.31,596.47,4.234992061,0.205994461,41737.00,12255.81,2
32,4,2264.999629,240.2619364,71962.07,4447.02,19252.23,759.37,4.112584086,0.22185402,57343.00,15349.26,3
33,0,7944.996571,348.0402823,47075.32,1046.50,12713.70,256.78,2.608559456,0.078250239,40908.00,11463.09,2
33,1,1260.00136,127.6775885,49806.95,2398.04,12878.67,593.41,2.912698565,0.170876973,44043.00,11866.37,2
33,2,1709.999084,126.7623107,40511.07,1509.66,12708.27,463.16,2.573099882,0.141294648,37653.00,11694.07,2
33,3,3384.997454,250.4781076,42421.33,1180.73,11083.95,249.38,2.462334494,0.088910324,38547.00,10305.62,2
33,4,1589.998673,161.3149271,62221.16,3287.79,16223.70,858.47,2.71698173,0.272635004,53285.00,14004.72,2
34,0,1575.000032,95.51190054,116743.96,6839.45,29427.24,1350.14,7.295258041,0.452496844,86033.00,23624.08,5
34,1,265.0003649,54.86708121,133892.12,20011.85,31537.54,2529.00,8.471691551,1.527252721,103239.00,28587.57,5
34,2,364.999553,38.24713619,85454.06,6324.77,26201.76,1803.67,6.452054132,0.5568235,67410.00,23315.63,5
34,3,674.9991803,54.56775158,102218.98,7364.24,25682.53,1647.86,7.266665336,0.640211429,74929.00,20888.28,5
34,4,270.0009338,40.8857384,178509.65,24851.60,41176.20,5102.79,7.351975597,1.060371165,122433.00,27798.96,5
35,0,4005.000478,194.1709937,67593.02,2097.87,17241.98,399.09,3.213482857,0.124612845,55172.00,14738.27,2
35,1,639.9999275,94.41858795,77252.06,8111.05,18120.44,950.86,3.4609391,0.294864715,60694.00,15585.01,2
35,2,940.0005485,88.03636543,53971.06,2810.40,16450.68,716.51,3.031913793,0.24134084,45174.00,14173.60,2
35,3,1814.999283,129.5552021,65130.40,2420.78,16201.53,531.64,3.322314511,0.196266481,55017.00,13718.71,2
35,4,610.0007188,65.21160185,85058.86,5772.81,20632.68,1314.13,2.909833488,0.296218707,70294.00,17147.49,1
36,0,8220.004191,399.8387627,51173.41,1113.62,13302.38,263.57,1.593065457,0.042570833,44084.00,11791.44,1
36,1,1175.000282,142.5977782,55777.57,3683.41,14617.53,829.81,1.919149058,0.150388605,46697.00,12504.94,1
36,2,2100.00082,189.8995191,42983.00,1812.30,13215.44,572.24,1.542857199,0.068089075,38280.00,11599.92,1
36,3,3724.999908,285.5859353,49715.17,1604.33,12366.62,324.26,1.52617426,0.059823238,41975.00,11216.15,1
36,4,1220.00318,148.039711,64955.66,2910.72,15058.77,736.67,1.56967106,0.100692136,56378.00,13079.87,1
37,0,7984.997364,218.1680465,102468.88,2926.93,25960.44,602.13,8.318097935,0.206292102,71725.00,20803.63,6
37,1,1175.000827,67.19689654,106736.33,6115.45,27215.74,1319.55,8.965951586,0.537058536,77499.00,22718.21,7
37,2,1909.999809,101.3549711,82619.42,4424.21,24342.21,1082.33,7.212050452,0.310419003,61728.00,20034.95,6
37,3,3494.99911,164.6601582,94938.84,3865.44,23856.20,854.57,8.909868144,0.349969076,68189.00,18676.25,7
37,4,1404.997619,75.47235099,146021.96,10483.35,32625.83,1822.91,7.80783768,0.47019977,102663.00,25000.01,5
38,0,22535.002,493.2742196,52373.93,911.07,13652.77,174.94,3.469047736,0.054333006,39402.00,11073.40,2
38,1,3590.002483,180.9526358,54062.94,2868.93,13968.14,480.18,3.990250429,0.15752785,34654.00,10991.29,2
38,2,5850.000775,241.1130936,43998.49,1240.53,13678.11,335.09,3.132479444,0.098849498,35004.00,10966.20,2
38,3,9370.004226,348.1950166,49716.03,1283.31,12291.45,227.32,3.575239492,0.084271875,38577.00,10193.24,2
38,4,3724.99452,176.636083,71845.73,2718.66,17029.23,502.24,3.228185262,0.121183425,59004.00,14153.07,2
39,0,57830.00566,1282.20174,34971.66,499.82,9169.24,93.55,1.625799861,0.017734206,28442.00,8022.99,1
39,1,9300.004629,466.2383223,31141.27,1216.61,8737.77,243.40,1.716128633,0.046078639,24216.00,7353.23,1
39,2,13955.00337,571.1172364,30201.29,686.83,9266.72,164.34,1.530275985,0.028517354,26002.00,8308.86,1
39,3,25900.01345,947.6971853,34192.47,771.04,8406.51,130.17,1.657142829,0.029375008,28287.00,7465.90,1
39,4,8674.984212,449.8425012,49712.88,1550.63,11911.14,282.35,1.589049902,0.041363334,43397.00,10492.22,1
40,0,10624.99554,261.5140882,119521.83,3091.44,30875.85,766.53,11.21741736,0.263835112,83278.00,22500.56,8
40,1,2105.001635,132.6970894,137803.06,6724.62,34735.46,1663.06,13.34679291,0.71623625,101400.00,25940.66,10
40,2,2554.997198,148.8946902,89513.19,3878.48,27352.33,1015.86,9.178088735,0.445412534,66989.00,20846.49,7
40,3,4039.998438,142.9542518,108795.18,4389.70,27612.99,1113.58,11.52970822,0.395759249,77376.00,20562.43,9
40,4,1924.998266,90.41876972,163686.21,10895.71,38561.55,2730.72,10.94026661,0.695262584,110284.00,26148.75,8
41,0,18059.99571,346.3365058,61489.66,1150.43,16437.78,237.70,5.968994322,0.105798771,46862.00,13506.09,5
41,1,3495.002671,161.692477,67629.25,3379.38,17152.86,621.44,6.746787106,0.374701801,46165.00,13639.87,5
41,2,4189.998106,174.431288,50516.02,1573.58,15744.79,455.59,5.501194336,0.15035505,41168.00,13319.80,5
41,3,6814.997992,210.3634185,57909.70,1540.55,15238.87,333.90,6.109318124,0.15185252,44962.00,12670.52,5
41,4,3559.996939,138.2948882,76067.58,3209.50,19033.91,622.30,5.487360981,0.202354793,58582.00,15530.06,4
42,0,9389.995521,352.0350709,54121.41,1545.79,14658.40,297.41,2.898828428,0.061166193,43412.00,12472.73,2
42,1,1935.001113,157.5127568,54070.15,2963.13,14448.54,658.59,2.97932895,0.135077451,43320.00,12244.90,2
42,2,2149.996304,179.0106892,45476.27,2128.86,14073.66,527.51,2.913955538,0.124492149,38552.00,12348.83,2
42,3,3404.999215,222.8991848,50456.00,2022.02,13599.42,421.15,3.069014331,0.115714232,42697.00,11716.28,2
42,4,1899.998889,131.8694397,71659.37,5199.46,17650.94,885.79,2.494736245,0.103256041,56049.00,14871.41,2
52,0,3189.997066,126.3830162,55468.86,3539.21,15164.59,922.32,7.89206368,0.732720466,34742.00,10143.06,4
52,1,529.9997035,47.57992761,74874.28,14072.90,17304.00,2259.95,7.188680967,0.842240036,41817.00,10674.49,5
52,2,689.9983804,55.11255838,36192.11,2836.85,11344.74,875.58,5.427524798,0.527804121,26821.00,8272.77,4
52,3,1139.999208,75.27132973,48851.03,4751.22,13099.50,1405.49,6.592102126,0.529507059,32719.00,9361.52,5
52,4,829.9997748,70.75061913,69443.32,6995.24,20332.90,2496.02,12.39241488,2.650862991,46045.00,12292.67,4
53,0,1824.998364,89.66816239,33473.88,1845.45,8671.40,386.65,4.235592357,0.943388238,23886.00,6905.27,2
53,1,345.0001448,38.12893563,32276.80,2873.14,8207.71,545.84,3.101447165,0.295220733,24193.00,6795.13,2
53,2,384.9994766,39.27330135,26954.82,2420.49,7774.55,558.18,2.961038051,0.226111021,22775.00,6670.00,2
53,3,639.9991859,53.2773997,28636.66,2426.66,7058.27,539.09,2.984375492,0.349791323,20332.00,5798.48,2
53,4,454.9995562,46.96477506,47994.48,5954.42,12399.91,1175.92,0,0,33135.00,10037.49,0
54,0,29279.98857,755.761057,43878.81,1068.93,11781.92,249.51,5.344433524,0.085038935,28825.00,8170.47,4
54,1,6635.002782,401.7479891,54000.77,2733.46,14234.20,747.54,6.235120207,0.215676805,35082.00,9812.96,4
54,2,6749.994831,354.4086274,33357.72,1060.76,10231.38,291.89,4.686666303,0.122218589,24733.00,7809.49,3
54,3,11114.9929,484.3579063,38561.05,1569.90,10386.81,325.25,5.445342717,0.145232079,25923.00,7169.99,4
54,4,4779.998056,222.6325941,57601.12,2944.16,13898.43,587.35,4.802301872,0.176718641,38520.00,9403.59,3
55,0,24514.98357,583.5094162,34238.44,680.00,9251.92,222.80,4.037527366,0.072151782,24491.00,6916.28,3
55,1,5035.002704,335.2260765,42116.41,1769.60,11256.82,710.40,4.90764588,0.200649742,29386.00,8256.85,3
55,2,5479.998241,247.3444006,26762.37,900.93,8575.34,276.99,3.739964604,0.136750184,20808.00,6628.28,3
55,3,9304.988664,360.2812367,30138.43,804.34,7811.81,275.24,3.925308448,0.098605418,22541.00,6145.36,3
55,4,4694.993957,192.6782145,43345.80,1992.33,10886.20,459.22,3.674116911,0.147832253,31418.00,8097.98,2
56,0,19829.99175,456.5153471,51094.97,1582.57,13952.58,387.03,8.852088197,0.297039007,30403.00,8844.11,6
56,1,4035.003719,271.2825254,55174.52,4111.86,15439.63,805.06,9.752172904,0.492376043,32552.00,10317.74,7
56,2,4624.999242,206.7575437,39208.51,2082.04,12300.66,689.33,7.418382654,0.33655123,25563.00,8227.68,5
56,3,7759.993828,261.4908091,45250.19,1937.62,11885.77,473.41,8.266100538,0.274275515,27603.00,7386.70,6
56,4,3409.99496,153.902334,76978.46,5645.37,19462.75,1422.55,11.10136237,1.415364911,46825.00,11354.21,5
57,0,84094.95344,1884.30074,30669.61,644.48,9059.93,239.27,8.05018013,0.200812674,21128.00,6469.90,5
57,1,18195.00796,784.0219402,35618.16,1415.86,10453.41,302.51,8.197303888,0.321779931,22658.00,7474.74,5
57,2,21405.03167,997.7845827,23328.25,629.84,7905.08,212.62,7.398280748,0.27850593,18050.00,6200.20,5
57,3,32944.95822,1260.182205,27106.02,615.13,7542.94,159.45,7.752238772,0.268444017,20207.00,5763.22,5
57,4,11549.9556,593.5196817,47211.34,3376.83,13529.56,1572.00,9.889191056,1.006138394,32218.00,8034.41,4
58,0,2439.998131,106.3270845,52489.58,2451.60,14584.23,706.11,7.076137245,0.371249056,35724.00,9486.54,5
58,1,509.9996749,46.25599803,64325.99,6366.87,16519.69,1621.62,7.352940218,0.570117422,51472.00,11269.38,5
58,2,634.9997493,52.13205096,40516.38,3282.23,12575.11,1039.68,6.299213566,0.458635371,27259.00,8894.81,5
58,3,889.9998392,69.49971308,50191.80,4125.48,14290.56,1199.57,7.471909991,0.512600044,32759.00,8527.01,5
58,4,404.998868,40.22276335,60794.01,6144.64,15826.54,2030.57,7.075983405,1.662223941,42268.00,10353.55,4
59,0,9599.998117,236.0447741,35205.32,969.37,9227.98,204.49,5.120947537,0.209771975,25504.00,7046.62,4
59,1,2050.000081,106.0669171,41547.95,2656.03,10281.17,442.26,5.656072213,0.694370695,29954.00,7968.90,4
59,2,2419.999739,133.3168856,26094.38,1309.91,7908.98,329.37,4.458675102,0.16219299,19922.00,6293.67,4
59,3,3554.998949,138.1296084,32652.79,1280.65,8705.73,339.84,5.362854689,0.364151509,23939.00,6441.24,4
59,4,1574.999348,87.25688367,46921.17,2946.03,11105.83,608.79,4.894566468,0.276265682,35054.00,8260.62,4
60,0,14129.99554,410.8713229,28976.31,863.94,7640.77,172.03,3.716258439,0.075390428,22451.00,6250.47,3
60,1,3440.002163,170.3341941,35668.29,2455.33,8614.60,366.80,4.001454158,0.207815582,26501.00,7046.93,3
60,2,3494.998334,287.0403193,22095.22,731.80,6780.94,193.49,3.540773486,0.085003131,19044.00,5926.20,3
60,3,4994.996931,214.895921,25587.83,940.74,7053.75,273.61,3.745743303,0.126453185,20745.00,5662.58,3
