ProviderId,Latitude,Longitude
'155358',39.462953,-87.36899
'155359',41.0136,-85.143019
'155361',38.485321,-87.274779
'155362',41.456628,-87.326782
'155363',38.177189,-86.992647
'155364',41.192129,-85.167494
'155367',40.487671,-86.173166
'155368',38.201216,-86.346106
'155370',38.129838,-87.937966
'155373',40.737582,-85.171495
'155374',38.668566,-86.912025
'155375',38.487733,-87.293638
'155376',40.131148,-86.225434
'155377',38.953716,-85.871348
'155378',40.055576,-86.460052
'155379',41.060986,-86.223432
'155381',40.059974,-86.048073
'155383',39.735632,-86.30605
'155384',37.946998,-86.75534
'155385',40.766986,-86.351789
'155386',41.432595,-84.878247
'155387',39.665557,-85.137361
'155388',38.861238,-86.477024
'155389',39.785546,-86.215782
'155390',37.985518,-87.574945
'155392',41.427191,-85.264893
'155400',40.1931,-85.332769
'155401',40.02672,-86.904027
'155402',40.467239,-86.89953
'155404',40.056311,-86.471013
'155406',40.46292,-86.135634
'155409',39.709754,-86.120283
'155412',39.62816,-86.13009
'155414',39.020097,-87.158031
'155417',38.698598,-85.782978
'155419',40.050992,-86.894829
'155423',41.687992,-87.504147
'155424',39.223723,-85.861202
'155426',39.492162,-87.36814
'155427',38.764089,-85.39663
'155428',39.738926,-86.159047
'155430',41.05507,-86.213406
'155432',40.301971,-85.246341
'155434',39.666984,-85.134736
'155436',41.057325,-86.597616
'155441',38.200821,-86.120822
'155442',39.491658,-86.062636
'155443',40.214033,-85.387783
'155444',40.883646,-85.55901
'155446',41.061604,-85.214291
'155448',41.295329,-87.416857
'155449',41.640314,-84.994593
'155455',40.527775,-85.66984
'155458',41.538565,-87.456732
'155459',39.940616,-85.365033
'155461',38.642862,-87.175907
'155462',38.736762,-85.086408
'155464',39.778071,-87.236041
'155468',39.120747,-87.411756
'155469',41.529275,-87.311929
'155471',39.220124,-85.875888
'155472',39.929633,-86.24909
'155473',40.648407,-84.961982
'155474',41.443734,-86.136863
'155475',41.133477,-85.111952
'155477',40.043756,-86.913491
'155478',38.415669,-86.94125
'155479',41.132498,-85.152111
'155480',39.409691,-84.982736
'155481',39.814188,-84.850644
'155482',41.444881,-85.238376
'155483',38.943004,-84.861846
'155484',39.433767,-87.383958
'155486',40.053215,-85.542089
'155487',39.19959,-86.239279
'155488',38.345492,-85.805988
'155489',40.187196,-85.201582
'155490',39.818387,-84.984348
'155491',39.639037,-85.123793
'155493',38.216778,-86.860787
'155494',38.70198,-85.787
'155495',41.411027,-85.852775
'155496',41.652799,-85.971818
'155501',40.742523,-85.192555
'155502',38.279463,-87.745384
'155503',39.521232,-87.108203
'155505',39.870372,-86.253646
'155506',41.712113,-86.205379
'155507',39.636415,-84.933967
'155508',38.043178,-87.276735
'155510',40.483645,-85.966597
'155511',39.457944,-87.409963
'155512',41.374505,-85.239982
'155516',41.095899,-85.111535
'155519',38.661016,-87.531286
'155520',37.985927,-87.574924
'155521',40.242584,-85.670497
'155522',40.286925,-85.832559
'155523',39.242716,-86.633305
'155524',39.04291,-87.180369
'155525',39.11885,-84.888036
'155526',40.434234,-84.992083
'155527',40.173141,-84.957235
'155530',41.604424,-87.348513
'155531',40.868232,-85.509062
'155532',39.146891,-86.529838
'155535',39.238517,-85.904277
'155539',38.841196,-86.982428
'155542',39.522711,-87.089338
'155543',40.868999,-85.503259
'155546',40.217896,-85.426488
'155549',40.193313,-85.299604
'155551',40.67941,-85.724401
'155556',40.269716,-86.041605
'155557',39.807091,-86.09954
'155561',38.339148,-87.342523
'155564',39.611993,-86.382164
'155565',39.633037,-86.864704
'155566',41.233164,-85.854086
'155567',41.123968,-85.123001
'155568',40.297164,-87.300526
'155570',39.84892,-85.944145
'155571',40.392722,-85.197651
'155572',41.177682,-87.236752
'155573',40.061444,-85.54094
'155574',41.462023,-86.488628
'155576',40.443119,-85.389102
'155578',41.701437,-86.50779
'155579',39.295757,-85.763826
'155580',41.576047,-87.365831
'155581',41.415381,-85.739979
'155582',41.53907,-86.024271
'155583',41.330609,-85.134636
'155586',41.023129,-85.112377
'155587',39.510307,-86.794282
'155589',41.225035,-86.424179
'155593',39.47261,-86.044383
'155596',41.640108,-84.994594
'155600',40.346093,-86.670457
'155604',40.429063,-86.882259
'155605',39.424894,-86.404533
'155606',39.778869,-86.313301
'155607',38.033989,-87.58293
'155608',41.39891,-87.352178
'155611',38.874888,-86.042786
'155614',38.304212,-85.830137
'155616',38.287688,-85.821817
'155617',40.108542,-85.603174
'155618',39.975369,-86.155223
'155620',39.943577,-86.278825
'155621',37.991048,-87.61754
'155625',39.340026,-85.466786
'155627',40.818678,-85.829583
'155628',39.825156,-86.149758
'155630',39.618845,-85.431239
'155631',38.83779,-86.507535
'155632',38.646536,-87.52632
'155635',41.223364,-85.801634
'155636',39.794256,-86.032266
'155637',41.405586,-87.253367
'155649',39.285339,-86.780964
'155650',41.466133,-87.329208
'155651',39.473895,-86.045601
'155653',41.621971,-87.46623
'155654',41.045757,-85.169308
'155655',41.005503,-85.7747
'155656',41.129473,-85.102704
'155657',38.202426,-86.116201
'155658',40.294507,-86.511531
'155659',38.3741,-85.76046
'155660',41.057398,-86.595313
'155661',39.285339,-86.780964
'155662',41.548453,-87.502086
'155664',39.828984,-86.27992
'155665',39.011447,-85.643998
'155666',41.371038,-85.032089
'155667',41.202617,-87.201159
'155668',38.360757,-85.78387
'155669',40.047026,-86.024081
'155670',37.959436,-87.448814
'155671',37.954812,-86.750034
'155672',41.729582,-86.483526
'155673',40.82606,-85.327744
'155674',38.415524,-86.947105
'155675',39.344599,-85.496445
'155676',40.416956,-86.584657
'155677',39.16955,-86.489208
'155678',40.494808,-86.161875
'155679',41.139393,-85.084189
'155680',40.072851,-86.474251
'155681',38.320388,-85.836545
'155682',38.012422,-87.233393
'155683',39.814441,-86.102617
'155684',41.60565,-86.232977
'155685',41.659586,-85.980522
'155686',41.288065,-86.619379
'155687',40.215264,-85.432056
'155688',38.865036,-87.305652
'155689',41.566227,-85.798631
'155690',40.12048,-85.656397
'155691',39.668731,-85.700167
'155692',40.902785,-85.485537
'155693',39.246019,-85.902272
'155694',41.389115,-85.052441
'155695',41.677456,-85.988503
'155696',38.669942,-87.51066
'155697',38.303852,-85.759998
'155698',40.138748,-85.660274
'155699',40.456739,-85.360609
'155700',41.334025,-86.444335
'155701',40.757067,-85.151377
'155702',40.672149,-86.144834
'155703',38.375959,-86.912508
'155704',39.456199,-85.666991
'155705',40.687648,-85.427406
'155707',40.657265,-84.967806
'155708',38.652381,-87.16276
'155710',40.768508,-86.352057
'155711',39.809271,-86.161392
'155712',38.94642,-85.918821
'155714',38.873369,-87.442115
'155715',38.942789,-85.889025
'155716',37.983672,-87.520154
'155717',39.804906,-86.203158
'155718',40.135152,-85.695218
'155719',40.874408,-87.362804
'155720',38.393736,-86.936473
'155721',39.840644,-86.012045
'155723',38.004472,-87.487927
'155724',40.771987,-86.349281
'155725',40.446006,-86.936577
'155726',40.777455,-85.193151
'155727',38.844179,-86.509551
'155728',39.124355,-85.288421
'155729',40.977598,-84.882099
'155730',39.133007,-85.146326
'155732',38.34182,-87.59685
'155733',41.419026,-87.354672
'155734',38.717294,-85.473694
'155735',39.557158,-85.775851
'155736',39.64042,-86.840785
'155738',41.681802,-86.248786
'155740',41.022404,-85.76077
'155741',39.729823,-86.120843
'155742',39.294076,-85.201906
'155743',40.622005,-87.316481
'155744',41.452215,-85.231718
'155745',41.70335,-86.248793
'155746',40.988667,-86.880647
'155747',40.813872,-84.904313
'155750',39.371253,-86.262497
'155751',39.62487,-86.35555
'155752',41.705941,-86.224054
'155753',38.705537,-85.799167
'155754',41.643565,-86.005811
'155755',41.107479,-85.036651
'155756',41.038484,-85.244157
'155757',39.658115,-86.080789
'155758',39.642552,-86.865444
'155759',39.929158,-85.370844
'155760',41.543775,-85.816582
'155761',39.836023,-86.400882
'155762',39.814252,-84.86969
'155763',41.403728,-85.4183
'155764',41.459147,-87.33826
'155765',38.33589,-85.794899
'155766',38.404173,-85.762019
'155767',39.792263,-85.802014
'155768',37.962409,-87.505848
'155769',40.226829,-85.442732
'155770',38.298294,-85.954547
'155771',39.479897,-86.074187
'155772',39.371788,-87.40533
'155773',37.960565,-87.684477
'155774',40.762965,-86.360941
'155775',40.460473,-86.919016
'155776',39.412387,-87.402121
'155777',40.393723,-86.838377
'155778',40.285777,-87.23442
'155779',39.997817,-85.99555
'155780',39.658007,-86.124643
'155781',41.665004,-86.208877
'155782',40.742646,-86.775562
'155783',41.696858,-85.959166
'155784',41.709553,-86.16993
'155785',37.970835,-87.676805
'155786',39.937212,-86.053911
'155787',40.469342,-86.886162
'155788',39.633376,-86.158385
'155789',39.115158,-84.88516
'155790',40.003107,-86.108597
'155791',40.760667,-86.105285
'155792',39.773541,-86.381149
'155793',39.960519,-85.994149
'155794',39.973094,-86.203753
'155795',41.490122,-87.027142
'155796',41.219744,-84.99458
'155797',39.35727,-85.470196
'155798',41.189186,-85.093425
'155799',40.548397,-85.666768
'155800',41.170153,-85.130866
'155801',38.058503,-87.269652
'155802',39.511378,-87.469684
'155803',37.979617,-87.447258
'155804',41.621376,-86.140962
'155805',41.602974,-87.038606
'155806',40.789713,-85.829778
'155807',39.791017,-86.116568
'155808',40.057132,-86.141642
'155809',41.182034,-85.087057
'155810',40.778333,-85.829168
'155811',39.778492,-86.337957
'155812',40.068477,-86.902501
'155813',38.292213,-85.85243
'155814',39.779516,-86.349153
'155815',39.909786,-86.04163
'155816',39.789929,-86.064326
'155817',39.959378,-86.141219
'155818',39.194024,-86.574659
'155819',40.460468,-86.165123
'155820',37.969996,-87.541783
'155821',39.570518,-86.158887
'155822',41.299865,-87.401271
'155823',39.64103,-86.08272
'155824',41.699737,-86.21706
'15A011',39.501488,-85.787506
'15E064',40.198018,-85.363021
'15E187',41.58031,-87.327837
'15E209',40.331823,-85.646663
'15E245',39.91192,-86.200787
'15E247',39.732113,-86.101756
'15E594',39.985924,-86.112686
'15E657',38.972332,-85.313619
'15E667',39.750436,-86.248535
'15E681',38.224048,-86.854832
'165006',41.593559,-93.681728
'165017',41.993528,-91.642814
'165019',43.052684,-92.678432
'165030',41.651317,-91.554642
'165033',41.538265,-90.563122
'165034',42.469401,-92.358522
'165046',41.978785,-91.654674
'165049',41.562807,-90.580705
'165072',43.153646,-93.195774
'165081',42.463051,-92.349845
'165082',42.267235,-94.74718
'165104',42.494212,-90.673907
'165110',40.805881,-91.170306
'165116',42.492893,-90.674107
'165118',41.877934,-93.828756
'165119',41.839461,-90.212756
'165130',41.600371,-93.610843
'165135',42.689058,-91.534235
'165136',41.663541,-91.528684
'165145',42.397235,-96.355448
'165146',41.589372,-90.539314
'165147',40.963966,-91.559243
'165149',41.838505,-94.077295
'165151',40.421378,-91.394795
'165152',42.442983,-92.415707
'165155',41.593822,-95.059819
'165156',42.519043,-94.192435
'165157',43.060946,-96.16575
'165158',40.730702,-95.045207
'165161',42.533784,-96.38863
'165162',41.649849,-93.472372
'165163',41.69899,-93.609625
'165165',42.531483,-92.339343
'165167',41.371297,-93.568078
'165169',41.52711,-90.621721
'165170',41.77177,-93.722724
'165171',42.031003,-91.579196
'165172',41.652649,-91.546943
'165173',43.275958,-92.814562
'165174',42.510173,-96.435929
'165175',41.532902,-93.625701
'165176',42.675168,-91.902617
'165177',43.184178,-95.48685
'165178',43.355913,-91.770426
'165179',41.476477,-93.681539
'165180',42.304755,-95.245268
'165181',43.430402,-96.172594
'165183',43.15599,-93.260568
'165185',41.0162,-95.212609
'165186',41.343836,-93.576808
'165187',42.971312,-91.809402
'165188',41.334463,-94.024382
'165189',40.933823,-94.982489
'165190',43.064906,-94.243312
'165191',41.023497,-95.232522
'165192',43.406487,-94.821619
'165193',41.848974,-95.590497
'165196',42.267149,-94.065972
'165197',42.531485,-92.466391
'165198',41.669511,-91.479754
'165199',41.068619,-94.385303
'165200',41.265526,-95.821484
'165202',41.616845,-93.60797
'165203',41.640883,-95.793205
'165204',40.733262,-91.968519
'165205',42.801339,-96.146931
'165206',42.340346,-95.463999
'165207',42.489278,-95.550453
'165208',41.762508,-93.830513
'165209',42.012902,-92.917658
'165210',43.378455,-92.884869
'165211',41.004364,-92.458176
'165213',43.258243,-93.641271
'165214',41.704419,-91.594607
'165215',43.430402,-96.172594
'165216',41.412337,-92.911389
'165217',41.436193,-94.766756
'165218',41.878457,-90.18884
'165219',42.84268,-94.847004
'165220',41.004347,-91.163747
'165222',40.753574,-93.308423
'165223',41.009144,-92.455637
'165224',40.711112,-94.224192
'165225',40.740902,-92.862579
'165226',43.284019,-93.196396
'165227',40.622459,-91.365939
'165228',42.514304,-90.707539
'165230',41.314311,-95.402924
'165231',42.053327,-94.864126
'165232',41.724328,-94.928477
'165233',42.002716,-94.37342
'165234',41.474569,-91.834168
'165235',40.885412,-94.558823
'165236',42.534292,-94.534233
'165237',41.294433,-94.563678
'165238',42.032342,-95.3363
'165239',43.082938,-91.478439
'165240',43.269249,-91.473973
'165241',42.358729,-92.763351
'165243',43.055693,-92.675748
'165245',43.009561,-96.480132
'165247',43.348528,-95.998023
'165248',43.186844,-96.143408
'165249',42.604273,-95.01075
'165251',42.461908,-92.344202
'165252',40.728138,-93.725253
'165253',41.691845,-94.353844
'165254',42.261302,-93.001912
'165255',41.495657,-93.493108
'165256',42.03542,-96.103629
'165257',40.715107,-92.867878
'165259',43.361244,-91.233857
'165260',40.646269,-91.569827
'165261',41.724561,-93.579434
'165262',41.746163,-92.741738
'165263',41.907888,-91.253403
'165264',41.662425,-93.359497
'165265',42.515703,-94.159926
'165266',42.515761,-96.430456
'165267',42.163274,-95.78121
'165268',41.60382,-93.610077
'165269',40.717654,-94.241383
'165270',42.267766,-93.923073
'165271',42.504916,-96.459448
'165272',41.600418,-93.621109
'165273',41.538893,-93.642563
'165274',41.315729,-92.643894
'165275',41.060937,-94.349855
'165278',41.981988,-91.655864
'165279',42.228049,-91.184015
'165280',41.568428,-90.493918
'165281',41.044001,-95.721162
'165282',42.358605,-93.113599
'165283',43.30709,-96.426313
'165284',42.397623,-94.620444
'165285',40.999076,-94.732769
'165286',42.188912,-92.459717
'165287',41.674863,-91.353159
'165288',41.392916,-94.995548
'165290',41.272416,-95.83005
'165291',42.484352,-94.207517
'165292',40.666126,-94.708876
'165293',41.024366,-93.771607
'165294',41.477724,-95.342329
'165295',41.582835,-92.536559
'165296',42.125211,-96.157943
'165297',43.051892,-92.303734
'165298',42.537601,-92.473163
'165299',42.020491,-91.593883
'165300',42.322353,-92.201492
'165301',43.020211,-91.190865
'165302',43.051319,-92.317829
'165303',42.471316,-91.87611
'165304',40.52644,-91.418719
'165305',41.02881,-93.303415
'165306',41.002803,-91.90501
'165307',42.570659,-92.365441
'165308',41.311718,-93.116547
'165309',42.714856,-92.572005
'165310',41.966127,-91.722112
'165311',42.782605,-96.155353
'165312',42.586027,-94.842156
'165313',41.013428,-92.804418
'165314',40.622448,-93.923983
'165316',42.359039,-93.111748
'165318',41.803463,-91.885046
'165320',42.162013,-93.291847
'165322',42.009142,-91.634925
'165323',42.482121,-95.776996
'165324',41.394623,-93.271585
'165325',41.323384,-92.206377
'165326',40.759569,-92.417845
'165327',41.126315,-91.446623
'165329',42.590183,-95.972108
'165330',42.762398,-95.544554
'165331',41.097845,-91.258173
'165332',40.979659,-95.099181
'165333',41.916262,-91.423862
'165334',42.77916,-91.106106
'165335',42.300652,-93.290257
'165336',42.75648,-92.800338
'165337',42.471468,-91.87508
'165338',43.280289,-91.479945
'165339',42.751077,-92.976773
'165340',42.671522,-91.901913
'165341',42.669609,-91.905633
'165342',42.31728,-95.595447
'165343',42.420166,-94.977313
'165344',42.282491,-94.299802
'165345',41.600624,-93.50019
'165346',42.584014,-92.875068
'165347',43.144225,-93.016973
'165349',41.899659,-92.265813
'165350',41.592115,-93.724901
'165351',41.236657,-95.134516
'165352',43.101163,-94.682312
'165353',43.396238,-94.486404
'165354',42.735716,-93.204952
'165355',41.365317,-91.946726
'165356',42.891323,-92.807597
'165357',41.744194,-95.708191
'165358',41.870884,-94.674126
'165359',42.642535,-95.216578
'165361',42.011823,-93.452354
'165362',42.720652,-93.732966
'165363',43.092895,-93.812007
'165364',43.11081,-93.613333
'165365',43.105878,-93.606256
'165366',43.410183,-93.528392
'165367',43.147026,-93.181044
'165368',41.77427,-95.425619
'165369',41.357514,-93.58587
'165371',41.894378,-95.232015
'165372',41.649388,-95.325452
'165373',41.566876,-95.884253
'165374',42.257259,-90.43742
'165375',42.104772,-91.272072
'165376',41.568267,-90.421664
'165377',41.833467,-90.835241
'165379',42.641405,-91.40245
'165380',42.852497,-93.603597
'165381',41.326633,-92.20755
'165382',41.324014,-93.091467
'165383',41.302875,-94.450945
'165384',42.893244,-93.20685
'165385',42.028402,-92.897737
'165386',43.243909,-92.446428
'165387',43.092995,-95.624261
'165388',41.481513,-91.421847
'165389',41.982024,-91.653474
'165390',42.018516,-93.173238
'165391',42.847839,-91.404813
'165394',42.519654,-93.286066
'165395',40.862411,-91.315509
'165396',40.432012,-91.412175
'165397',42.818959,-95.799467
'165398',41.820817,-93.144795
'165399',41.48267,-93.678245
'165401',43.410945,-95.741735
'165402',43.327933,-95.159384
'165403',42.894316,-95.143856
'165404',40.916008,-91.403157
'165405',42.808941,-95.96762
'165406',42.987487,-93.183486
'165408',43.29292,-94.207814
'165411',42.451732,-93.820746
'165412',41.585912,-94.877581
'165413',42.77256,-94.952427
'165414',42.543648,-94.680708
'165416',41.034585,-94.203463
'165418',41.578354,-91.25906
'165420',41.679739,-93.075767
'165421',41.692752,-93.031235
'165422',42.018905,-93.628017
'165423',42.055179,-93.620556
'165424',42.181693,-93.592546
'165425',42.758673,-95.534771
'165426',41.83488,-94.085034
'165427',41.692668,-93.052208
'165428',42.756366,-95.551571
'165430',42.789161,-96.165097
'165431',43.236034,-94.044621
'165432',41.41707,-91.10001
'165433',43.276663,-92.808373
'165434',42.03646,-94.018839
'165435',42.536254,-96.375029
'165436',41.54282,-90.563193
'165437',42.84067,-91.809171
'165438',43.432504,-92.782294
'165439',40.796644,-91.167479
'165440',42.055583,-91.588075
'165441',41.735298,-93.61003
'165442',42.730103,-92.49332
'165443',42.552213,-93.046605
'165444',42.965957,-94.447178
'165445',43.446394,-95.323805
'165446',42.181925,-92.720144
'165447',41.286738,-95.835623
'165448',41.669076,-93.700549
'165449',43.148657,-95.15604
'165450',41.986752,-92.587243
'165451',42.016615,-92.915798
'165452',41.171831,-91.187801
'165453',41.28852,-91.686458
'165455',42.084413,-94.868882
'165456',41.517572,-92.077329
'165457',40.852412,-94.195176
'165458',42.971642,-95.487856
'165460',41.628025,-93.724373
'165461',42.741604,-94.678774
'165462',41.976213,-92.58169
'165463',42.451837,-93.820747
'165465',42.513032,-92.447659
'165466',41.231428,-95.801445
'165467',42.938737,-93.793671
'165468',42.059352,-93.902231
'165469',43.060021,-92.683445
'165470',41.490223,-91.708579
'165471',42.532072,-90.668893
'165472',42.529029,-93.261061
'165473',42.475644,-96.329824
'165474',40.736472,-95.646985
'165475',43.30222,-91.742539
'165476',41.270942,-91.371084
'165478',40.973995,-91.543768
'165479',41.614915,-93.675354
'165480',41.743215,-92.705615
'165481',41.739944,-92.724132
'165482',41.298273,-91.680244
'165483',41.289012,-91.691878
'165484',43.124479,-95.127093
'165485',43.451863,-93.219627
'165486',43.127193,-94.889525
'165487',41.584481,-93.66441
'165488',42.275487,-95.096341
'165489',40.724529,-95.039992
'165490',43.363149,-92.127562
'165491',43.383213,-92.11392
'165492',43.12521,-94.681749
'165494',42.803936,-92.261886
'165495',42.785666,-92.672785
'165497',41.341014,-94.00993
'165498',42.060293,-93.893122
'165499',42.308099,-95.058272
'165500',42.659928,-93.893532
'165501',42.035507,-94.036243
'165502',42.847432,-92.110037
'165503',42.485824,-91.439905
'165504',43.066654,-94.209515
'165505',40.684425,-93.112565
'165506',41.32918,-94.01576
'165507',41.614995,-93.567156
'165508',42.528672,-92.441166
'165509',41.85934,-90.203288
'165510',41.582475,-90.613265
'165511',42.019347,-91.602038
'165512',41.860779,-90.191575
'165513',42.505544,-90.716025
'165514',41.608585,-93.653561
'165515',42.170234,-92.307707
'165516',42.06634,-90.679142
'165521',41.699158,-93.033488
'165522',42.323978,-92.607978
'165523',43.402445,-94.815441
'165524',41.246065,-95.792179
'165525',41.680636,-94.423501
'165527',43.400082,-92.159734
'165528',43.420656,-95.122303
'165529',40.755072,-95.373753
'165530',41.052018,-95.740545
'165531',40.757214,-95.381729
'165532',42.01352,-95.343973
'165533',42.733446,-94.22375
'165534',42.713233,-94.227031
'165535',42.715613,-95.440405
'165536',43.133932,-93.218259
'165537',42.042797,-91.693254
'165538',43.012089,-96.043331
'165539',42.512059,-94.165639
'165540',42.461537,-96.328986
'165541',43.354072,-92.554209
'165542',41.983501,-91.689416
'165543',41.703595,-93.053623
'165545',41.69904,-91.620881
'165546',40.888119,-95.671263
'165547',41.147191,-91.666489
'165548',41.57457,-93.816512
'165549',41.031488,-92.422315
'165550',41.802097,-91.489661
'165552',42.158628,-92.023032
'165553',41.526114,-90.497787
'165554',43.409654,-95.74448
'165555',41.612792,-94.033909
'165556',42.532069,-90.65791
'165557',41.614977,-93.807994
'165558',42.055575,-93.877626
'165559',42.504938,-90.71864
'165561',41.398203,-95.000321
'165562',41.033359,-92.792091
'165565',42.515141,-90.746208
'165566',41.664675,-92.00735
'165567',41.980044,-91.713425
'165568',42.302995,-91.019745
'165569',40.72156,-91.451096
'165570',41.295307,-92.66233
'165572',40.778473,-91.103519
'165574',43.175391,-95.64402
'165575',41.56899,-90.51988
'165576',43.146998,-91.767582
'165577',42.001508,-93.646933
'165578',41.446722,-91.084152
'165579',42.071669,-90.680781
'165580',41.644711,-93.733228
'165583',41.610858,-93.840261
'165584',42.519227,-90.662029
'165585',41.435854,-91.065849
'165586',43.389132,-93.952159
'165587',42.042601,-91.658246
'165589',41.298828,-92.665785
'165590',41.886603,-91.062802
'165591',41.680447,-93.958981
'165592',40.971364,-91.55437
'165593',41.588052,-93.656001
'165594',41.738958,-92.44179
'165595',42.823102,-96.561405
'165596',42.655393,-95.20075
'165597',41.554287,-93.832872
'165598',41.412338,-92.91252
'165599',41.777597,-91.125075
'165601',41.543097,-93.767208
'165602',41.00376,-91.952324
'165603',42.674526,-92.335134
'165604',42.003636,-92.198426
'165605',41.688266,-93.805986
'165606',41.838468,-94.09013
'165607',41.42428,-92.916515
'165608',41.59228,-93.61217
'165609',41.703256,-93.054289
'165611',41.596091,-91.013917
'16A001',41.661923,-93.699869
'16A002',42.052751,-92.936182
'16E016',42.175848,-92.013322
'16E050',42.468785,-91.87371
'16E069',41.906903,-95.06513
'16E071',42.057122,-94.865892
'16E118',41.825789,-90.54734
'16E170',42.7402,-93.185063
'16E176',42.015225,-94.388746
'16E182',42.35876,-92.761719
'16E221',41.705087,-91.268361
'16E263',43.186329,-95.847182
'16E277',42.016613,-93.452292
'16E637',43.204218,-96.283161
'16E638',42.475915,-91.129635
'16E668',43.119198,-94.693118
'16E681',41.288491,-91.688458
'16E702',40.756791,-95.03758
'16E711',41.622272,-93.596236
'16E718',42.730768,-94.230157
'16E728',40.719876,-92.902317
'16E740',41.624775,-93.46465
'16F001',40.716716,-92.356443
'16F002',40.421322,-91.406997
'175008',37.652613,-97.314677
'175044',39.015145,-95.690447
'175070',37.381078,-94.686699
'175077',38.498661,-94.970912
'175078',37.722956,-97.278314
'175100',39.213194,-96.606675
'175113',39.044278,-95.649412
'175114',38.079391,-97.906712
'175115',38.900474,-94.780402
'175116',37.278353,-97.394259
'175118',37.67991,-97.353066
'175122',38.950428,-94.728246
'175123',39.017198,-94.698371
'175124',37.803501,-96.862119
'175126',39.015471,-96.854961
'175127',38.829625,-97.605699
'175130',38.810777,-94.938114
'175133',37.566405,-97.355067
'175135',39.131293,-94.729543
'175141',39.569282,-95.141544
'175145',38.780788,-95.564645
'175146',38.079454,-97.894601
'175151',38.978894,-95.247648
'175154',39.050725,-95.728986
'175157',37.695081,-97.117534
'175158',38.991851,-94.705045
'175159',39.128585,-94.783965
'175162',39.303057,-94.939155
'175163',37.054208,-100.926098
'175165',39.024941,-95.780923
'175168',37.723008,-97.255198
'175169',37.051025,-95.590161
'175171',39.000606,-95.697548
'175172',39.020246,-95.762322
'175173',38.433916,-96.216726
'175174',39.207893,-96.577903
'175175',37.967727,-100.85572
'175176',38.942075,-94.662459
'175180',38.942109,-94.645372
'175181',37.735299,-97.253769
'175182',38.931302,-94.727554
'175183',38.912829,-94.645417
'175184',38.784931,-97.625631
'175185',38.841575,-97.595724
'175187',38.993116,-94.661816
'175189',38.956783,-94.626633
'175191',39.206265,-96.632097
'175200',38.829973,-97.596572
'175201',39.507663,-98.549488
'175202',39.379853,-101.044581
'175205',38.820701,-98.477012
'175207',37.73642,-100.0233
'175208',37.381788,-94.688739
'175210',37.347237,-95.240269
'175213',38.878035,-94.792643
'175214',37.667351,-95.46053
'175215',39.103004,-95.079592
'175216',39.767301,-94.956829
'175218',37.547318,-97.264453
'175219',39.056904,-94.816912
'175220',39.491792,-96.174523
'175221',37.567978,-97.135099
'175223',38.315131,-96.517275
'175224',37.921615,-95.175331
'175226',37.933491,-95.398066
'175228',39.258389,-94.902512
'175229',39.056902,-94.818341
'175231',38.696907,-98.210467
'175232',37.138437,-96.168325
'175233',37.073715,-94.626535
'175235',38.18485,-99.112982
'175236',38.079879,-97.913181
'175237',37.043425,-95.626028
'175238',38.611148,-94.681831
'175239',38.65908,-96.507025
'175240',38.942075,-94.662651
'175241',39.899642,-95.80934
'175242',38.962537,-94.746111
'175243',38.808269,-94.940822
'175244',38.922145,-97.204623
'175245',39.056904,-94.816918
'175246',39.814609,-97.634222
'175248',39.77327,-99.031808
'175249',37.679345,-95.473522
'175250',38.716794,-95.084996
'175253',37.669841,-97.453167
'175254',37.920174,-97.430225
'175255',39.038628,-95.760074
'175256',38.633568,-95.816981
'175257',39.022309,-94.705673
'175258',37.833723,-94.736626
'175260',38.086555,-97.914627
'175263',38.854533,-94.825244
'175264',37.170991,-94.857827
'175267',39.02839,-94.73089
'175272',39.214665,-97.01762
'175273',37.671892,-97.288067
'175274',37.81185,-97.371975
'175275',37.922023,-99.423281
'175276',38.582257,-94.874212
'175277',38.956199,-95.302215
'175280',38.418428,-96.212357
'175281',39.145405,-94.719777
'175282',39.129388,-97.701571
'175286',38.881881,-98.862311
'175287',37.829689,-96.291373
'175290',37.043607,-95.658999
'175291',38.370701,-98.800949
'175292',37.524003,-96.977226
'175294',37.661175,-97.582207
'175295',39.779064,-98.786003
'175297',39.058354,-95.740942
'175298',39.122522,-94.762292
'175299',38.214605,-98.208531
'175300',38.827133,-97.566195
'175301',37.709018,-97.397532
'175302',38.051153,-97.324518
'175303',37.344316,-95.290066
'175304',38.425849,-96.21703
'175305',38.958582,-95.279091
'175306',37.774557,-100.014877
'175309',37.083424,-97.044642
'175310',39.378517,-97.120777
'175313',37.08173,-97.036843
'175315',37.656457,-98.727445
'175317',37.433739,-95.68372
'175322',38.885999,-99.333942
'175323',39.413997,-95.336426
'175324',37.839212,-96.838869
'175327',37.235885,-96.971047
'175328',38.935253,-99.554011
'175332',38.593851,-95.282323
'175333',39.208601,-95.331903
'175334',37.063709,-100.924663
'175335',37.268803,-95.565331
'175336',38.334769,-98.207431
'175337',37.253265,-97.39768
'175338',38.773311,-95.19706
'175340',39.008164,-95.789273
'175343',38.982663,-94.630334
'175344',37.699909,-97.411526
'175346',39.020694,-96.28727
'175347',39.766156,-101.798916
'175348',39.46686,-98.116266
'175350',39.851695,-96.638569
'175351',39.34148,-97.171509
'175353',37.542115,-94.697676
'175354',38.362259,-98.588405
'175355',38.914462,-94.803784
'175356',39.82377,-100.528929
'175357',37.267075,-97.420513
'175359',39.204206,-96.320632
