ProviderId,Latitude,Longitude
'035144',33.604208,-112.26262
'035145',32.250573,-110.860892
'035146',33.640593,-111.993423
'035147',32.25061,-110.900512
'035151',32.243415,-110.868137
'035152',32.682043,-114.642334
'035153',31.859464,-110.980622
'035154',33.561938,-112.202945
'035157',32.264268,-109.837613
'035158',34.562378,-112.474644
'035159',33.563109,-112.1611
'035160',33.545467,-112.049573
'035164',33.41517,-111.705194
'035165',32.274012,-110.892621
'035166',33.446218,-112.345904
'035169',35.21281,-114.040747
'035171',33.42282,-111.704531
'035172',32.814638,-109.732247
'035173',33.593913,-112.099636
'035174',32.24611,-110.95683
'035175',33.366034,-112.065986
'035176',33.538584,-112.095684
'035180',31.348562,-109.532283
'035183',33.565684,-112.283275
'035189',32.350825,-110.995621
'035190',32.254759,-110.946879
'035192',33.596052,-111.887015
'035193',33.408202,-111.763378
'035196',33.435217,-111.837512
'035197',32.683162,-114.615988
'035199',32.252607,-110.883987
'035201',33.614584,-112.249091
'035205',33.393072,-112.033525
'035207',33.407917,-111.674006
'035209',33.504326,-112.030226
'035214',31.955927,-110.286406
'035216',33.081,-111.744578
'035217',33.477565,-111.934768
'035225',33.652601,-112.280544
'035231',33.641303,-112.248498
'035232',32.351783,-110.993101
'035233',33.394097,-110.775975
'035234',33.49614,-112.06929
'035240',34.452628,-114.294846
'035241',33.374462,-112.068037
'035242',36.108413,-109.59595
'035243',33.638601,-112.323157
'035244',34.591061,-112.326647
'035245',33.595785,-112.302596
'035247',33.531059,-112.075414
'035249',35.214919,-114.040228
'035250',33.585642,-112.272547
'035251',33.34456,-111.89305
'035253',32.342726,-110.935897
'035254',35.03728,-110.70384
'035255',33.464262,-112.351659
'035256',33.608627,-112.257628
'035257',35.233402,-111.660701
'035258',33.370538,-112.052959
'035259',33.480114,-111.950956
'035260',33.609501,-111.725965
'035261',33.640347,-112.278812
'035262',35.214936,-114.040839
'035263',32.076696,-112.110739
'035264',33.510798,-112.364529
'035265',33.662124,-112.373506
'035266',33.415513,-111.707295
'035267',35.112614,-114.567771
'035268',33.576132,-111.876103
'035270',33.303305,-111.99302
'035272',33.66913,-111.918105
'035273',32.450669,-110.974944
'035274',33.480036,-111.966451
'035275',33.636917,-112.194919
'035276',32.92343,-111.753174
'035277',34.171326,-110.005026
'035279',33.668005,-111.982054
'035280',33.379339,-111.71554
'035281',33.691462,-111.920879
'035282',33.660295,-112.381038
'035283',33.293328,-111.880136
'035284',32.177887,-110.961518
'035285',33.291054,-111.747713
'035286',33.644313,-111.882243
'035287',34.479041,-114.338744
'045070',36.311893,-94.133291
'045098',34.472725,-93.046998
'045125',36.120087,-94.13287
'045134',35.80113,-90.68648
'045135',33.296281,-93.210542
'045138',35.459182,-94.362707
'045139',33.631156,-91.406545
'045140',35.245548,-91.75782
'045142',34.533292,-93.037342
'045143',-29.533333,-64.166667
'045144',36.214628,-91.754294
'045145',35.769573,-91.63472
'045146',35.869237,-92.107819
'045147',35.167994,-92.733453
'045148',35.94771,-91.550119
'045149',35.15613,-92.766745
'045151',36.074866,-90.97125
'045153',35.617374,-92.263022
'045155',36.22973,-91.608804
'045157',35.216025,-90.781218
'045158',35.502997,-92.033945
'045163',36.329751,-92.396824
'045165',33.937381,-91.838799
'045166',35.219288,-90.789446
'045167',36.186187,-94.161389
'045168',35.454022,-93.411794
'045170',36.038121,-90.512781
'045172',33.519158,-91.446293
'045173',33.548324,-92.864193
'045176',33.64665,-91.791344
'045177',34.274759,-91.349772
'045178',36.399934,-90.220865
'045180',33.958803,-93.84633
'045181',33.787784,-93.380338
'045182',33.207788,-92.697398
'045183',35.068405,-92.461642
'045184',33.315301,-91.291503
'045187',33.279835,-93.211869
'045189',33.571391,-92.845203
'045190',33.106943,-91.933928
'045191',34.673571,-92.962882
'045192',36.247591,-93.120524
'045194',33.45741,-94.031403
'045195',35.146041,-90.201694
'045196',35.492098,-91.997488
'045197',36.248859,-93.121181
'045198',42.104125,-75.826218
'045199',34.599872,-92.548976
'045201',33.607716,-92.033866
'045202',34.797914,-92.240509
'045203',35.791288,-91.607537
'045207',33.575463,-92.856139
'045208',34.965472,-92.044049
'045209',35.253706,-91.708902
'045211',33.419844,-94.020806
'045212',36.319725,-94.143972
'045214',33.217697,-92.674113
'045216',34.122594,-93.08723
'045217',35.139014,-90.193608
'045218',36.27886,-92.5001
'045219',35.016898,-90.772228
'045220',36.108228,-94.13334
'045221',34.541173,-90.620528
'045222',35.251894,-91.028273
'045227',33.665216,-94.117205
'045228',34.549288,-91.970286
'045229',34.58657,-94.244017
'045232',33.369117,-93.489968
'045235',34.462971,-93.024495
'045236',34.977427,-91.522524
'045239',33.617526,-91.804835
'045241',33.463672,-94.026076
'045242',36.382716,-93.740641
'045243',34.463666,-93.022771
'045244',33.687513,-94.165048
'045245',35.070433,-92.465319
'045246',35.007255,-92.813803
'045247',35.286758,-93.152568
'045248',36.370342,-91.860821
'045250',36.31491,-92.35198
'045254',34.593814,-93.004901
'045256',34.311128,-92.415183
'045259',34.743979,-92.364371
'045266',34.545949,-93.632468
'045267',-35.49394,-61.593369
'045268',35.454547,-94.325916
'045269',33.939739,-91.854852
'045270',34.347762,-92.819785
'045271',33.208263,-92.641358
'045275',33.213802,-92.64379
'045277',34.163159,-92.02406
'045280',36.283258,-92.611789
'045284',36.288882,-90.995932
'045287',34.045611,-94.341058
'045288',34.727704,-92.408966
'045289',34.769682,-91.909707
'045290',35.217658,-93.163309
'045295',36.337111,-93.556151
'045297',35.887574,-90.159346
'045300',35.28172,-93.73011
'045301',35.11188,-93.939019
'045302',36.331691,-94.152407
'045303',34.483162,-91.560024
'045304',35.078214,-91.893071
'045305',34.615641,-92.503974
'045306',33.810155,-93.377618
'045307',34.189117,-92.021094
'045308',35.095243,-92.465825
'045311',34.155483,-92.024032
'045312',35.899618,-90.341438
'045313',35.085425,-92.48842
'045314',34.793015,-91.895455
'045315',35.835173,-90.450994
'045317',35.771365,-91.620626
'045318',34.78175,-91.732153
'045321',35.811279,-90.687047
'045322',35.778735,-91.638919
'045323',35.617883,-91.264446
'045326',35.436514,-94.337512
'045327',35.889351,-90.701865
'045332',35.667154,-90.524181
'045334',35.634201,-91.261075
'045337',33.646469,-93.594182
'045338',34.448656,-93.090099
'045339',35.249232,-92.943537
'045340',35.291515,-93.170899
'045341',36.09303,-93.742614
'045342',33.952523,-93.855622
'045343',34.727616,-92.389225
'045345',-35.49394,-61.593369
'045346',34.11523,-94.019485
'045348',33.589434,-92.884982
'045350',34.126934,-93.08224
'045351',36.340179,-92.396767
'045352',36.238519,-91.596158
'045353',36.255564,-93.123374
'045354',-35.49394,-61.593369
'045356',36.190018,-94.54913
'045357',34.7855,-92.211717
'045358',34.583101,-94.22831
'045359',34.733617,-92.270715
'045361',36.369767,-94.208896
'045363',-35.49394,-61.593369
'045364',-35.49394,-61.593369
'045365',34.279723,-91.338968
'045366',35.932381,-89.906822
'045367',36.206118,-94.133472
'045369',35.708146,-91.630228
'045370',35.489639,-94.229807
'045371',36.177058,-94.146974
'045372',34.283079,-92.095658
'045373',36.34013,-94.193745
'045374',34.813949,-92.272118
'045376',34.843073,-92.189158
'045377',33.95499,-92.188665
'045378',34.872364,-92.123829
'045379',34.155537,-92.024033
'045380',35.807622,-90.664643
'045381',35.241491,-92.379602
'045382',33.64993,-93.585824
'045383',34.896825,-94.106528
'045384',35.571465,-90.722825
'045385',34.779391,-92.289773
'045386',35.492848,-93.836666
'045387',34.748907,-92.363335
'045390',34.772644,-92.408357
'045391',35.514101,-90.431922
'045392',34.979488,-92.01159
'045393',34.376522,-92.833574
'045394',36.257213,-90.283775
'045396',33.858742,-92.476905
'045398',36.10516,-94.154103
'045399',34.593899,-92.557014
'045400',34.759499,-92.373204
'045401',36.139526,-92.124804
'045402',-29.533333,-64.166667
'045403',34.331822,-93.540608
'045404',34.451104,-93.02929
'045406',36.342817,-92.395301
'045407',36.177649,-94.203058
'045408',34.576272,-92.547049
'045409',35.968047,-94.317848
'045410',35.267825,-93.143659
'045411',33.106264,-93.466732
'045412',35.209857,-90.214108
'045413',-35.49394,-61.593369
'045414',35.559635,-92.449991
'045415',34.070631,-93.690638
'045416',33.204239,-92.688363
'045417',36.078359,-94.157008
'045418',35.267438,-91.665225
'045419',35.327709,-94.3145
'045421',36.357023,-94.147776
'045422',34.875834,-92.394483
'045424',36.070825,-90.518747
'045425',34.707694,-92.224058
'045427',36.225,-94.139707
'045428',36.152378,-94.117186
'045430',34.903141,-91.197572
'045431',34.813784,-92.474733
'045432',34.731081,-92.372661
'045433',36.420201,-90.586191
'045434',36.070991,-94.203391
'045435',36.308775,-94.171831
'045436',34.757403,-92.373076
'045437',33.134922,-91.972772
'045438',34.163895,-92.025726
'045439',35.963529,-89.974062
'045440',35.697553,-90.017567
'045441',36.242602,-93.104041
'045442',34.546374,-91.951887
'045443',36.25395,-90.977903
'045445',34.45366,-93.166951
'045446',34.658753,-92.286931
'045447',35.296852,-94.013477
'045448',35.031401,-93.223377
'045449',34.774687,-90.778332
'045450',34.752024,-92.338409
'045451',36.230743,-92.686251
'045452',36.072193,-90.966711
'045453',35.018993,-92.073226
'045454',35.052319,-93.397921
'045455',34.777585,-92.451203
'045456',35.196798,-94.245657
'045457',34.633819,-92.482563
'04A158',35.779418,-90.685651
'04A293',34.525117,-92.654948
'04E090',36.009401,-93.1846
'04E244',34.36519,-92.800679
'055001',34.03701,-117.203162
'055002',34.283103,-118.392553
'055003',40.793421,-124.157467
'055008',32.853454,-116.975455
'055011',37.650767,-120.969163
'055013',34.186602,-118.543743
'055014',38.258142,-122.048664
'055016',34.098787,-117.734363
'055017',36.986339,-121.984518
'055022',34.179116,-118.937897
'055028',37.062647,-120.860114
'055032',33.840679,-118.358037
'055034',34.158498,-118.636141
'055036',34.023202,-118.265575
'055039',37.96678,-121.304506
'055041',33.806626,-118.19373
'055042',33.928551,-117.440274
'055045',33.966877,-118.115314
'055047',37.121463,-120.272601
'055049',37.933204,-122.063116
'055052',33.930997,-118.203879
'055056',34.104489,-118.091026
'055057',37.893196,-122.116403
'055060',34.040258,-118.46406
'055064',32.80019,-116.931821
'055066',34.037212,-118.265363
'055067',33.126191,-117.073444
'055070',33.738826,-118.308093
'055072',33.901896,-118.295059
'055074',32.694595,-117.167748
'055076',34.523001,-117.296461
'055077',33.788308,-118.148059
'055078',32.77415,-117.030403
'055079',35.265538,-120.638925
'055084',37.727982,-120.942022
'055085',37.861605,-122.12912
'055092',39.146621,-121.617631
'055093',37.944026,-122.535796
'055099',37.957359,-122.341515
'055104',34.061094,-118.036816
'055105',34.094723,-118.112134
'055107',37.725668,-122.147218
'055109',36.964748,-121.979543
'055111',34.095055,-118.305024
'055114',32.774432,-117.028011
'055115',34.039918,-118.219834
'055116',37.589169,-122.501631
'055119',34.052668,-118.372742
'055121',33.628327,-117.928661
'055123',33.816616,-118.215393
'055126',34.02855,-117.740342
'055129',34.03581,-117.313632
'055135',34.204909,-118.22384
'055136',34.027507,-118.484696
'055139',34.14304,-117.977554
'055141',34.074956,-118.015605
'055142',34.272151,-118.524434
'055146',34.257436,-118.299822
'055147',36.960458,-120.050896
'055150',37.96883,-122.005313
'055153',34.017905,-118.109382
'055155',34.027121,-118.483706
'055156',37.811819,-122.260582
'055157',34.08944,-118.286896
'055160',34.051809,-118.36828
'055161',34.085521,-118.282534
'055162',34.066722,-118.122881
'055163',34.097978,-118.205621
'055167',34.003672,-118.292993
'055168',33.977359,-118.067358
'055169',37.728549,-122.430419
'055170',33.998676,-118.082511
'055173',38.67949,-121.167894
'055175',37.758552,-122.463781
'055181',34.04574,-118.093354
'055182',32.747037,-117.017625
'055183',34.048277,-117.253494
'055185',37.667574,-121.012389
'055187',34.06862,-117.960438
'055188',37.54266,-122.306559
'055189',38.258261,-122.049088
'055191',36.952727,-120.077746
'055192',34.164908,-118.357864
'055196',33.999173,-118.383863
'055199',36.837703,-119.735603
'055201',37.993085,-121.303487
'055202',34.083399,-118.062031
'055203',34.075954,-118.141836
'055204',36.779524,-119.766079
'055206',33.709809,-117.884209
'055208',40.731194,-124.203971
'055210',37.392213,-122.123185
'055211',37.352043,-122.055774
'055212',37.676958,-121.783432
'055213',34.07408,-117.370283
'055215',37.819381,-122.263272
'055222',38.106072,-122.224979
'055223',33.750772,-116.958656
'055237',33.652583,-117.913774
'055239',37.696901,-122.086871
'055240',36.919258,-121.76738
'055241',37.982751,-122.016718
'055242',38.121595,-121.285787
'055247',34.064574,-117.752777
'055249',37.310567,-120.478612
'055252',33.780335,-117.862427
'055253',34.033088,-118.311291
'055255',33.871533,-117.548751
'055256',34.641321,-120.445179
'055258',36.777739,-119.77932
'055259',34.139542,-117.97883
'055261',34.115163,-117.718265
'055262',33.799677,-118.313639
'055268',38.289123,-122.461741
'055271',37.309136,-120.480724
'055276',37.559431,-121.981893
'055280',37.782878,-122.428644
'055282',34.063977,-117.752197
'055283',37.49985,-119.976657
'055286',32.806185,-117.167384
'055287',34.201199,-118.4253
'055288',34.153063,-118.243958
'055289',38.145686,-121.277519
'055292',37.92519,-122.350839
'055293',34.102717,-118.045736
'055296',38.53238,-121.518297
'055297',33.904731,-118.107415
'055298',33.37954,-117.242803
'055299',34.053133,-117.250142
'055303',36.615376,-121.921506
'055304',37.986818,-121.319832
'055305',38.5792,-121.438972
'055307',34.689375,-118.159785
'055308',38.413204,-121.360589
'055310',38.00296,-122.521359
'055311',36.662228,-121.648266
'055315',37.373458,-122.077724
'055316',37.366588,-122.079292
'055318',37.327084,-121.935243
'055322',32.752846,-117.218737
'055328',32.748116,-117.074214
'055329',33.777752,-118.183304
'055330',33.745583,-117.835538
'055331',37.97489,-122.535372
'055334',40.787507,-124.139681
'055335',33.187154,-117.288248
'055338',37.682042,-122.066861
'055341',34.133483,-118.150351
'055342',34.218525,-118.877263
'055344',34.085464,-117.719198
'055350',33.999846,-118.427356
'055353',33.78259,-118.144809
'055354',32.647747,-117.082412
'055356',36.618558,-121.908174
'055360',34.235926,-118.270494
'055361',34.005711,-117.420438
'055364',33.819842,-118.195226
'055367',34.132153,-118.012049
'055372',34.064548,-118.042695
'055374',34.099786,-117.634878
'055376',34.127822,-118.049089
'055387',33.771707,-118.160429
'055388',37.343009,-121.878813
'055394',34.107239,-117.74607
'055401',33.733059,-116.968094
'055402',38.611046,-121.327627
'055407',37.31785,-122.069545
'055408',33.88777,-118.127923
'055409',33.960907,-117.39625
'055410',36.342692,-119.642008
'055412',38.357012,-122.004574
'055417',38.566461,-121.462405
'055423',36.605341,-119.752619
'055430',33.941516,-117.984254
'055434',37.679543,-122.071766
'055435',37.257311,-122.030233
'055438',38.681587,-121.778127
'055441',34.10312,-118.112293
'055443',34.198858,-118.614672
'055446',38.890311,-121.078382
'055448',36.5307,-119.385895
'055449',34.086291,-117.893738
'055454',36.627241,-119.673084
'055457',33.916366,-118.099318
'055459',33.811618,-117.941428
'055461',34.053666,-118.280024
'055462',36.835081,-121.385681
'055464',34.153059,-118.088024
'055466',37.375215,-122.220893
'055473',34.047719,-118.449477
'055474',33.934766,-117.421344
'055475',37.49269,-120.858575
'055476',38.389893,-122.813783
'055480',34.131583,-118.15285
'055481',38.135583,-121.366476
'055488',32.745892,-117.042877
'055489',40.169502,-122.253264
'055491',38.742135,-121.269973
'055493',38.572205,-121.472368
'055494',39.783688,-121.583513
'055497',38.726194,-120.792704
'055499',39.052747,-122.919493
'055500',33.113157,-117.09374
'055504',34.024525,-118.411456
'055505',32.737223,-117.097778
'055507',38.636537,-121.307854
'055508',32.750182,-117.079367
'055510',40.57839,-122.39465
'055512',39.229646,-121.047697
'055516',39.750128,-121.852568
'055517',37.251126,-121.952984
'055518',33.630812,-117.929012
'055519',33.918097,-118.156571
'055523',34.149698,-118.236007
'055525',34.039692,-118.345518
'055526',33.96234,-118.348703
'055527',33.738824,-118.307922
'055531',33.822954,-118.340101
'055534',37.799152,-121.906268
'055538',34.060341,-118.271195
'055539',33.865713,-118.085948
'055540',34.0295,-118.480971
'055541',34.137358,-117.966614
'055542',33.931063,-117.427841
'055544',34.086393,-117.899331
'055548',34.169145,-118.097172
'055551',36.072321,-119.030611
'055557',34.010304,-117.035457
'055559',33.843167,-118.352851
'055562',37.570251,-121.965717
'055563',34.949539,-120.445667
'055565',34.131976,-117.278756
'055566',34.27593,-119.228367
'055568',36.069526,-119.023465
'055570',33.903474,-117.929473
'055571',33.838946,-118.002309
'055573',36.525153,-119.555556
'055575',33.767027,-117.918917
'055581',34.012328,-117.422842
'055585',33.44928,-117.650985
'055597',34.175544,-119.181212
'055598',33.780185,-116.977574
'055601',35.323523,-119.022274
'055604',36.341888,-119.271091
'055608',33.97314,-118.349801
'055612',39.507798,-121.540566
'055617',34.171117,-118.150695
'055619',34.081586,-117.638386
'055622',33.931902,-117.959716
'055626',36.74268,-119.794317
'055632',32.78166,-117.009032
'055635',37.510571,-120.83987
'055640',39.230482,-121.042209
'055645',37.334272,-121.950205
'055646',37.442519,-122.156225
'055649',36.222049,-119.338237
'055650',34.045619,-117.163934
'055653',33.716177,-117.882612
'055656',39.751446,-121.849204
'055658',36.726079,-119.731978
'055662',37.739463,-121.134156
'055664',34.117682,-118.187
'055670',34.146784,-118.266991
'055671',33.839411,-117.896868
'055674',33.830476,-118.010939
'055677',38.019874,-121.879621
'055681',38.551399,-121.72696
'055684',34.431275,-119.720116
'055685',32.751833,-117.003175
'055689',33.872399,-117.920557
'055693',34.086253,-117.635315
'055697',34.021815,-118.182634
'055698',32.800253,-117.151729
'055704',34.059329,-118.268564
'055706',33.967234,-118.05012
'055707',34.042984,-117.650746
'055708',34.124294,-117.278788
'055710',34.087019,-118.361515
'055711',34.038625,-118.46952
'055715',37.861517,-122.265029
'055718',34.065018,-117.693551
'055719',34.27776,-119.241663
'055728',34.372185,-118.517066
'055733',34.421847,-119.74967
'055734',39.13018,-123.208748
'055735',38.013176,-121.3212
'055737',33.920141,-118.011845
'055739',36.658983,-121.642035
'055742',33.823405,-117.916005
'055744',33.80737,-118.184969
'055748',34.024187,-118.458911
'055750',37.294158,-121.99884
'055753',34.039949,-118.345415
'055755',34.07236,-118.367631
'055756',38.794827,-123.024641
'055758',33.902225,-118.069449
'055760',34.090527,-118.123612
'055761',33.03628,-117.272131
'055764',33.971306,-118.042082
'055775',37.882837,-122.184042
'055776',38.953005,-121.095076
'055795',32.719221,-117.085013
'055797',37.017886,-121.567102
'055798',37.230615,-121.96535
'055799',36.589667,-119.437668
'055800',37.245281,-121.947512
'055806',32.789485,-116.948196
'055807',41.426326,-122.386325
'055809',37.671423,-122.091937
'055816',33.78877,-117.919746
'055817',34.143427,-117.977557
