DRGID,Region,Discharges,DischargesStdErr,MeanCharges,MeanChargesStdErr,MeanCost,MeanCostStdErr,MeanLOS,MeanLOSStdErr,MedianCharges,MedianCost,MedianLOS
13,3,1190,154.0525313,70387.79532,3860.008874,20281.61626,951.3438767,6.630251664,0.199374504,60496,17623.56,6
13,4,460,60.26953307,103854.4133,10212.39667,26735.20335,1810.569548,6.423912575,0.280069532,82551,22303.606,6
14,0,7875,881.0345421,507094.2884,31192.70111,153654.3655,9382.463898,33.80190857,1.242171818,366338,112265.352,27
14,1,1795,421.8438325,508763.9761,62226.68669,143857.0689,21601.95142,34.67410182,3.462192463,375932,102298.48,27
14,2,1995,396.1382228,431502.7105,36893.51889,137844.9445,13282.67314,31.80201022,1.716248896,327710,101488.701,26
14,3,2455,536.5205503,443160.2624,33674.14261,146560.6325,11592.90739,32.67617647,1.662810247,341151,108982.064,27
14,4,1630,391.7778105,693955.2369,84171.63222,194396.5096,25035.40274,36.98465694,3.032743429,522598,139686.276,29
16,0,9230,970.813059,225260.0644,10992.63173,63571.08282,2855.542794,19.57855165,0.374175518,177222,51766.704,18
16,1,2080,448.6196314,231105.8429,12132.78152,61562.46062,5059.801211,19.73077185,0.5926693,204801,52865.868,18
16,2,2620,529.6991885,182785.859,10822.97167,56028.22951,3775.989084,18.28243792,0.623511299,154041,44958.774,17
16,3,2785,538.2135604,206831.869,19040.04882,61701.29425,5338.234415,19.99103079,0.831769067,159470,50124.613,18
16,4,1745,413.4771516,311353.6404,32875.30629,80252.94872,7238.013998,20.68482321,0.669727194,263676,68032.935,20
17,0,1105,144.6955424,158048.0256,10208.18903,43686.32799,2967.423124,13.33484714,0.84134777,142813,35539.7,15
17,1,285,72.07793882,166609.0534,16625.38036,38965.03994,5779.036223,13.33332698,1.453994117,166259,33150.306,15
17,2,250,67.15108378,143887.8695,20139.48798,45346.8635,5271.646747,12.50000469,1.697215359,120016,37887.28,15
17,3,405,94.22173423,141720.923,13893.52508,44922.49773,4964.585132,13.70371137,1.355003915,121123,34867.47,15
17,4,165,48.52388554,206251.9149,38919.49373,46372.47793,8379.784661,13.69699311,2.623128678,202299,45921.873,16
20,0,6440,364.0879697,362641.0555,13517.49,88239.1479,2340.280842,17.71040625,0.298272874,291120,76330.485,16
20,1,1140,147.8417217,384148.9481,29037.64388,86079.10235,3972.994515,18.00876922,0.811194494,303359,77320.1,16
20,2,1440,141.9023471,307055.5941,13414.91768,86772.87004,3802.671691,18.44097839,0.640110388,279975,80033.604,17
20,3,2280,234.1452837,292233.9911,13449.56135,74024.01972,2374.858278,17.35965514,0.479110643,240999,65935.584,16
20,4,1580,189.0570945,506100.3054,35659.10126,112978.7135,5799.662095,17.33544216,0.551184006,418433,97334.55,16
21,0,2620,163.9608744,259053.4122,10327.38325,63856.33313,2110.216101,13.85496338,0.251868693,209836,55291.216,13
21,1,530,78.27249597,304368.8519,24075.49654,66625.9268,3583.466125,15.32075613,0.611347903,277425,63504.771,14
21,2,550,72.48772156,209397.3903,11426.51726,61852.94632,4486.241868,13.93636066,0.522356122,197608,53185.822,13
21,3,945,93.99918377,215000.4763,11238.24871,54280.31779,1978.109543,13.22222573,0.389903649,184110,49680.72,13
21,4,595,81.64721897,342558.603,27529.42444,80068.08488,6097.766988,13.47899388,0.537549837,288924,71509.248,13
22,0,915,67.62420564,185982.5314,8489.524694,45128.74088,1570.546987,9.617485344,0.362827502,160931,41603.136,10
22,1,150,27.48234676,187536.2368,24215.996,40649.96256,2799.536042,8.366667465,0.711369496,152933,36220.214,9
22,2,215,30.71156086,145465.4607,10743.44794,40451.82207,3363.324617,8.953487491,0.630519107,133520,35025.645,10
22,3,365,44.35319503,170772.1008,12523.51747,42215.92821,1755.515395,10.01370149,0.555614459,147121,41624.726,10
22,4,185,30.12221646,272403.2666,20272.97162,62110.89045,4886.375252,10.62161073,1.028019098,253461,53730.512,10
23,0,19260,687.9620152,197372.7894,4260.800692,48693.40957,837.8359172,12.69670217,0.230618951,152383,39357.146,10
23,1,3290,301.7904498,211870.6036,12281.05672,48210.25538,1905.522485,12.61491781,0.486769846,163174,40818.744,10
23,2,4205,276.1702027,158096.3129,4732.535101,45754.48571,1326.101595,12.05469715,0.406773518,134767,37599.993,9
23,3,7415,444.6239751,168427.3164,5047.207684,41719.39041,1055.172541,12.54956153,0.349145862,137856,35082.512,10
23,4,4350,329.0194503,276133.4255,11831.72972,64362.18688,2481.044644,13.62988363,0.634090187,210849,50196.252,10
24,0,6220,281.1432652,132860.0793,4116.144869,32414.2315,765.9373077,6.619777693,0.188202066,109964,28185.4,5
24,1,1100,122.5603692,155190.6525,16109.13066,34036.91364,2659.334982,7.21818501,0.517438984,109290,27698.2,5
24,2,1375,117.1954608,106958.6926,4387.730539,31286.35938,1234.073994,6.458182906,0.320730543,92897,27686.62,5
24,3,2300,167.2633285,120190.7938,4036.948676,28766.86025,889.7456063,6.876091184,0.336075756,108464,26171.145,5
24,4,1445,149.3609533,163160.894,8402.505317,38641.53674,1694.290406,5.910035331,0.360250889,139825,32998.53,4
25,0,57410,2168.054402,152463.249,3518.459969,39271.09356,669.5408944,9.793851087,0.14388775,112873,30083.931,7
25,1,10910,941.2780362,159578.8924,8385.255929,37694.26635,1411.730843,9.916590483,0.319716964,118283,29021.949,7
25,2,12940,1015.815128,125892.9122,3864.179524,36994.73367,1087.931409,9.337323717,0.285088752,99066,28634.652,7
25,3,21010,1307.583714,133740.9653,4650.081745,34975.17484,873.8244707,9.977630652,0.243373542,103606,27845.524,7
25,4,12550,1035.760594,207308.0559,9645.387798,50716.47364,1968.805147,9.850198781,0.318613535,152711,36617.23,7
26,0,32785,1257.416324,108425.9413,2667.077,28361.12604,544.5628439,6.132835287,0.09436026,83372,22844.191,5
26,1,5785,529.6720606,118975.5182,7465.432621,29241.96854,1738.839419,6.310287474,0.190728629,85653,22513.113,5
26,2,7585,540.9373415,88165.03681,2886.316003,26866.78668,851.8026156,5.867500046,0.19508503,72469,22260.632,4
26,3,11835,747.8361547,96271.33499,2970.162201,25116.09343,607.8866836,6.282637358,0.165479562,77482,20442.702,5
26,4,7580,669.8292308,141780.4708,6770.623588,34729.50678,1245.90214,6.029022005,0.200569827,115343,28612.156,5
27,0,46695,2099.995221,84164.46777,2250.871961,22119.02044,405.4217331,3.254845666,0.049431453,68541,18861.612,3
27,1,8380,846.7235053,84155.89898,5954.033039,21082.32176,1258.048327,3.258950509,0.094769791,66775,17380.725,3
27,2,10165,794.6858493,71361.41353,2239.199485,21231.36923,530.6663115,3.171176181,0.080538716,63281,18390.216,3
27,3,17580,1417.436863,77842.67224,2472.193558,20805.59027,481.0406946,3.329920957,0.10218401,64767,17998.408,3
27,4,10570,1025.858846,108584.2707,6249.355411,26277.66913,978.6893353,3.207189661,0.091518586,93108,22971.084,3
28,0,7020,244.2631756,179044.1767,5366.357613,46249.82374,1182.335054,12.26709438,0.314834218,137013,36350.208,9
28,1,1150,102.5189781,191592.9765,17232.07909,46830.568,2629.799595,13.18260786,0.904971411,141310,37083.81,10
28,2,1595,102.7384503,139616.6633,6945.752841,41339.88075,2311.77781,10.84012596,0.43452124,110754,31455.424,8
28,3,2665,155.8469266,166986.0039,7447.876651,42550.15506,1742.30466,12.92307367,0.605594251,130065,33691.894,10
28,4,1610,119.6281922,230073.1953,12696.54413,57080.52181,2837.071738,11.94099813,0.544557421,174616,44656.575,9
29,0,14985,495.6659676,101322.9549,2522.208679,26771.75138,586.358867,6.438105232,0.120577569,75243,20876.256,5
29,1,2595,223.6629876,108736.9781,5463.345767,27316.56485,1330.115813,6.805394455,0.255680147,86594,22907.412,5
29,2,3515,242.6056807,83335.10835,4033.995158,25567.91101,1443.672481,6.25462302,0.298414248,67337,20008.32,5
29,3,5610,291.541867,92166.8317,3287.434381,24547.40183,813.7800066,6.639928522,0.206543803,68463,19207.936,5
29,4,3265,227.6080905,132198.5736,7345.757749,31770.67346,1265.639107,5.99693908,0.189002258,95587,24441.713,5
30,0,15325,683.495695,59422.21547,1733.093422,16096.09203,373.5459214,3.423163679,0.07051506,44021,12683.355,3
30,1,2580,238.5056968,60828.02043,2976.163291,15490.65041,710.3545832,3.625969291,0.151583493,48111,12850.299,3
30,2,3710,383.5383931,53329.82134,2992.081302,16573.05625,969.8524456,3.653638324,0.168896641,41418,13769.49,3
30,3,5940,452.9663523,53125.68865,2420.611086,14346.10031,474.4050712,3.300503254,0.110050796,40362,11236.911,3
30,4,3095,240.8343465,79623.58243,4941.808035,19784.83827,875.087376,3.213246054,0.11530813,63129,15971.46,2
31,0,4175,209.7655084,111804.4233,4720.85845,29838.85585,1090.543507,9.416771977,0.410858317,79414,20793.696,6
31,1,695,74.48320144,135644.9705,15345.05471,33133.81751,2693.914798,10.9280818,1.07379652,88709,24116.328,9
31,2,920,85.5968523,104609.7838,7518.04548,32525.07493,2499.389215,9.994568671,0.836989204,66975,20211.912,7
31,3,1640,150.9937198,92890.50674,4685.831751,25485.0844,1294.38815,9.106707351,0.637217905,69092,19191.744,6
31,4,920,91.25731026,135828.6261,13003.83639,32713.2112,2793.926855,8.250002634,0.875427138,91428,22611.708,5
32,0,10020,516.1325633,61469.46084,1816.57998,16481.60447,367.7778489,4.045908915,0.124318992,48135,13779.356,3
32,1,1760,209.8785233,68981.27465,5355.770234,16845.26742,1185.909559,4.269887135,0.28346694,51245,14497.857,3
32,2,2345,247.0643768,51216.35109,2263.918566,15865.18913,696.8373529,3.635397587,0.218616321,43428,13435.744,2
32,3,3825,336.0761169,55168.95785,2400.664872,15030.0192,445.7214553,4.30980332,0.230381505,43819,12431.328,3
32,4,2090,219.8996719,78442.84986,4579.978836,19666.35996,812.3130286,3.834927835,0.251561463,66221,16663.293,2
33,0,7385,321.6040849,49079.59182,1103.679323,12892.86925,203.7860445,2.562627146,0.065758442,43058,11795.394,2
33,1,1310,137.6032781,49767.21472,2433.741123,12769.23112,535.1978633,2.816794206,0.17841776,43562,11574.336,2
33,2,1480,120.15733,41030.33664,1384.497449,12406.3996,394.8674445,2.402026542,0.115071173,37652,11575.053,2
33,3,3170,225.8022881,47070.45593,1707.396568,12212.98037,313.1982381,2.53627802,0.111630927,42009,11182.51,2
33,4,1425,138.0944171,61400.90937,2742.833388,15081.82784,404.3417787,2.554385876,0.115859913,58010,14224.918,2
34,0,1555,90.91773634,126758.1919,6980.624699,30428.62403,1229.088717,7.874605382,0.476030629,92162,25324.992,6
34,1,240,42.18079724,141522.1622,17982.39958,33447.65706,2122.943381,9.020854944,0.847720463,106664,30727.93,8
34,2,385,45.89520686,95673.80894,11419.01447,27841.19607,2811.271209,5.818185927,0.522252102,70798,21301.836,5
34,3,675,54.23146175,121655.3502,10439.70946,27666.82198,1579.303629,8.733340897,0.924194285,96397,24064.88,7
34,4,255,37.93934198,170863.5312,20231.9843,38601.41493,3947.120361,7.627445208,0.979172558,110860,32432.685,7
35,0,3765,185.7705896,76002.58559,2846.745764,18064.59256,478.4489716,3.401063125,0.133992185,58956,14889.7,2
35,1,610,87.68358315,86608.7153,11491.60731,18256.93457,873.5076384,3.688524849,0.311584595,65512,16034.746,2
35,2,865,75.20671128,59137.89897,3221.887824,17259.60089,840.9399366,3.127170741,0.269229439,49645,15431.393,2
35,3,1730,130.138364,72795.49678,3357.437135,17200.2241,677.5341536,3.372832026,0.205134971,57078,13955.76,2
35,4,560,65.04043364,99720.5905,7275.79009,21779.33464,1668.592753,3.598214218,0.340536566,76807,18509.04,2
36,0,6955,336.6370553,52369.87657,1194.98197,13076.83528,245.0346796,1.661395204,0.050494935,45593,11583.9,1
36,1,1000,111.9319877,55346.16228,4382.491069,13124.66867,601.534125,1.955000766,0.144391189,42558,11898.144,1
36,2,1735,151.2874664,42862.70257,1496.143617,12684.35472,471.3956666,1.654180027,0.114622944,37545,11153.254,1
36,3,3180,254.0032029,51267.92759,1523.430487,12435.12429,327.1513275,1.57704382,0.068088456,46522,11298.06,1
36,4,1040,115.7160861,68579.11649,3644.087734,15687.87685,795.7739909,1.649039917,0.113389837,58666,13702.572,1
37,0,7870,202.9401752,105684.7572,2771.145037,25841.29895,580.4713523,8.165817973,0.209679008,75696,19836.57,6
37,1,1075,70.36124688,116658.1161,8079.701428,28564.51555,1544.019825,9.306965738,0.580084898,83369,21356.994,7
37,2,1970,102.7245803,82806.16147,3549.891933,23619.48068,1001.177658,6.997462331,0.328722181,63974,18483.471,6
37,3,3510,140.8418039,99561.25668,3752.021865,23809.99661,786.6938044,8.349001654,0.311519719,71944,18347.56,6
37,4,1315,76.45427731,148155.8577,9669.765754,32573.30799,1920.813604,8.494300197,0.633004756,98733,23895.808,6
38,0,22870,536.5520265,55169.30843,992.3827417,13934.13793,186.5636722,3.548972928,0.063463506,41937,11374.475,2
38,1,3710,189.1693929,55288.79541,3031.158753,14269.64308,573.6660641,4.028300451,0.191303115,37675,10864.908,2
38,2,5870,242.3247009,45312.73891,1144.640438,13194.23116,277.7236672,3.052811137,0.101600843,36795,10949.932,2
38,3,9720,398.6356772,54745.30521,1571.433766,13128.61318,268.8248976,3.805041983,0.104234378,41584,10864.71,2
38,4,3570,185.6646283,73213.29797,2736.317312,17187.07949,532.3724146,3.169468372,0.12098589,61743,14629.264,2
39,0,56555,1284.925125,36759.00321,540.5173193,9315.799744,95.01339228,1.605428363,0.017292891,29941,8170.575,1
39,1,9030,451.9202882,33127.89482,1368.112787,8958.233775,235.3514319,1.695459625,0.045668038,25291,7717.213,1
39,2,13825,561.6125859,32056.83513,728.6738111,9494.5844,160.8593791,1.557323385,0.029038168,27765,8486.616,1
39,3,25270,970.0608148,36135.11591,845.2156941,8593.475758,140.2146209,1.617728849,0.029035207,29626,7553.732,1
39,4,8430,436.3186325,50698.81124,1634.312481,11688.42606,272.363573,1.551007898,0.034406288,43338,10652.265,1
40,0,10975,278.5570601,124353.7981,3344.810756,31097.51503,726.3578616,11.62733889,0.345081186,83607,22711.05,8
40,1,2170,131.4004018,139431.2361,9481.585099,33815.02744,2081.842976,12.07603691,0.744661629,91879,24004.106,8
40,2,2785,168.1243925,92780.11757,3306.763264,27023.81066,865.5261765,9.782763153,0.42232974,71786,21254.102,7
40,3,4035,149.8865288,118842.2355,5126.619847,29287.96296,1208.582932,12.75093196,0.714359132,81033,20896.437,8
40,4,1985,97.96013102,165444.6244,9613.906888,37896.37962,1854.088148,11.4408233,0.712090359,112861,27189.792,8
41,0,18195,370.518192,65238.24725,1337.597119,16433.85312,249.071626,5.920583406,0.116130642,49613,13443.83,5
41,1,3465,154.7880364,72091.68848,3940.854245,17395.21327,662.2856192,6.284271647,0.290224743,54528,14216.384,5
41,2,4290,196.1128641,52730.45042,1745.111073,15558.83881,435.9418772,5.376457829,0.159530658,43288,13126.559,4
41,3,7075,233.9171711,61763.09406,1940.534659,15283.02859,370.6095419,6.22544192,0.220285359,47303,12495.984,5
41,4,3365,141.9397617,82429.3198,3567.489732,19168.56468,653.7224619,5.598811794,0.22483524,63628,15491.216,4
42,0,9050,340.5412425,57399.67434,1513.611746,14992.86946,301.5334764,3.003313811,0.065939619,47705,12923.7,2
42,1,1860,165.4846299,59917.84288,3343.863548,14653.1413,768.8594832,3.268815521,0.157539868,50873,12611.967,3
42,2,1920,161.4702018,47320.79756,1805.307465,14267.92106,460.4235546,2.854168136,0.136841904,42151,12836.461,2
42,3,3390,203.2305154,55674.3602,2229.489045,14626.95539,453.2322023,3.178464262,0.110759594,46891,12360.825,2
42,4,1880,145.6293468,69154.50127,4419.726189,16873.69434,772.0771208,2.577125098,0.125337422,54762,14147.094,2
52,0,3300,129.005967,55445.87407,2616.961767,15371.08199,1420.868967,7.887625993,1.531537807,37980,10269.018,4
52,1,585,50.55948804,50103.44643,4056.909237,13129.51143,1113.255452,5.914525268,0.591784394,38365,10269.018,4
52,2,680,54.3791882,41139.24854,3450.754827,12304.79753,972.4046487,5.360285258,0.514466032,31183,9510.555,4
52,3,1205,78.47701353,52102.06463,3212.039672,13054.36827,799.584873,7.286307903,0.642310255,38805,9278.08,5
52,4,830,70.50205611,77934.90004,8205.973241,23656.03017,5435.915236,0,0,47333,13498.61,0
53,0,1860,92.04961695,35756.83705,2060.704433,10016.9867,989.0795682,4.462114858,0.932936809,27447,7373.133,3
53,1,355,38.04793174,36527.42768,3156.645074,9255.858103,717.0630803,3.647886352,0.41901539,33520,7506.792,3
53,2,415,41.13040898,30411.80831,3930.053668,9148.680866,1456.624731,4.10843563,0.7753195,25211,7645.7,3
53,3,605,51.04005583,30471.17505,1991.509826,7838.417903,463.2406141,3.280991407,0.24585669,24657,6482.138,3
53,4,485,52.23685509,47270.78819,6751.464226,14407.34171,3711.276827,0,0,31137,8034.032,0
54,0,31705,798.1587932,45410.62832,970.3023068,11769.26092,264.8819159,5.31777328,0.079127806,30613,8305.392,4
54,1,7430,488.5173677,53879.25832,2260.221471,13725.74793,785.6159422,5.903768693,0.184466141,36818,9696.88,4
54,2,7255,368.5215238,36387.28847,1119.828118,10730.61489,308.120353,5.079945904,0.15974601,27217,8158.906,4
54,3,11640,445.8450963,38512.99635,1163.537189,9963.699527,294.2196656,5.222507743,0.121150604,26708,7273.96,4
54,4,5380,252.6307131,61554.59656,3255.282487,14516.54501,702.2781683,5.035316263,0.174305567,40696,9830.752,3
55,0,22005,521.583699,35582.70073,758.8990557,9303.874311,205.6691806,3.998636185,0.094348478,25694,6967.067,3
55,1,4575,288.8588662,42507.3198,2068.821707,10910.01304,549.6159959,4.749728636,0.230150871,28704,7900.956,3
55,2,4835,217.4048607,27834.23052,1011.246986,8400.893876,270.2758831,3.617372105,0.13108001,20958,6599.543,3
55,3,8535,328.5178343,32483.40176,964.4819199,8345.265832,334.3532665,3.961335253,0.119585007,24339,6379.2,3
55,4,4060,182.8148506,44270.44548,2357.225604,10712.1794,479.9891232,3.684726356,0.320146149,32220,8074.972,2
56,0,20710,440.0718361,54090.91489,1516.143253,14457.41672,419.5660761,9.169178874,0.312623914,31462,8726.768,6
56,1,4160,245.9306692,61906.87129,4834.674425,16624.52567,1216.350576,9.893023104,0.543906053,36078,10536.584,6
56,2,5080,225.4595766,39772.86202,1668.998259,12035.2134,459.3876799,7.700790498,0.360345899,26200,8142.382,5
56,3,7995,241.0800524,50442.75979,2199.317384,12882.96259,516.8274679,8.652686905,0.308931245,29227,7588.8,6
56,4,3475,155.6589686,74575.93383,3805.523353,19198.1803,1447.68662,11.67282452,1.477048228,43066,10623.375,5
57,0,80350,1773.912431,32946.59289,607.7619782,9195.00914,163.2781835,7.950981737,0.1893336,22836,6593.125,5
57,1,16715,629.9493597,39284.08679,1845.500764,10769.51886,362.7471852,7.79378342,0.315948085,24723,7613.879,5
57,2,20550,1031.173132,25607.22475,854.3647179,8328.731661,277.3147441,7.658224784,0.299927044,19518,6334.143,5
57,3,31930,1171.534433,29196.29099,699.6617978,7763.76109,174.4376199,7.636207985,0.267130536,21814,5777.616,5
57,4,11155,560.4624543,48177.96025,1851.387976,12681.46915,699.8165788,9.640004033,0.857715922,32960,8551.296,4
58,0,2635,109.1939856,66429.06014,4355.642039,17926.26643,1264.786937,8.749489444,0.73309085,35853,9279.468,5
58,1,510,44.93628232,84256.17504,10235.81531,21098.0353,2652.470314,9.352942733,0.872366015,45311,11573.276,7
58,2,695,57.70835902,47459.93838,4529.446924,14068.33601,1381.323337,6.776984021,0.471525679,28293,8746.08,5
58,3,935,66.44837027,56575.26153,5299.717739,15210.29624,1503.282714,8.882324238,1.073708545,35847,8920.458,5
58,4,495,46.45876039,94022.0624,16821.3692,25467.41713,5146.823094,10.64631048,3.125175803,42363,8726.778,4
59,0,10075,243.0546229,35004.71252,900.1811629,9320.04138,233.3118322,4.810803137,0.114597829,25953,7085.89,4
59,1,2065,109.0931449,43600.35182,2862.67184,11034.20002,670.9066611,5.30265473,0.238085609,29935,7822.943,4
59,2,2710,131.9628344,27212.00648,1092.229865,8386.929682,362.0729859,4.46863352,0.178931825,21578,6681.224,4
59,3,3770,151.7945777,31639.70109,1114.572072,8630.576646,369.5764524,4.799732471,0.132724135,25350,6649.325,4
59,4,1530,81.96616348,45682.33302,2500.508502,10365.73283,484.4209725,4.780208202,0.504138851,33583,8156.75,3
60,0,14480,396.7834209,30030.68555,651.8901789,7633.324583,135.4946463,3.726078692,0.082215146,23302,6181.366,3
60,1,3505,150.985219,34703.52449,1775.592382,8296.471768,308.9592161,3.723251296,0.096676637,26693,7013.304,3
60,2,3395,280.7726447,23119.03813,871.9932997,6938.859955,222.4397923,3.51693602,0.141690802,19474,5728.716,3
60,3,5440,211.1064455,27590.49848,856.1667068,7157.62055,227.3267152,3.714154699,0.077452099,22071,5801.588,3
60,4,2140,106.0251737,39598.11861,1630.524258,8876.23925,311.0270897,4.093673432,0.439698778,30138,7162.152,3
61,0,8995,268.7848698,94047.63651,2234.445879,23378.41937,436.0310733,7.165089714,0.153786488,75083,19750.41,6
61,1,1590,94.44404044,94820.79895,4561.476998,25107.63174,1076.602375,7.751565916,0.384051487,77601,21620.616,6
