RegionType,RegionID,CatID,CatVal,Year,Population
2,5086,4,6,2012,1549
2,5087,0,0,2012,77113
2,5087,1,1,2012,13759
2,5087,1,2,2012,19233
2,5087,1,3,2012,26638
2,5087,1,4,2012,17483
2,5087,2,1,2012,37677
2,5087,2,2,2012,39436
2,5087,4,1,2012,67525
2,5087,4,2,2012,273
2,5087,4,3,2012,5615
2,5087,4,4,2012,1110
2,5087,4,5,2012,762
2,5087,4,6,2012,1828
2,5088,0,0,2012,192688
2,5088,1,1,2012,38350
2,5088,1,2,2012,58531
2,5088,1,3,2012,62776
2,5088,1,4,2012,33031
2,5088,2,1,2012,95562
2,5088,2,2,2012,97126
2,5088,4,1,2012,141541
2,5088,4,2,2012,5716
2,5088,4,3,2012,28591
2,5088,4,4,2012,11057
2,5088,4,5,2012,322
2,5088,4,6,2012,5461
2,5089,0,0,2012,1723
2,5089,1,1,2012,244
2,5089,1,2,2012,441
2,5089,1,3,2012,474
2,5089,1,4,2012,564
2,5089,2,1,2012,817
2,5089,2,2,2012,906
2,5089,4,1,2012,1462
2,5089,4,2,2012,65
2,5089,4,3,2012,36
2,5089,4,4,2012,84
2,5089,4,5,2012,56
2,5089,4,6,2012,20
2,5090,0,0,2012,13574
2,5090,1,1,2012,3630
2,5090,1,2,2012,4951
2,5090,1,3,2012,3242
2,5090,1,4,2012,1751
2,5090,2,1,2012,7078
2,5090,2,2,2012,6496
2,5090,4,1,2012,7279
2,5090,4,2,2012,34
2,5090,4,3,2012,5339
2,5090,4,4,2012,488
2,5090,4,5,2012,11
2,5090,4,6,2012,423
2,5091,0,0,2012,143467
2,5091,1,1,2012,44225
2,5091,1,2,2012,58919
2,5091,1,3,2012,28656
2,5091,1,4,2012,11667
2,5091,2,1,2012,75245
2,5091,2,2,2012,68222
2,5091,4,1,2012,51289
2,5091,4,2,2012,6998
2,5091,4,3,2012,75598
2,5091,4,4,2012,5451
2,5091,4,5,2012,981
2,5091,4,6,2012,3150
2,5092,0,0,2012,190225
2,5092,1,1,2012,48861
2,5092,1,2,2012,73847
2,5092,1,3,2012,45727
2,5092,1,4,2012,21790
2,5092,2,1,2012,92916
2,5092,2,2,2012,97309
2,5092,4,1,2012,22256
2,5092,4,2,2012,22131
2,5092,4,3,2012,104002
2,5092,4,4,2012,34019
2,5092,4,5,2012,335
2,5092,4,6,2012,7482
2,5094,0,0,2012,93925
2,5094,1,1,2012,25710
2,5094,1,2,2012,40484
2,5094,1,3,2012,20475
2,5094,1,4,2012,7256
2,5094,2,1,2012,45778
2,5094,2,2,2012,48147
2,5094,4,1,2012,12599
2,5094,4,2,2012,22573
2,5094,4,3,2012,48954
2,5094,4,4,2012,7483
2,5094,4,5,2012,148
2,5094,4,6,2012,2168
2,5095,0,0,2012,145860
2,5095,1,1,2012,35291
2,5095,1,2,2012,59329
2,5095,1,3,2012,36069
2,5095,1,4,2012,15171
2,5095,2,1,2012,71258
2,5095,2,2,2012,74602
2,5095,4,1,2012,30254
2,5095,4,2,2012,14348
2,5095,4,3,2012,55412
2,5095,4,4,2012,39343
2,5095,4,5,2012,554
2,5095,4,6,2012,5949
2,5096,0,0,2012,29501
2,5096,1,1,2012,6293
2,5096,1,2,2012,9065
2,5096,1,3,2012,9062
2,5096,1,4,2012,5081
2,5096,2,1,2012,14510
2,5096,2,2,2012,14991
2,5096,4,1,2012,19359
2,5096,4,2,2012,190
2,5096,4,3,2012,8813
2,5096,4,4,2012,549
2,5096,4,5,2012,169
2,5096,4,6,2012,421
2,5097,0,0,2012,201137
2,5097,1,1,2012,55265
2,5097,1,2,2012,66400
2,5097,1,3,2012,46394
2,5097,1,4,2012,33078
2,5097,2,1,2012,97821
2,5097,2,2,2012,103316
2,5097,4,1,2012,103104
2,5097,4,2,2012,8920
2,5097,4,3,2012,74324
2,5097,4,4,2012,7287
2,5097,4,5,2012,1786
2,5097,4,6,2012,5716
2,5098,0,0,2012,54101
2,5098,1,1,2012,15426
2,5098,1,2,2012,19738
2,5098,1,3,2012,13674
2,5098,1,4,2012,5263
2,5098,2,1,2012,26991
2,5098,2,2,2012,27110
2,5098,4,1,2012,20230
2,5098,4,2,2012,445
2,5098,4,3,2012,30964
2,5098,4,4,2012,1240
2,5098,4,5,2012,141
2,5098,4,6,2012,1081
2,5100,0,0,2012,136550
2,5100,1,1,2012,27365
2,5100,1,2,2012,52443
2,5100,1,3,2012,38212
2,5100,1,4,2012,18530
2,5100,2,1,2012,67769
2,5100,2,2,2012,68781
2,5100,4,1,2012,89444
2,5100,4,2,2012,887
2,5100,4,3,2012,26993
2,5100,4,4,2012,14812
2,5100,4,5,2012,453
2,5100,4,6,2012,3961
2,5102,0,0,2012,142935
2,5102,1,1,2012,48262
2,5102,1,2,2012,56365
2,5102,1,3,2012,25639
2,5102,1,4,2012,12669
2,5102,2,1,2012,72176
2,5102,2,2,2012,70759
2,5102,4,1,2012,18036
2,5102,4,2,2012,1740
2,5102,4,3,2012,120153
2,5102,4,4,2012,1339
2,5102,4,5,2012,502
2,5102,4,6,2012,1165
2,5103,0,0,2012,240501
2,5103,1,1,2012,62232
2,5103,1,2,2012,95713
2,5103,1,3,2012,58356
2,5103,1,4,2012,24200
2,5103,2,1,2012,115855
2,5103,2,2,2012,124646
2,5103,4,1,2012,37701
2,5103,4,2,2012,87457
2,5103,4,3,2012,100827
2,5103,4,4,2012,8568
2,5103,4,5,2012,653
2,5103,4,6,2012,5295
2,5104,0,0,2012,41059
2,5104,1,1,2012,6992
2,5104,1,2,2012,11534
2,5104,1,3,2012,13994
2,5104,1,4,2012,8539
2,5104,2,1,2012,22024
2,5104,2,2,2012,19035
2,5104,4,1,2012,32918
2,5104,4,2,2012,946
2,5104,4,3,2012,4910
2,5104,4,4,2012,585
2,5104,4,5,2012,846
2,5104,4,6,2012,854
2,5105,0,0,2012,65526
2,5105,1,1,2012,15815
2,5105,1,2,2012,25447
2,5105,1,3,2012,15343
2,5105,1,4,2012,8921
2,5105,2,1,2012,34621
2,5105,2,2,2012,30905
2,5105,4,1,2012,46655
2,5105,4,2,2012,2717
2,5105,4,3,2012,11394
2,5105,4,4,2012,2584
2,5105,4,5,2012,416
2,5105,4,6,2012,1760
2,5106,0,0,2012,23471
2,5106,1,1,2012,7715
2,5106,1,2,2012,9379
2,5106,1,3,2012,4649
2,5106,1,4,2012,1728
2,5106,2,1,2012,12890
2,5106,2,2,2012,10581
2,5106,4,1,2012,6946
2,5106,4,2,2012,49
2,5106,4,3,2012,15470
2,5106,4,4,2012,294
2,5106,4,5,2012,197
2,5106,4,6,2012,515
2,5108,0,0,2012,173017
2,5108,1,1,2012,35337
2,5108,1,2,2012,70595
2,5108,1,3,2012,43068
2,5108,1,4,2012,24017
2,5108,2,1,2012,84974
2,5108,2,2,2012,88043
2,5108,4,1,2012,114462
2,5108,4,2,2012,1980
2,5108,4,3,2012,16813
2,5108,4,4,2012,34400
2,5108,4,5,2012,241
2,5108,4,6,2012,5121
2,5109,0,0,2012,451506
2,5109,1,1,2012,109349
2,5109,1,2,2012,166246
2,5109,1,3,2012,120571
2,5109,1,4,2012,55340
2,5109,2,1,2012,220547
2,5109,2,2,2012,230959
2,5109,4,1,2012,267528
2,5109,4,2,2012,23584
2,5109,4,3,2012,116484
2,5109,4,4,2012,23247
2,5109,4,5,2012,2245
2,5109,4,6,2012,18418
2,5112,0,0,2012,165503
2,5112,1,1,2012,35564
2,5112,1,2,2012,56418
2,5112,1,3,2012,46490
2,5112,1,4,2012,27031
2,5112,2,1,2012,78644
2,5112,2,2,2012,86859
2,5112,4,1,2012,101550
2,5112,4,2,2012,2294
2,5112,4,3,2012,31690
2,5112,4,4,2012,23847
2,5112,4,5,2012,323
2,5112,4,6,2012,5799
2,5114,0,0,2012,9793
2,5114,1,1,2012,1272
2,5114,1,2,2012,2309
2,5114,1,3,2012,3356
2,5114,1,4,2012,2856
2,5114,2,1,2012,4908
2,5114,2,2,2012,4885
2,5114,4,1,2012,8234
2,5114,4,2,2012,73
2,5114,4,3,2012,969
2,5114,4,4,2012,0
2,5114,4,5,2012,441
2,5114,4,6,2012,76
2,5115,0,0,2012,29650
2,5115,1,1,2012,5993
2,5115,1,2,2012,8432
2,5115,1,3,2012,9601
2,5115,1,4,2012,5624
2,5115,2,1,2012,14923
2,5115,2,2,2012,14727
2,5115,4,1,2012,22718
2,5115,4,2,2012,259
2,5115,4,3,2012,4945
2,5115,4,4,2012,497
2,5115,4,5,2012,523
2,5115,4,6,2012,708
2,5116,0,0,2012,31334
2,5116,1,1,2012,7664
2,5116,1,2,2012,10943
2,5116,1,3,2012,8990
2,5116,1,4,2012,3737
2,5116,2,1,2012,14709
2,5116,2,2,2012,16625
2,5116,4,1,2012,12225
2,5116,4,2,2012,2858
2,5116,4,3,2012,9276
2,5116,4,4,2012,5190
2,5116,4,5,2012,79
2,5116,4,6,2012,1706
2,5117,0,0,2012,479822
2,5117,1,1,2012,143480
2,5117,1,2,2012,180293
2,5117,1,3,2012,115632
2,5117,1,4,2012,40417
2,5117,2,1,2012,238131
2,5117,2,2,2012,241691
2,5117,4,1,2012,161646
2,5117,4,2,2012,59198
2,5117,4,3,2012,223439
2,5117,4,4,2012,22705
2,5117,4,5,2012,1811
2,5117,4,6,2012,11023
2,5118,0,0,2012,24831
2,5118,1,1,2012,9015
2,5118,1,2,2012,9118
2,5118,1,3,2012,4988
2,5118,1,4,2012,1710
2,5118,2,1,2012,12364
2,5118,2,2,2012,12467
2,5118,4,1,2012,4827
2,5118,4,2,2012,100
2,5118,4,3,2012,19353
2,5118,4,4,2012,378
2,5118,4,5,2012,76
2,5118,4,6,2012,97
2,5119,0,0,2012,94185
2,5119,1,1,2012,23884
2,5119,1,2,2012,34473
2,5119,1,3,2012,26494
2,5119,1,4,2012,9334
2,5119,2,1,2012,47329
2,5119,2,2,2012,46856
2,5119,4,1,2012,58824
2,5119,4,2,2012,3160
2,5119,4,3,2012,18097
2,5119,4,4,2012,10932
2,5119,4,5,2012,195
2,5119,4,6,2012,2977
2,5120,0,0,2012,129852
2,5120,1,1,2012,33358
2,5120,1,2,2012,43046
2,5120,1,3,2012,34003
2,5120,1,4,2012,19445
2,5120,2,1,2012,64270
2,5120,2,2,2012,65582
2,5120,4,1,2012,74605
2,5120,4,2,2012,2393
2,5120,4,3,2012,44030
2,5120,4,4,2012,6145
2,5120,4,5,2012,424
2,5120,4,6,2012,2255
2,5121,0,0,2012,90086
2,5121,1,1,2012,24615
2,5121,1,2,2012,36687
2,5121,1,3,2012,19728
2,5121,1,4,2012,9056
2,5121,2,1,2012,44241
2,5121,2,2,2012,45845
2,5121,4,1,2012,21294
2,5121,4,2,2012,6993
2,5121,4,3,2012,51036
2,5121,4,4,2012,8815
2,5121,4,5,2012,341
2,5121,4,6,2012,1607
2,5122,0,0,2012,57987
2,5122,1,1,2012,15785
2,5122,1,2,2012,22756
2,5122,1,3,2012,13506
2,5122,1,4,2012,5940
2,5122,2,1,2012,30221
2,5122,2,2,2012,27766
2,5122,4,1,2012,25664
2,5122,4,2,2012,2968
2,5122,4,3,2012,25027
2,5122,4,4,2012,1990
2,5122,4,5,2012,446
2,5122,4,6,2012,1892
2,5123,0,0,2012,2310
2,5123,1,1,2012,612
2,5123,1,2,2012,716
2,5123,1,3,2012,549
2,5123,1,4,2012,433
2,5123,2,1,2012,1321
2,5123,2,2,2012,989
2,5123,4,1,2012,1500
2,5123,4,2,2012,29
2,5123,4,3,2012,493
2,5123,4,4,2012,62
2,5123,4,5,2012,224
2,5123,4,6,2012,2
2,5124,0,0,2012,547056
2,5124,1,1,2012,139434
2,5124,1,2,2012,225640
2,5124,1,3,2012,130423
2,5124,1,4,2012,51559
2,5124,2,1,2012,270721
2,5124,2,2,2012,276335
2,5124,4,1,2012,160087
2,5124,4,2,2012,66026
2,5124,4,3,2012,224304
2,5124,4,4,2012,75976
2,5124,4,5,2012,1319
2,5124,4,6,2012,19344
2,5125,0,0,2012,93791
2,5125,1,1,2012,18659
2,5125,1,2,2012,28331
2,5125,1,3,2012,27321
2,5125,1,4,2012,19480
2,5125,2,1,2012,44168
2,5125,2,2,2012,49623
2,5125,4,1,2012,54197
2,5125,4,2,2012,1792
2,5125,4,3,2012,14828
2,5125,4,4,2012,19957
2,5125,4,5,2012,196
2,5125,4,6,2012,2821
2,5126,0,0,2012,1993312
2,5126,1,1,2012,463976
2,5126,1,2,2012,906136
2,5126,1,3,2012,427869
2,5126,1,4,2012,195331
2,5126,2,1,2012,994750
2,5126,2,2,2012,998562
2,5126,4,1,2012,409373
2,5126,4,2,2012,255846
2,5126,4,3,2012,1063907
2,5126,4,4,2012,224197
2,5126,4,5,2012,3068
2,5126,4,6,2012,36921
2,5127,0,0,2012,38661
2,5127,1,1,2012,12923
2,5127,1,2,2012,14353
2,5127,1,3,2012,8115
2,5127,1,4,2012,3270
2,5127,2,1,2012,19236
2,5127,2,2,2012,19425
2,5127,4,1,2012,9502
2,5127,4,2,2012,1020
2,5127,4,3,2012,25996
2,5127,4,4,2012,1447
2,5127,4,5,2012,104
2,5127,4,6,2012,592
2,5130,0,0,2012,367900
2,5130,1,1,2012,123511
2,5130,1,2,2012,151698
2,5130,1,3,2012,67723
2,5130,1,4,2012,24968
2,5130,2,1,2012,177283
2,5130,2,2,2012,190617
2,5130,4,1,2012,5544
2,5130,4,2,2012,70201
2,5130,4,3,2012,285852
2,5130,4,4,2012,2445
2,5130,4,5,2012,490
2,5130,4,6,2012,3368
2,5131,0,0,2012,98843
2,5131,1,1,2012,32335
2,5131,1,2,2012,37583
2,5131,1,3,2012,19802
2,5131,1,4,2012,9123
2,5131,2,1,2012,50417
2,5131,2,2,2012,48426
2,5131,4,1,2012,24218
2,5131,4,2,2012,2306
2,5131,4,3,2012,68382
2,5131,4,4,2012,2395
2,5131,4,5,2012,477
2,5131,4,6,2012,1065
2,5132,0,0,2012,10624
2,5132,1,1,2012,2450
2,5132,1,2,2012,4567
2,5132,1,3,2012,2920
2,5132,1,4,2012,687
2,5132,2,1,2012,5673
2,5132,2,2,2012,4951
2,5132,4,1,2012,6885
2,5132,4,2,2012,56
2,5132,4,3,2012,3314
2,5132,4,4,2012,74
2,5132,4,5,2012,119
2,5132,4,6,2012,176
2,5133,0,0,2012,91018
2,5133,1,1,2012,26609
2,5133,1,2,2012,32842
2,5133,1,3,2012,22478
2,5133,1,4,2012,9089
2,5133,2,1,2012,44686
2,5133,2,2,2012,46332
2,5133,4,1,2012,39967
2,5133,4,2,2012,3439
2,5133,4,3,2012,35884
2,5133,4,4,2012,8124
2,5133,4,5,2012,271
2,5133,4,6,2012,3333
2,5136,0,0,2012,47944
2,5136,1,1,2012,9285
2,5136,1,2,2012,16194
2,5136,1,3,2012,15896
2,5136,1,4,2012,6569
2,5136,2,1,2012,24071
2,5136,2,2,2012,23873
2,5136,4,1,2012,32982
2,5136,4,2,2012,1758
2,5136,4,3,2012,7124
2,5136,4,4,2012,4055
2,5136,4,5,2012,180
2,5136,4,6,2012,1845
2,5137,0,0,2012,73026
2,5137,1,1,2012,21170
2,5137,1,2,2012,27517
2,5137,1,3,2012,17226
2,5137,1,4,2012,7113
2,5137,2,1,2012,36991
2,5137,2,2,2012,36035
2,5137,4,1,2012,42761
2,5137,4,2,2012,2034
2,5137,4,3,2012,18284
2,5137,4,4,2012,5314
2,5137,4,5,2012,776
2,5137,4,6,2012,3857
2,5138,0,0,2012,223531
2,5138,1,1,2012,64965
2,5138,1,2,2012,85515
2,5138,1,3,2012,50081
2,5138,1,4,2012,22970
2,5138,2,1,2012,108503
2,5138,2,2,2012,115028
2,5138,4,1,2012,80034
2,5138,4,2,2012,9891
2,5138,4,3,2012,109731
2,5138,4,4,2012,18165
2,5138,4,5,2012,1456
2,5138,4,6,2012,4254
2,5139,0,0,2012,142862
2,5139,1,1,2012,40690
2,5139,1,2,2012,57634
2,5139,1,3,2012,30827
2,5139,1,4,2012,13711
2,5139,2,1,2012,71170
2,5139,2,2,2012,71692
2,5139,4,1,2012,18219
2,5139,4,2,2012,4960
2,5139,4,3,2012,109399
2,5139,4,4,2012,8522
2,5139,4,5,2012,313
2,5139,4,6,2012,1449
2,5140,0,0,2012,228580
2,5140,1,1,2012,60278
2,5140,1,2,2012,78228
2,5140,1,3,2012,65350
2,5140,1,4,2012,24724
2,5140,2,1,2012,112902
2,5140,2,2,2012,115678
2,5140,4,1,2012,156091
2,5140,4,2,2012,2216
2,5140,4,3,2012,43870
2,5140,4,4,2012,19278
2,5140,4,5,2012,419
2,5140,4,6,2012,6706
2,5141,0,0,2012,443015
2,5141,1,1,2012,127653
2,5141,1,2,2012,164299
2,5141,1,3,2012,104548
2,5141,1,4,2012,46515
2,5141,2,1,2012,219321
2,5141,2,2,2012,223694
2,5141,4,1,2012,198774
2,5141,4,2,2012,12353
2,5141,4,3,2012,193470
2,5141,4,4,2012,24520
2,5141,4,5,2012,2618
2,5141,4,6,2012,11280
2,5144,0,0,2012,138763
2,5144,1,1,2012,35724
2,5144,1,2,2012,53759
2,5144,1,3,2012,30948
2,5144,1,4,2012,18332
2,5144,2,1,2012,67550
2,5144,2,2,2012,71213
2,5144,4,1,2012,9267
2,5144,4,2,2012,958
2,5144,4,3,2012,118643
2,5144,4,4,2012,8562
2,5144,4,5,2012,515
2,5144,4,6,2012,818
2,5145,0,0,2012,146938
2,5145,1,1,2012,31870
2,5145,1,2,2012,54182
2,5145,1,3,2012,37768
2,5145,1,4,2012,23118
2,5145,2,1,2012,71733
2,5145,2,2,2012,75205
2,5145,4,1,2012,79245
2,5145,4,2,2012,5969
2,5145,4,3,2012,42694
2,5145,4,4,2012,13271
2,5145,4,5,2012,292
2,5145,4,6,2012,5467
2,5146,0,0,2012,60386
2,5146,1,1,2012,11428
2,5146,1,2,2012,21744
2,5146,1,3,2012,15963
2,5146,1,4,2012,11251
2,5146,2,1,2012,29371
2,5146,2,2,2012,31015
2,5146,4,1,2012,2672
2,5146,4,2,2012,211
2,5146,4,3,2012,18111
2,5146,4,4,2012,38065
2,5146,4,5,2012,105
2,5146,4,6,2012,1222
2,5148,0,0,2012,17670
2,5148,1,1,2012,3177
2,5148,1,2,2012,4840
2,5148,1,3,2012,6036
2,5148,1,4,2012,3617
2,5148,2,1,2012,8778
2,5148,2,2,2012,8892
2,5148,4,1,2012,14576
2,5148,4,2,2012,304
2,5148,4,3,2012,1718
2,5148,4,4,2012,211
2,5148,4,5,2012,205
2,5148,4,6,2012,656
2,5149,0,0,2012,318609
2,5149,1,1,2012,71838
2,5149,1,2,2012,125993
2,5149,1,3,2012,81745
2,5149,1,4,2012,39033
2,5149,2,1,2012,160759
2,5149,2,2,2012,157850
2,5149,4,1,2012,128955
2,5149,4,2,2012,4897
2,5149,4,3,2012,46984
2,5149,4,4,2012,126474
2,5149,4,5,2012,462
2,5149,4,6,2012,10837
2,5150,0,0,2012,97073
2,5150,1,1,2012,21719
2,5150,1,2,2012,33450
2,5150,1,3,2012,26971
2,5150,1,4,2012,14933
2,5150,2,1,2012,49114
2,5150,2,2,2012,47959
2,5150,4,1,2012,59587
2,5150,4,2,2012,898
2,5150,4,3,2012,32618
2,5150,4,4,2012,2033
2,5150,4,5,2012,339
2,5150,4,6,2012,1598
2,5151,0,0,2012,60283
2,5151,1,1,2012,15703
2,5151,1,2,2012,25085
2,5151,1,3,2012,13250
2,5151,1,4,2012,6245
2,5151,2,1,2012,30506
2,5151,2,2,2012,29777
2,5151,4,1,2012,5990
2,5151,4,2,2012,2149
2,5151,4,3,2012,39766
2,5151,4,4,2012,11089
2,5151,4,5,2012,68
2,5151,4,6,2012,1221
2,5152,0,0,2012,5209
2,5152,1,1,2012,1161
2,5152,1,2,2012,1449
2,5152,1,3,2012,1655
2,5152,1,4,2012,944
2,5152,2,1,2012,2612
2,5152,2,2,2012,2597
2,5152,4,1,2012,3504
2,5152,4,2,2012,165
2,5152,4,3,2012,677
2,5152,4,4,2012,86
2,5152,4,5,2012,681
2,5152,4,6,2012,96
2,5155,0,0,2012,314023
2,5155,1,1,2012,64650
2,5155,1,2,2012,128670
2,5155,1,3,2012,80606
2,5155,1,4,2012,40097
2,5155,2,1,2012,155311
2,5155,2,2,2012,158712
2,5155,4,1,2012,198401
2,5155,4,2,2012,2857
2,5155,4,3,2012,60056
2,5155,4,4,2012,44130
2,5155,4,5,2012,569
2,5155,4,6,2012,8010
2,5157,0,0,2012,171812
2,5157,1,1,2012,39223
2,5157,1,2,2012,67566
2,5157,1,3,2012,43518
2,5157,1,4,2012,21505
2,5157,2,1,2012,84048
2,5157,2,2,2012,87764
2,5157,4,1,2012,64829
2,5157,4,2,2012,8344
2,5157,4,3,2012,62303
2,5157,4,4,2012,32120
2,5157,4,5,2012,232
2,5157,4,6,2012,3984
2,5158,0,0,2012,105603
2,5158,1,1,2012,28464
2,5158,1,2,2012,41689
2,5158,1,3,2012,24356
2,5158,1,4,2012,11094
2,5158,2,1,2012,53509
2,5158,2,2,2012,52094
2,5158,4,1,2012,12924
2,5158,4,2,2012,4177
2,5158,4,3,2012,73785
2,5158,4,4,2012,13466
2,5158,4,5,2012,136
2,5158,4,6,2012,1115
2,5159,0,0,2012,58750
2,5159,1,1,2012,12736
2,5159,1,2,2012,17719
2,5159,1,3,2012,18830
2,5159,1,4,2012,9465
2,5159,2,1,2012,28170
2,5159,2,2,2012,30580
2,5159,4,1,2012,42314
2,5159,4,2,2012,1086
2,5159,4,3,2012,9759
2,5159,4,4,2012,3735
2,5159,4,5,2012,76
2,5159,4,6,2012,1780
2,5160,0,0,2012,32440
2,5160,1,1,2012,9010
2,5160,1,2,2012,10879
2,5160,1,3,2012,8165
2,5160,1,4,2012,4386
2,5160,2,1,2012,16028
2,5160,2,2,2012,16412
2,5160,4,1,2012,23317
2,5160,4,2,2012,118
2,5160,4,3,2012,7403
2,5160,4,4,2012,1063
2,5160,4,5,2012,96
2,5160,4,6,2012,443
2,5161,0,0,2012,425253
2,5161,1,1,2012,92193
2,5161,1,2,2012,176292
2,5161,1,3,2012,107419
2,5161,1,4,2012,49349
2,5161,2,1,2012,205026
2,5161,2,2,2012,220227
2,5161,4,1,2012,117742
2,5161,4,2,2012,108127
2,5161,4,3,2012,101829
2,5161,4,4,2012,78133
2,5161,4,5,2012,1245
2,5161,4,6,2012,18177
2,5162,0,0,2012,393717
2,5162,1,1,2012,95931
2,5162,1,2,2012,155414
2,5162,1,3,2012,94265
2,5162,1,4,2012,48107
2,5162,2,1,2012,195709
2,5162,2,2,2012,198008
2,5162,4,1,2012,206303
2,5162,4,2,2012,10615
2,5162,4,3,2012,138582
2,5162,4,4,2012,26109
2,5162,4,5,2012,888
2,5162,4,6,2012,11220
2,5163,0,0,2012,20601
2,5163,1,1,2012,4141
2,5163,1,2,2012,5525
2,5163,1,3,2012,6975
2,5163,1,4,2012,3960
2,5163,2,1,2012,9985
2,5163,2,2,2012,10616
2,5163,4,1,2012,15588
2,5163,4,2,2012,122
2,5163,4,3,2012,4051
2,5163,4,4,2012,250
2,5163,4,5,2012,68
2,5163,4,6,2012,522
2,5165,0,0,2012,185847
2,5165,1,1,2012,45534
2,5165,1,2,2012,74853
2,5165,1,3,2012,45644
2,5165,1,4,2012,19816
2,5165,2,1,2012,93935
2,5165,2,2,2012,91912
2,5165,4,1,2012,74741
2,5165,4,2,2012,1724
2,5165,4,3,2012,84568
2,5165,4,4,2012,21525
2,5165,4,5,2012,424
2,5165,4,6,2012,2865
2,5166,0,0,2012,56112
2,5166,1,1,2012,13015
2,5166,1,2,2012,17550
2,5166,1,3,2012,15803
2,5166,1,4,2012,9744
2,5166,2,1,2012,27905
2,5166,2,2,2012,28207
2,5166,4,1,2012,40629
2,5166,4,2,2012,1287
2,5166,4,3,2012,6657
2,5166,4,4,2012,3843
2,5166,4,5,2012,901
2,5166,4,6,2012,2795
2,5167,0,0,2012,233765
2,5167,1,1,2012,67356
2,5167,1,2,2012,95864
2,5167,1,3,2012,50028
2,5167,1,4,2012,20517
2,5167,2,1,2012,118338
2,5167,2,2,2012,115427
2,5167,4,1,2012,42321
2,5167,4,2,2012,6012
2,5167,4,3,2012,163423
2,5167,4,4,2012,16978
2,5167,4,5,2012,391
2,5167,4,6,2012,4640
2,5168,0,0,2012,93700
2,5168,1,1,2012,18745
2,5168,1,2,2012,27873
2,5168,1,3,2012,27638
2,5168,1,4,2012,19444
2,5168,2,1,2012,49809
2,5168,2,2,2012,43891
2,5168,4,1,2012,48669
2,5168,4,2,2012,4123
2,5168,4,3,2012,33923
2,5168,4,4,2012,3314
2,5168,4,5,2012,683
2,5168,4,6,2012,2988
2,5171,0,0,2012,223027
2,5171,1,1,2012,63242
2,5171,1,2,2012,93612
2,5171,1,3,2012,48509
2,5171,1,4,2012,17664
2,5171,2,1,2012,111550
2,5171,2,2,2012,111477
2,5171,4,1,2012,22429
2,5171,4,2,2012,6982
2,5171,4,3,2012,171680
2,5171,4,4,2012,19750
2,5171,4,5,2012,290
2,5171,4,6,2012,1896
2,5172,0,0,2012,41146
2,5172,1,1,2012,6969
2,5172,1,2,2012,10963
2,5172,1,3,2012,12827
2,5172,1,4,2012,10387
2,5172,2,1,2012,20120
2,5172,2,2,2012,21026
2,5172,4,1,2012,35599
2,5172,4,2,2012,140
2,5172,4,3,2012,3040
2,5172,4,4,2012,641
2,5172,4,5,2012,217
2,5172,4,6,2012,1509
2,5173,0,0,2012,54255
2,5173,1,1,2012,17598
2,5173,1,2,2012,22590
2,5173,1,3,2012,10564
2,5173,1,4,2012,3503
2,5173,2,1,2012,26798
2,5173,2,2,2012,27457
2,5173,4,1,2012,3235
2,5173,4,2,2012,5277
2,5173,4,3,2012,43441
2,5173,4,4,2012,1904
2,5173,4,5,2012,37
2,5173,4,6,2012,361
2,5174,0,0,2012,229721
2,5174,1,1,2012,46089
2,5174,1,2,2012,89125
2,5174,1,3,2012,61734
2,5174,1,4,2012,32773
2,5174,2,1,2012,112312
2,5174,2,2,2012,117409
2,5174,4,1,2012,92451
2,5174,4,2,2012,24942
2,5174,4,3,2012,67144
2,5174,4,4,2012,37849
2,5174,4,5,2012,206
2,5174,4,6,2012,7129
2,5177,0,0,2012,75287
2,5177,1,1,2012,16832
2,5177,1,2,2012,24417
2,5177,1,3,2012,23571
2,5177,1,4,2012,10467
2,5177,2,1,2012,36967
2,5177,2,2,2012,38320
2,5177,4,1,2012,54002
2,5177,4,2,2012,903
2,5177,4,3,2012,14447
2,5177,4,4,2012,3759
2,5177,4,5,2012,420
2,5177,4,6,2012,1756
2,5179,0,0,2012,79939
2,5179,1,1,2012,17071
2,5179,1,2,2012,27879
2,5179,1,3,2012,24811
2,5179,1,4,2012,10178
2,5179,2,1,2012,38397
2,5179,2,2,2012,41542
2,5179,4,1,2012,26069
2,5179,4,2,2012,11124
2,5179,4,3,2012,15511
2,5179,4,4,2012,21560
2,5179,4,5,2012,344
2,5179,4,6,2012,5331
2,5180,0,0,2012,85275
2,5180,1,1,2012,23678
2,5180,1,2,2012,34798
2,5180,1,3,2012,19850
2,5180,1,4,2012,6949
2,5180,2,1,2012,42318
2,5180,2,2,2012,42957
2,5180,4,1,2012,16501
2,5180,4,2,2012,14184
2,5180,4,3,2012,38007
2,5180,4,4,2012,12798
2,5180,4,5,2012,32
2,5180,4,6,2012,3753
2,5182,0,0,2012,99967
2,5182,1,1,2012,20251
2,5182,1,2,2012,27717
2,5182,1,3,2012,34498
2,5182,1,4,2012,17501
2,5182,2,1,2012,49071
2,5182,2,2,2012,50896
2,5182,4,1,2012,84671
2,5182,4,2,2012,421
2,5182,4,3,2012,10387
2,5182,4,4,2012,1228
2,5182,4,5,2012,906
2,5182,4,6,2012,2354
2,5183,0,0,2012,310381
2,5183,1,1,2012,82288
2,5183,1,2,2012,121558
