DXCCSID,Region,Discharges,DischargesStdErr,MeanCharges,MeanChargesStdErr,MeanCost,MeanCostStdErr,MeanLOS,MeanLOSStdErr,MedianCharges,MedianCost,MedianLOS
13 ,4,5065.006382,244.3343092,116166.112,7460.003426,28538.952,1439.519087,8.700886952,0.248508306,70287,18891.6,7
14 ,0,92284.97095,1260.80954,69388.78382,936.2520009,19686.82851,190.8276505,7.920677019,0.05713956,49541,15137.661,6
14 ,1,18119.97252,591.2823421,72342.56947,2572.55387,20098.78553,454.8789221,8.430464875,0.149192667,49118,15484.43,6
14 ,2,21904.94652,610.3465449,57513.30102,1361.228952,19722.84405,409.2885653,7.658301236,0.107692199,42881,15250.688,6
14 ,3,35260.01753,796.8079224,65139.40993,1280.274624,17727.27223,236.9340497,8.04197877,0.092316852,47412,13769.91,6
14 ,4,17000.03438,482.2863442,92264.09636,2765.570515,23662.83289,553.7883373,7.463824426,0.121614685,66976,18088.749,6
15 ,0,39159.98994,865.8699138,71930.26264,1374.440404,20292.76108,307.0149804,7.786517043,0.081727628,52908,15939.966,6
15 ,1,7539.987642,398.2205285,75590.48048,3825.291701,20023.4866,613.9543099,8.137265436,0.198082279,53288,15752.016,6
15 ,2,8714.989528,413.6963557,59583.64421,1605.547009,19857.83834,658.8722669,7.484225875,0.14755557,48268,16301.11,6
15 ,3,14965.00144,547.5213909,65369.37924,1566.712753,18469.12869,465.5338945,7.869360989,0.132750093,50117,14587.986,6
15 ,4,7940.011334,346.7373215,96029.55974,4453.536964,24821.59245,826.7110028,7.629094853,0.198335388,69251,19131.66,6
16 ,0,21355.00725,789.6899518,68503.23977,3022.258297,19400.8338,731.6181395,6.416527821,0.12014985,39223,11365.25,5
16 ,1,4864.999804,510.2848102,75144.13993,8213.853295,19664.59488,1121.968177,6.697842824,0.255636761,41527,11804.194,5
16 ,2,4130.000497,333.8788193,65678.55446,6357.644563,21946.24617,2535.144721,6.503635749,0.351289746,33950,11302.53,5
16 ,3,7804.999814,420.9356975,56879.03348,2604.028459,16233.38203,711.5755555,6.385000481,0.166413782,36137,10191.984,5
16 ,4,4555.007139,273.0525683,84983.87366,8044.816609,22500.80233,1824.523129,6.091109595,0.24706636,49632,12847.34,4
17 ,0,35625.00025,943.118647,68719.82553,1613.948833,19275.68236,407.3475863,7.830736492,0.106057903,43767,12819.492,6
17 ,1,7694.993815,493.3406177,73425.1645,3730.900259,19057.62563,752.5381429,7.922026702,0.193878878,47742,13134.645,6
17 ,2,8065.00364,491.5644603,57997.73432,2538.897612,18948.37186,891.4002212,7.446997327,0.208064125,38061,12425.3,6
17 ,3,13384.99701,543.8247187,62262.47589,2169.52454,17319.54662,573.8683953,7.998131319,0.180550871,40659,11802.816,6
17 ,4,6480.005786,329.7072549,91396.4424,5163.374912,24394.67251,1261.647088,7.854162537,0.284407116,54803,15419.04,6
18 ,0,20400.00618,662.9671042,82625.35857,2584.78409,23171.18534,623.1268962,8.645345218,0.146156403,52025,15452.394,6
18 ,1,4374.996667,363.4781648,84953.42364,6206.948947,22970.79885,1633.187328,8.844575778,0.339708932,55808,16069.1,6
18 ,2,4675.000452,322.385143,64220.19552,2584.529263,21283.01618,891.2474644,7.853481998,0.214838022,43486,14942.928,6
18 ,3,7380.001896,379.3989691,72047.31856,2941.051285,20195.16931,811.3554288,8.79268398,0.24006482,50180,14684.024,7
18 ,4,3970.007168,243.994358,125261.1577,9028.729094,31979.74753,1891.23903,9.08437907,0.395245731,71228,18839.184,6
19 ,0,133714.9814,2195.653249,62037.817,836.0263189,17338.30278,193.26429,6.731318661,0.051249646,45160,13622.18,5
19 ,1,27764.95361,1173.423001,65881.48174,2119.750519,18456.9222,465.1589556,6.931929491,0.131647336,47236,14495.91,5
19 ,2,30999.96272,1022.467129,50971.85368,1134.217027,16556.27619,346.5121958,6.353549483,0.082223578,40401,13525.896,5
19 ,3,55405.0283,1402.780082,57355.72513,1147.834904,15570.16457,241.0365666,6.839756835,0.081743473,42990,12529.24,5
19 ,4,19545.03679,656.3083574,88578.07697,2865.932188,22270.21323,702.5459556,6.738229021,0.132729917,62346,16796.052,5
20 ,0,2245.001101,220.678926,83085.0422,11814.17605,23315.88136,3526.214733,7.198217188,0.425777138,45822,14101.89,5
20 ,1,730.0009939,192.2481652,113957.5281,26893.8415,31226.56963,8357.912958,7.910958677,0.844769021,58837,15438.29,6
20 ,2,444.9995688,54.75096725,49010.68493,4923.457846,15272.18905,1362.046384,5.820226768,0.480886514,37429,12360.39,4
20 ,3,665.0004702,76.06755895,67964.29509,8427.823437,19141.43866,2531.16102,7.481201119,0.837077854,42245,12813.9,5
20 ,4,405.0000685,54.36809189,90178.04,8116.633051,24831.63514,2133.167238,6.962954761,0.531155042,68562,18542.79,5
21 ,0,14804.99973,955.6281379,80765.96875,3514.675021,24497.15333,976.1619487,7.038837223,0.215435771,48760,15048.483,5
21 ,1,3024.9998,458.5187206,88603.50192,6906.909376,26062.898,2684.919818,7.381821116,0.403691087,54231,15779.556,5
21 ,2,3130.000955,363.835153,67919.40681,4256.539931,23506.07816,1420.721269,6.929719703,0.305100742,43784,14826.996,5
21 ,3,5249.995458,685.3250599,68027.2114,3331.296915,21641.57518,1593.070617,6.922849201,0.351084639,42590,13354.38,5
21 ,4,3400.00352,317.7094027,107434.6675,12205.73047,28788.42293,2267.557989,7.013233816,0.608845104,62840,17410.995,4
22 ,0,3184.999375,194.0700614,40842.85901,2185.034714,12267.13378,616.6946473,3.748427254,0.277663202,29580,9165.42,2
22 ,1,594.9997352,113.6097467,37034.87571,4159.801741,11805.75077,1022.39504,3.109242482,0.268206379,27578,9490.481,2
22 ,2,669.9998721,73.40222965,38533.46576,3575.978295,12672.33462,939.3072731,3.888060246,0.402996693,31068,10010.572,3
22 ,3,1154.999022,116.6198642,34800.97854,2366.106381,10331.02283,1006.853148,3.617392564,0.29092783,27422,8407.42,2
22 ,4,765.0007448,75.94691663,56634.1718,7347.163474,15551.85943,1877.601766,4.320257348,0.983010579,35857,10168.875,2
23 ,0,5915.000165,282.9719215,59146.60737,2851.188991,16973.09992,812.757135,5.630286704,0.352520194,36088,10697.544,3
23 ,1,1204.998676,125.2579502,57601.51786,5894.2328,15313.15951,1129.339773,5.813274641,0.512685468,32388,10089.383,3
23 ,2,1255.001815,122.3568234,50947.81571,3594.13288,17267.41698,1722.190261,4.904382716,0.34821361,35236,11221.085,3
23 ,3,2189.998179,194.4030385,53792.42823,4153.06438,15867.32765,1333.341553,5.501141037,0.360626463,35464,9498.792,3
23 ,4,1265.001495,107.795272,80180.39665,9242.701888,20557.08758,2323.416738,6.39921358,1.406150382,47707,12528.78,3
24 ,0,76184.97678,1994.223343,46084.38385,880.1868497,13050.63047,186.6601567,2.533294072,0.035320063,35207,10574.196,2
24 ,1,18639.97006,1300.130518,44667.98069,1794.973144,12624.37217,401.1915992,2.589593668,0.086469219,34763,10542.006,2
24 ,2,15159.97701,713.7532516,38551.76478,1268.618981,12780.35246,335.5923929,2.50247402,0.073048253,30465,10522.048,2
24 ,3,25885.00101,1082.640858,44122.48769,1289.392821,12250.81864,293.3710459,2.644418764,0.055923817,34200,9921.744,2
24 ,4,16500.0287,777.838316,58609.27096,2494.000917,15217.23583,469.0303913,2.323939081,0.073781761,44444,11997.44,2
25 ,0,33609.9942,1224.426641,48617.1451,1094.162634,13859.48359,257.9775116,3.710800405,0.071634094,37881,11302.348,3
25 ,1,8009.993198,631.1174657,46989.49413,2185.555144,13093.19819,436.6721095,3.588014441,0.157370963,35655,10666.279,2
25 ,2,8069.998148,543.9878763,41790.4713,1449.768522,13511.80083,495.3132529,3.552045649,0.128378391,36608,11419.404,3
25 ,3,10074.99609,752.073553,46228.44625,1760.437185,13156.91693,397.7481709,4.248138994,0.130940155,35735,10514.105,3
25 ,4,7455.006769,489.2585264,61844.02637,3142.618165,16171.86921,728.7954822,3.288397187,0.139197602,49268,13470.196,2
26 ,0,13695.0021,469.6615257,45007.62448,1444.719145,12650.90056,351.8653546,3.910917693,0.123905833,30494,9063.909,2
26 ,1,2569.99916,172.2871002,49230.67622,3347.50758,13401.63588,821.6417517,4.420235952,0.328403488,29921,9189.117,2
26 ,2,2714.998484,200.3233912,35952.57657,1869.681628,11965.99289,636.5646127,3.438308125,0.190537063,28032,9250.696,2
26 ,3,5324.994325,335.6967159,40095.36607,1762.967603,11468.59824,455.1990864,4.203758306,0.228498477,28411,8445.276,2
26 ,4,3085.010133,195.1342044,58383.10353,4568.635452,14752.15557,1028.499168,3.397082157,0.208228384,40337,10603.37,2
27 ,0,23495.00415,790.6374357,63510.3936,1688.798452,17599.16914,396.6120619,6.475420438,0.099983397,43947,13041.834,5
27 ,1,4714.999261,371.681876,59939.22804,2460.193312,17440.35525,907.2382918,6.376456726,0.210797173,47467,13197.415,5
27 ,2,5175.001099,342.3863473,52963.76149,2412.023352,16542.71051,731.225686,6.098553092,0.174612927,39636,12759.4,5
27 ,3,8374.999317,532.6337257,55097.54095,2266.683757,15097.19371,454.0241926,6.667462763,0.174873463,39191,11589.696,5
27 ,4,5230.004473,293.3138955,92747.98289,5550.498959,23216.372,1114.45829,6.630018473,0.244409105,57896,16523.16,5
28 ,0,6424.999371,327.8602007,48157.90778,2150.588213,14100.9383,629.103787,4.576653654,0.19664226,31034,9167.174,3
28 ,1,1389.997721,147.1598287,50031.03724,4121.308372,14871.94336,1333.91847,4.82014792,0.409924647,29862,9025.764,3
28 ,2,1585.000315,159.5953701,45732.7347,4134.145256,14643.61011,1275.161576,4.807572668,0.467220366,30942,9726.301,3
28 ,3,2370.000546,221.7567958,43232.57479,3794.414454,12499.44627,1050.092902,4.611812432,0.338875744,28429,8287.818,3
28 ,4,1080.000789,105.7806094,61046.94242,4955.350427,15970.0704,1309.544455,3.847219457,0.260178546,39270,11849.958,2
29 ,0,73379.97684,2656.868655,43996.56501,904.6927839,12498.83916,192.3542152,2.238552997,0.039109998,37246,11179.683,1
29 ,1,14019.96559,1255.258754,40721.32967,2104.102101,11331.68328,414.3192005,2.277104894,0.105959488,31723,10048.038,1
29 ,2,17644.99882,1050.933987,38753.10877,1004.597528,13021.87169,363.1439757,2.209974321,0.068136396,35325,11908.848,1
29 ,3,26505.00169,1745.903857,41778.57019,1453.219539,11294.06829,259.5811782,2.318430182,0.071919213,36734,10237.464,1
29 ,4,15210.01073,1153.531096,58330.64148,2482.799347,15388.70381,487.3530189,2.096977129,0.069671915,49787,13460.15,1
30 ,0,1929.999928,150.7889705,75264.38597,5905.311485,20826.26366,1256.588878,7.290154895,0.485394261,46484,13297.66,5
30 ,1,385.0001716,77.74368862,90646.94312,19660.42881,24211.48533,2957.735924,8.402593947,1.439585289,56137,15673.434,5
30 ,2,365.0002773,90.63049958,69951.88728,11155.21863,21122.20535,2852.9249,7.287669264,1.048176147,43677,14502.816,5
30 ,3,649.9988434,70.43900612,68026.73343,7368.850956,19048.11418,1785.457901,7.661542809,0.872539715,44412,11241.444,5
30 ,4,530.0006356,59.3101295,76706.86853,10439.76552,20315.19502,2723.977234,6.028300402,0.607714569,47517,13154.114,5
31 ,0,890.0000749,80.05555584,41441.94333,2871.643005,11947.56335,759.2749194,4.719100731,0.347379594,27664,8768.352,3
31 ,1,165.0000293,30.26031375,52348.16678,9192.84676,14438.52742,2394.739165,5.303035963,0.886943231,36736,11539.688,3
31 ,2,149.9994878,29.6872385,42778.34403,7428.830905,12517.28473,1815.73755,4.433338963,0.668039432,34837,10137.567,3
31 ,3,370.0001016,59.34426308,34723.96965,3032.923118,10717.30338,1014.205945,5.391885565,0.596702125,26593,8259.666,4
31 ,4,205.0004561,33.01714315,43932.52367,6143.558501,11735.91901,1396.120041,3.24390563,0.458395268,31940,9277.128,2
32 ,0,30819.99644,887.3945925,66547.57941,2007.905543,18845.93689,477.5912462,6.646333365,0.094590541,43022,12749.168,5
32 ,1,7199.984504,450.2899526,65654.03388,3798.7144,18603.46003,805.8135337,6.759030084,0.215858942,39132,11695.554,5
32 ,2,6794.999468,396.3233664,59042.00602,3040.23754,18847.93721,843.2035717,6.746138865,0.180287641,41793,14066.492,6
32 ,3,11105.00208,563.1426023,60121.38791,2284.223923,16651.99094,665.9400425,6.681222794,0.158599277,41906,11689.088,5
32 ,4,5720.010396,332.4249088,90729.20715,7611.428852,23793.10124,1722.874602,6.318180093,0.211922262,54755,15411.424,5
33 ,0,46729.98875,1309.373193,56748.30713,1108.279071,16120.35204,245.493525,4.663634575,0.057177236,42562,12962.024,4
33 ,1,9139.984343,628.779614,57520.36958,2763.354664,15927.83329,605.2266065,4.668490369,0.1488995,40705,12507.264,3
33 ,2,10785.00001,604.9795087,47731.96096,1331.631506,15654.89418,378.4719777,4.593881704,0.101470011,39926,13256.152,4
33 ,3,18204.99677,872.1121032,53217.3293,1421.356095,14759.28922,327.755225,4.732069011,0.090551913,40722,11946.919,4
33 ,4,8600.007633,438.764891,76383.39555,3712.743188,20166.92388,792.5681883,4.601162364,0.136972661,58528,16137.801,4
34 ,0,3540.000198,174.1102273,59570.54814,2224.692232,17305.45738,523.0282276,5.453385241,0.183028052,46676,14310.455,4
34 ,1,784.999582,82.95727781,57112.32471,4234.709967,17421.46451,1179.015099,5.681525201,0.445654953,43679,14074.984,4
34 ,2,810.0020378,88.48058357,50746.94034,3223.673905,17055.16345,1059.701547,5.672827436,0.406440978,40596,14251.864,4
34 ,3,1324.998493,104.547858,53447.26899,2218.056498,15214.95917,645.8653042,5.218866857,0.272361731,45573,13155.957,4
34 ,4,620.0000851,68.36221942,91240.81717,8529.27323,22637.08189,1546.40136,5.379027357,0.393295853,68700,17961.65,4
35 ,0,35300.01293,1492.232662,86281.82316,2487.296297,24681.04119,616.9954479,6.630879381,0.13394262,60013,18741.866,4
35 ,1,7280.002143,695.0608771,97376.69973,5932.548513,25835.79554,1390.924703,7.300138102,0.346798988,63292,18894.379,5
35 ,2,7680.004617,592.7231759,68589.4547,2393.533235,22543.68062,762.431727,6.124348186,0.226697699,55111,18370.704,4
35 ,3,13059.99833,980.7236299,74452.49487,2843.879712,21931.25018,982.297168,6.575040817,0.20824069,54167,16761.68,4
35 ,4,7280.00784,656.1319169,116608.1191,7000.74115,31069.96117,1568.485011,6.596155319,0.325930077,84890,24062.82,4
36 ,0,22390.00893,988.6196142,34957.62369,1122.739562,9889.278614,262.2034081,2.161268647,0.055176724,25555,7486.128,1
36 ,1,6495.000138,790.6208555,33750.42128,2345.008762,9238.795163,496.337532,1.966898281,0.112280901,24179,7011.127,1
36 ,2,3675.000558,267.4623078,29580.02884,1552.036736,9980.237768,556.1423316,2.170071347,0.119918981,23500,8228.41,1
36 ,3,6165.000961,389.2463706,32613.77039,1706.834962,9266.966633,423.1247187,2.500403202,0.110971492,23734,6873.971,2
36 ,4,6055.007273,359.4976791,42749.42602,2592.222399,11339.20284,594.2889042,2.019007791,0.082272063,32236,8546.664,1
37 ,0,4470.004067,233.0608476,109011.2605,5507.336663,32461.63798,1756.908824,10.77739464,0.404862019,65452,20508.459,7
37 ,1,960.0004251,108.7731119,128216.3125,12606.52789,36063.51216,4153.176519,11.656238,0.895681572,67445,18934.45,7
37 ,2,900.0032678,108.7082522,90631.564,8380.779181,30118.1918,2823.434673,10.51109071,0.790062453,61382,22952.839,8
37 ,3,1614.998493,136.7040804,90650.05696,6733.248783,28168.52735,2880.550564,10.3900857,0.639595341,58878,18448.87,7
37 ,4,995.0018807,109.4544615,138759.9582,15519.61429,38454.05411,4090.112692,10.79899033,0.982247201,82965,23388.714,7
38 ,0,37729.99634,1154.954241,101767.0423,3690.546438,29070.606,1151.833819,10.14645407,0.201666748,59572,17168.481,7
38 ,1,8399.992726,581.4398311,110078.3758,5728.175116,29887.00159,1817.159809,10.68809797,0.377933894,65683,18451.25,7
38 ,2,8564.994729,565.5651234,80169.77173,4318.280258,26087.12688,1222.579552,9.477528099,0.356454796,50430,16864.4,7
38 ,3,13474.99925,713.2656226,90023.27445,4551.795874,26187.00219,2085.270637,10.06198324,0.338010181,54097,15266.099,7
38 ,4,7290.009632,408.9440859,140899.729,14221.27713,37349.76725,3746.880328,10.46433633,0.575238269,75676,20271.003,7
39 ,0,40659.99948,1734.600267,167464.9172,7781.506677,49895.22551,2466.712594,15.68273526,0.443369379,75758,21775.112,8
39 ,1,8089.990558,700.4989337,184534.953,15898.379,51171.94045,4289.602834,17.00370577,1.010792837,89978,23944.078,10
39 ,2,8999.995984,720.5664257,141392.3413,10200.14798,46308.00987,3102.544431,14.71945909,0.794258795,63017,20658.254,8
39 ,3,15205.00065,1280.008323,138725.4393,9225.853295,43396.65038,4594.215877,14.97171359,0.717536201,65469,18642.913,8
39 ,4,8365.012295,600.4182275,234889.5145,27130.48467,65210.00417,6961.443082,16.73401021,1.142913601,102569,29070.756,8
40 ,0,18434.99912,891.1771151,100387.2405,4242.53294,28605.97354,1194.674986,11.06671693,0.306440125,65607,19303.466,9
40 ,1,3999.996589,397.8568064,120582.9169,8131.119524,31741.24104,2039.127224,12.09249585,0.522053125,86709,23224.07,11
40 ,2,4230.000851,432.0676755,88684.17707,6605.609835,28420.59532,1870.835388,10.66785291,0.565383453,58933,20467.26,8
40 ,3,6930.000477,578.0443246,81291.16254,5240.699253,24481.23673,2226.296502,10.81817099,0.580599563,53606,15967.556,8
40 ,4,3275.0012,339.247542,132456.4078,14911.39611,33972.62557,3450.481543,10.85496324,0.731543317,90210,23361.525,8
41 ,0,7400.006006,392.978622,85249.96968,4786.94057,26225.65651,1425.079008,7.766888868,0.285900658,46505,14697.096,5
41 ,1,1619.999724,238.7110604,91321.08227,10209.01874,26800.07573,2639.286688,8.141970526,0.736869919,49292,16126.634,5
41 ,2,1705.001508,193.2745582,67324.64326,8058.441033,24520.74816,3517.520743,6.914955162,0.668755098,41183,13061.125,4
41 ,3,2605.003869,205.9776641,71162.51385,4758.808214,22434.75405,1586.075311,7.819576316,0.388585639,42896,13837.2,5
41 ,4,1470.000904,132.9186744,126925.8537,16344.80272,34870.6912,4206.136696,8.24829338,0.594650511,61383,18099.532,5
42 ,0,200479.968,5809.628165,60191.82501,1214.298999,16891.56996,285.5256826,6.517370797,0.049872275,38675,11634.272,5
42 ,1,46274.94564,3482.658944,66945.77868,3159.531482,17928.20759,737.8730423,7.104699921,0.123434844,42339,12398.09,5
42 ,2,44409.9908,2210.180861,48909.2014,1584.178238,15871.25231,471.706858,6.063950528,0.0900923,33548,11140.8,4
42 ,3,72864.97447,3758.593346,51912.59688,1224.263598,14841.00224,420.4427079,6.536782198,0.088786659,35030,10522.96,5
42 ,4,36930.05708,1615.841177,82963.42781,3508.551382,21143.77525,658.7018243,6.288382591,0.094667851,52719,14182.664,4
43 ,0,8774.999617,296.3326356,58243.78371,2387.849429,16796.87483,649.4342428,6.818236189,0.174285804,36294,11163.68,5
43 ,1,1764.997463,144.5445908,63536.24418,4920.599977,17045.53355,1059.937331,6.980172208,0.317035612,41552,12207.309,5
43 ,2,2004.998228,130.6012141,49934.43727,4265.616733,16693.80806,1683.071627,6.551134723,0.351481813,31472,10685.815,5
43 ,3,3350.00005,196.9513715,51701.22689,2956.796714,15145.41215,945.4438364,6.837313024,0.30187258,33128,10395.816,5
43 ,4,1655.003876,105.2300921,77391.46451,8382.130107,20299.05288,1668.039956,6.930510189,0.429908691,47808,12494.166,5
44 ,0,45235.00364,939.3103672,60266.25213,2038.879322,17628.45438,613.0905275,5.448534464,0.121015765,33426,9969.071,3
44 ,1,8924.990621,384.1303494,63752.43848,4517.11276,17924.70642,1134.807546,6.247618543,0.287220721,31192,9513.543,4
