PRCCSID,Region,Discharges,DischargesStdErr,MeanCharges,MeanChargesStdErr,MeanCost,MeanCostStdErr,MeanLOS,MeanLOSStdErr,MedianCharges,MedianCost,MedianLOS
1 ,0,96300.04516,3209.36407,119710.3433,2366.578561,33767.30496,487.7932519,8.955815605,0.12410445,83565,24338.692,6
1 ,1,18640.01279,1449.976161,136294.4886,7149.697382,35356.22445,1348.148576,9.182137191,0.296811426,92735,25686.252,6
1 ,2,22795.03178,1388.621032,103450.4332,2793.631667,33052.5596,687.9060964,8.353367312,0.190520187,77027,24392.514,6
1 ,3,38444.98555,2089.459087,112186.7052,3274.655628,31018.04402,702.4708149,9.386006793,0.212916929,78750,22549.48,6
1 ,4,16420.01504,1379.666343,141632.5935,5693.947557,39683.42899,1266.293414,8.528014334,0.325147645,99748,28241.744,5
2 ,0,24930.0152,1107.8045,84352.19833,3305.002819,24211.0568,791.7266902,6.97533069,0.233160458,44582,13302.432,3
2 ,1,4335.001515,434.4995638,97152.45978,10619.58878,24694.86192,1555.086769,7.437140506,0.556882171,46925,13409.088,3
2 ,2,5880.010819,514.5199636,65946.43694,4002.268574,22169.86119,1570.926605,6.183674213,0.397629818,40396,13131.888,3
2 ,3,9939.999798,754.4790323,74610.48626,3485.422594,21655.55168,1016.548349,7.119212955,0.383036557,42679,12284.055,3
2 ,4,4775.003068,452.1852898,115875.018,10603.61591,31848.39849,2664.608237,7.231416957,0.579723642,56421,16447.004,3
3 ,0,184174.9756,4549.627156,49539.42828,1206.901077,13390.12926,256.7612242,3.164002575,0.038355883,31775,9182.827,2
3 ,1,33374.92572,2229.835034,40078.21053,1828.204633,11228.28613,420.6360252,3.142475476,0.08808682,27045,7901.306,2
3 ,2,41124.99553,2161.756567,35310.38214,954.9249376,11483.76437,334.9780056,3.034409518,0.08792564,26387,8584.205,2
3 ,3,58965.0149,2143.778944,41996.15185,1077.936806,11370.35248,288.6622545,3.409818978,0.074084195,30104,8143.848,2
3 ,4,50710.03941,2541.252321,77679.16876,3459.220067,19055.20384,671.9252042,2.997436177,0.059735737,51463,13159.377,2
4 ,0,210260.0485,4184.907916,38547.86809,625.7301307,11025.03161,133.3502422,5.302768755,0.044839631,24412,7394.079,4
4 ,1,35789.96565,1619.964974,42529.73799,1686.343286,11655.58089,281.4882179,5.506987061,0.121040872,25735,7757.136,4
4 ,2,44824.99396,1754.886306,31364.54651,758.6719088,10609.0085,251.2007195,4.997771825,0.088975109,21747,7430.605,3
4 ,3,87499.99944,3068.486369,34015.45707,709.6823672,9588.358272,158.0770302,5.342456872,0.067143518,22480,6664.112,4
4 ,4,42145.08941,1547.23405,52711.0188,2148.945623,14067.26606,455.5861334,5.371336865,0.109097794,32220,8965.292,3
5 ,0,39839.96906,1271.00069,46032.95535,1647.819253,13413.57093,465.9695019,4.970746582,0.107112624,25297,7721.532,3
5 ,1,6889.97953,407.8765759,45262.12851,2753.73292,12538.78077,845.6909211,5.304063482,0.257438072,27040,7901.696,4
5 ,2,12014.97128,681.5095238,28291.87106,1515.868307,9875.04262,551.7964933,4.345405784,0.155041489,17987,6439.264,3
5 ,3,11605.00661,651.2147085,45779.38317,1988.249836,13278.66705,749.5329054,5.158753043,0.174335895,27610,7823.91,4
5 ,4,9330.011647,748.6946144,69980.88698,5805.307006,18852.51297,1445.56486,5.296352711,0.284201773,36209,10296.27,3
6 ,0,2719.999587,152.7752367,56914.43588,3397.300683,15600.6111,762.4386302,4.35359425,0.264465664,35857,10280.724,2
6 ,1,459.999515,59.1373065,40277.03467,4310.79824,11538.44214,1292.444824,4.27173881,0.712225325,26322,7574.268,2
6 ,2,474.9991466,65.72034207,41882.45929,3887.974565,13410.55366,1171.438011,4.21277788,0.572801825,30099,10505.245,2
6 ,3,869.9995223,81.64190923,45326.22542,4743.454084,13672.28242,1215.295623,4.494249634,0.4633156,27736,8676.993,3
6 ,4,915.0014029,94.11953682,86612.72998,7577.524663,21086.94472,1620.6922,4.333339536,0.454795798,58643,13665.576,2
7 ,0,9980.003449,427.0017787,95960.93883,3543.835133,26611.59311,756.5122622,8.547091706,0.296307806,62739,18391.664,5
7 ,1,1939.999642,192.866573,105904.2005,8860.004718,26973.57546,1325.957107,8.814435799,0.432979989,67790,20337,6
7 ,2,2495.003004,228.703897,79512.73573,4078.106205,25084.87973,1278.359886,8.174347592,0.543014,56366,18011.845,5
7 ,3,3784.997593,254.8653022,86066.74372,4828.836743,23728.17914,1142.282384,8.723903395,0.575962336,56691,16579.08,6
7 ,4,1760.00321,166.9467259,131217.4325,12334.74795,35061.02096,2632.850714,8.400568352,0.674957502,82279,23860.936,5
8 ,0,15949.9997,1102.330067,53018.59877,4700.859165,13549.4629,1018.081489,4.752036886,0.175485533,34255,9581.826,3
8 ,1,1934.999954,179.0929045,38228.7475,2885.04102,9461.643143,794.1931474,4.976743044,0.279024899,24920,6802.18,4
8 ,2,3434.995074,331.2150477,30926.40596,1871.394609,10585.63704,877.8953066,5.82824273,0.540188862,21749,7245.48,4
8 ,3,3884.999395,286.1154861,30712.22472,2117.368785,8774.646964,750.8176197,5.133846144,0.220519057,21433,6222.63,4
8 ,4,6695.005272,995.7368273,83264.5714,7542.044061,19369.13624,1760.769565,3.913367357,0.161843341,75411,17332.995,3
9 ,0,88620.04676,3456.092777,116668.0874,2765.589464,33103.72406,585.4640758,8.314037327,0.137050893,68490,20192.21,4
9 ,1,15620.00686,1382.433444,127896.9701,7294.84545,33582.08834,1535.889157,8.792893984,0.360385575,71739,20175.75,4
9 ,2,19880.0384,1455.626792,98829.61364,3685.86673,31923.91485,1191.177968,8.094819192,0.286445951,61198,19527.411,4
9 ,3,32739.98689,2451.742795,104093.864,3594.001957,29992.92253,763.4536316,8.616829394,0.228836083,63609,18788.096,4
9 ,4,20380.0146,1379.696695,146813.0055,7608.150473,39204.01174,1487.645148,7.674435841,0.255075359,88138,23602.788,4
10 ,0,40565.01538,1546.006431,34539.6289,966.7566409,9830.632456,224.7627137,2.075074334,0.062262286,25351,7426.728,1
10 ,1,12099.99465,1251.496224,33292.71768,2347.627721,8832.033056,478.4755278,1.786363727,0.09540084,23263,6623.072,1
10 ,2,8204.999614,493.4209142,30070.55758,1470.763866,10097.27487,429.8114199,1.987205267,0.091587322,23555,7979.776,1
10 ,3,12030.00706,625.1625898,37026.93483,1488.564785,10418.96978,383.6349065,2.626765707,0.158950998,27102,7461.498,1
10 ,4,8230.014066,435.4315351,37377.60233,1740.481804,10246.56936,341.6279451,1.780547343,0.081559271,29226,8129.085,1
11 ,0,3900.004005,161.2320997,50573.91761,2448.328043,13281.72909,561.7138851,6.273077898,0.203800761,37695,10049.82,5
11 ,1,634.9998134,59.59829092,59843.92756,5679.680139,15958.63637,1653.260007,7.645674805,0.673024856,45227,11346.77,6
11 ,2,854.9997547,72.88407696,39356.3598,2172.420935,12352.81172,718.9348043,5.777780564,0.370071659,33813,9941.704,5
11 ,3,1655.001926,110.1501961,44302.43038,2457.001588,10892.3991,421.7410927,6.009063932,0.242693326,35766,9051.952,5
11 ,4,755.0025113,70.70133887,68923.97361,9619.097144,17345.13813,2127.202654,6.258275221,0.562651038,45259,11436.555,4
12 ,0,27690.01216,1022.274859,58736.0011,1509.654195,16620.79835,400.2616864,4.145178631,0.106708382,40874,12101.576,3
12 ,1,6340.002603,639.6414667,60406.48769,3930.488332,15680.11825,977.2350472,3.878548947,0.252816522,38924,10603.008,2
12 ,2,6135.00717,462.7759194,51980.55074,2934.520767,16957.7392,1035.545126,4.080685396,0.257011261,36257,11691.747,2
12 ,3,9884.99574,541.8774273,56757.95112,2003.484569,15957.18477,467.9720564,4.624177947,0.146166805,41612,12517.344,3
12 ,4,5330.006651,357.9273455,69117.10941,3414.63836,18836.57575,845.080423,3.648217368,0.197273638,47465,13197.072,2
13 ,0,260.0001401,50.08171361,42733.82932,3510.070567,14377.25521,1322.678089,4.115381118,0.815141135,36570,12669.495,3
13 ,1,0,0,43208.54792,5331.240425,15776.20973,2420.381526,0,0,40541,13911.3,0
13 ,2,0,0,0,0,0,0,0,0,0,0,0
13 ,3,69.99988014,20.76317038,50802.63752,9817.556873,14678.5158,2884.588083,0,0,35188,9827.23,0
13 ,4,0,0,0,0,0,0,0,0,0,0,0
14 ,0,334.9999482,72.75840186,38649.55759,4111.661386,9951.684107,1211.361984,3.582097491,0.671063784,26196,6721.91,2
14 ,1,0,0,36512.03727,5741.399128,8565.082503,1286.515119,2.68965405,0.577114994,25943,7741.214,2
14 ,2,0,0,41871.29442,9899.090148,13573.08538,3574.967889,6.923122044,1.982537108,17408,5257.216,2
14 ,3,55.00001134,16.44857744,46527.04419,11753.42417,11272.42602,2445.735571,4.636366695,1.095355397,27493,8945.835,4
14 ,4,69.99991726,17.24786004,34586.59779,7127.011809,9199.509118,1937.259837,1.499998751,0.240252641,26196,6653.784,1
15 ,0,564.9999045,58.4332776,32731.06002,3907.455042,10347.93338,1130.752507,4.272732192,0.766374919,22649,6918.31,2
15 ,1,154.9999949,32.68593699,25477.1099,3552.526134,8709.06045,1304.228025,0,0,19532,6003.816,0
15 ,2,135.0001527,28.73137282,35950.15533,9225.346695,9715.003931,1592.741017,0,0,26469,7480.772,0
15 ,3,139.999824,28.97454618,21840.28939,2901.572469,7833.967098,826.0831016,3.879999754,0.734685659,15892,6282.29,2
15 ,4,134.999933,26.09715203,49957.9324,11837.21545,15769.19696,3910.131726,0,0,34623,9467.282,0
16 ,0,549.9980861,75.40447469,67214.41704,14676.79405,20933.60447,4201.19904,7.672759228,2.082008907,30536,9287.67,1
16 ,1,0,0,44229.7701,9210.320851,11819.89601,3016.850087,0,0,29836,7305.79,0
16 ,2,0,0,0,0,0,0,0,0,0,0,0
16 ,3,139.9999315,28.1491096,0,0,0,0,0,0,0,0,0
16 ,4,140.0001285,36.73048047,0,0,0,0,0,0,0,0,0
17 ,0,475.0004153,79.13395031,158661.402,35772.14485,43872.38463,8733.962935,20.6841868,4.23678255,43397,16174.796,4
17 ,1,0,0,0,0,0,0,0,0,0,0,0
17 ,2,175.0002693,48.423406,0,0,0,0,0,0,0,0,0
17 ,3,125.0001987,25.76539508,0,0,64293.54875,18091.71705,31.8399599,8.123927088,0,16005.066,5
17 ,4,59.9999434,16.77117581,0,0,0,0,0,0,0,0,0
18 ,0,725.0001597,77.36429003,80909.71733,13007.11865,25003.8487,4554.889745,8.875860663,1.303374225,39070,12111.016,5
18 ,1,195.0002422,42.9146092,59838.56753,7950.607021,16425.51588,1498.276682,7.410259964,1.052893587,39913,12985.704,6
18 ,2,210.0005999,49.81992075,0,0,0,0,0,0,0,0,0
18 ,3,219.9998258,33.87627542,71647.77076,20557.74649,0,0,8.06816882,1.804717738,38712,0,5
18 ,4,99.99949183,22.67031426,0,0,0,0,0,0,0,0,0
19 ,0,14280.00462,458.8279162,37352.78809,1201.473197,10227.47438,304.5346485,3.61891318,0.104715783,25402,7137.404,2
19 ,1,2949.997494,241.410654,37012.75775,2614.559083,9775.769567,615.5932236,3.981352887,0.295928724,23322,6716.711,2
19 ,2,3080.000937,169.3763261,28773.24928,1110.491511,9314.980834,420.8716309,3.636364443,0.154540327,21424,6878.88,3
19 ,3,4795.001402,272.6306827,33260.28449,1560.831547,9059.947377,494.407384,3.704592444,0.188133573,24598,6664.896,3
19 ,4,3455.00479,221.8741172,51130.77022,3555.425337,13107.91573,810.7413548,3.175107738,0.193583925,33820,8718.978,2
20 ,0,2430.000769,187.2632531,59069.52969,6075.304475,18221.13491,2136.132401,7.158443981,0.841441718,32167,9726.04,3
20 ,1,520.0002957,99.69508313,70974.6333,19027.98747,18363.95598,4086.804238,7.50001035,1.971320642,28101,8870.568,3
20 ,2,555.0006932,93.14560674,49215.62225,8630.408213,16634.76465,2872.645672,7.459489703,2.122683633,32482,9972.481,3
20 ,3,859.9995022,105.6063519,64520.49103,10768.74302,21436.08865,5021.787863,8.052317624,1.411989537,35011,10974.285,4
20 ,4,495.0002778,72.7984254,47559.8414,5341.220064,14053.71333,1711.245336,4.909099617,1.143194818,32572,10369.632,2
21 ,0,3640.005549,255.9109517,54136.32893,3298.554548,16060.40396,1054.726194,4.866757171,0.303885083,34590,9511.527,3
21 ,1,915.0017533,180.5209667,50585.69077,5405.2673,12577.90871,1241.666645,4.333333084,0.52703898,34278,8508.192,2
21 ,2,900.0038612,108.2374986,47796.54895,3358.902407,16192.78394,1458.710105,5.033333063,0.472849211,32563,9418.35,3
21 ,3,1269.998928,131.4230083,58977.09392,6921.839126,18180.57328,2210.307555,5.751967675,0.681300787,34723,10461.108,3
21 ,4,555.0010064,62.57181947,59094.18861,10317.02097,16798.32347,3134.396011,3.450450973,0.280197023,36780,10017.992,3
22 ,0,394.9997834,50.21226582,42887.99865,4660.384718,12981.44212,1044.513647,2.860755999,0.357910524,32136,10328.472,1
22 ,1,64.99982389,18.73912895,34262.08483,3625.38879,11805.78914,1510.530973,0,0,32392,10712.48,0
22 ,2,100.0001667,24.7301617,29961.65623,2856.028981,10750.4107,962.7155438,2.59999946,0.477956108,27626,10225.178,1
22 ,3,139.9997388,32.16583253,47168.02678,8964.861617,12882.57996,1901.446215,3.392857157,0.660611011,33391,10287.312,2
22 ,4,90.00005405,22.88875282,58564.45346,14659.50594,16898.45974,3233.004043,0,0,50601,15989.916,0
23 ,0,4105.000696,275.1208545,46197.53236,4622.918266,14386.2744,1901.531454,5.127895013,0.51396259,25835,7844.19,3
23 ,1,769.998546,119.2244612,45128.25143,5057.367121,12516.20547,1316.74645,4.798704346,0.505939557,25504,7663.734,3
23 ,2,840.0000905,101.7166316,0,0,0,0,7.678577312,2.053974617,0,0,3
23 ,3,1405.000903,148.5331951,42937.21598,3613.116551,12524.31074,1097.30102,5.128114095,0.491530836,22490,6823.762,3
23 ,4,1090.001157,170.4952471,42961.89809,4214.406595,12518.55262,1154.9222,3.394497919,0.412725779,30380,9009.84,2
24 ,0,735.0012422,72.64942733,64303.53966,9090.099913,18397.54569,2828.422618,4.714282313,0.353445411,41334,12649.23,3
24 ,1,165.0002423,35.59358573,57059.42817,12396.27078,15610.92645,2038.178717,4.848483851,0.614639289,43740,13195.54,4
24 ,2,165.0008405,32.86830315,46211.87839,4335.698877,15648.30247,1277.841759,4.818177576,0.741255545,41334,13646.753,3
24 ,3,209.9996625,43.27226634,49704.16628,5804.224958,13801.21352,1282.845441,4.809521035,0.514623474,38302,10509.556,4
24 ,4,195.0004969,32.53031757,0,0,0,0,4.410251337,0.893380643,0,0,2
25 ,0,590.000471,163.9862909,34260.88488,4730.437361,11301.188,1670.349768,4.694914035,0.8729502,21535,6681.544,3
25 ,1,64.99988793,18.83064764,0,0,0,0,0,0,0,0,0
25 ,2,125.0001724,28.59658973,25962.044,4474.673901,9852.193046,1956.640828,5.19999301,0.788881223,15425,5855.916,3
25 ,3,100.0000352,23.15539814,42000.68214,8788.97376,13507.20069,3358.943723,8.899993983,1.935646234,39626,6848.118,4
25 ,4,0,0,32624.427,4790.589857,10123.21215,2068.576059,2.866670217,0.554125265,25351,8165.3,2
26 ,0,7695.001376,295.3627489,38738.73867,1392.489701,11450.92377,376.2933615,3.760231446,0.140645094,26129,7803.301,2
26 ,1,1544.997935,128.303804,39798.82541,2897.700862,11534.03549,867.4464246,4.24595029,0.479798753,26883,7382.008,2
26 ,2,1900.003657,144.7919277,33140.48148,2062.726316,11650.75269,759.9317229,3.797365753,0.226221086,23301,8141.278,3
26 ,3,2694.998457,186.0898729,36532.1986,2316.568993,10359.0088,629.393674,3.842299991,0.214060003,25062,7131.245,2
26 ,4,1555.001326,123.2199016,48342.52782,3950.500451,13093.46965,838.1198882,3.090029743,0.204967113,31664,9357.888,2
27 ,0,15389.99373,341.0572539,30678.61397,963.4395801,8545.298863,225.1698631,4.444445312,0.123198985,18184,5507.175,3
27 ,1,4019.989768,181.3715604,30547.79952,1803.363092,8485.445521,377.1449571,4.431594477,0.186612556,18779,5787.856,3
27 ,2,4274.995679,175.979564,24851.55435,1283.314049,8018.804193,366.7729511,4.191813161,0.251725574,15913,5428.552,3
27 ,3,4620.004015,176.1927197,30659.39246,1915.973697,8140.603033,499.8795497,4.77922191,0.277420665,17498,5057.403,3
27 ,4,2475.004266,146.3274619,41017.31322,3007.237907,10339.16961,541.0556502,4.27676574,0.201776983,23422,6685.074,3
28 ,0,5595.000843,233.9647366,43172.10095,2349.539254,11858.51621,587.316567,3.413761299,0.191762653,27099,7697.109,2
28 ,1,1059.999666,94.52260968,42163.65534,6850.295764,10197.66532,1107.425964,3.462264834,0.529725588,23600,6967.898,2
28 ,2,1234.999407,93.68670282,29803.81718,1888.403339,9435.80214,437.1422296,2.95141534,0.241159221,24069,7608.951,2
28 ,3,1779.998953,131.6668157,40611.34216,3113.676389,11737.4683,908.963487,4.0926962,0.4171214,27836,7340.336,2
28 ,4,1520.002817,140.3268528,57772.3059,5815.838306,15152.74294,1658.416655,2.960525192,0.273964631,33628,8989.09,1
29 ,0,7685.004492,347.317059,43978.68198,2236.598857,11966.94467,533.3513623,5.739754267,0.317463541,25520,7193.637,3
29 ,1,1714.999549,160.9055194,44126.16106,4249.441924,11150.84474,926.5789677,5.965017727,0.491892844,25786,6600.84,3
29 ,2,1680.003006,154.0841521,31144.93275,2179.605893,10243.0031,637.9495543,5.389889338,0.427563346,21219,7147.392,3
29 ,3,2500.001416,188.9322832,40032.97219,3805.74218,11140.90991,1040.33711,6.143996112,0.792596212,22634,6537.998,3
29 ,4,1790.000521,187.8861884,61584.9264,6257.87339,15577.59555,1387.681194,5.287710945,0.487328416,38106,9770.04,3
30 ,0,15070.00542,944.9342791,23815.60015,1216.696262,7398.82844,360.9055327,2.256469623,0.113093355,15507,4880.944,1
30 ,1,3899.997978,627.6542207,25067.83304,3262.162407,7356.894442,1041.669233,2.291024826,0.346874749,16362,4733.474,1
30 ,2,3129.998393,339.9880327,19751.78495,1118.416734,7350.808367,409.0794984,2.11501603,0.113992777,14116,5325.882,1
30 ,3,4950.002501,525.5563017,22903.78802,1597.690152,6843.589978,493.3772588,2.397980386,0.14031919,15267,4520.958,1
30 ,4,3090.00655,327.3372611,28051.65357,3023.508811,8488.577998,718.1796839,2.129449072,0.217170003,16938,5500.95,1
31 ,0,8679.997337,322.2551101,45225.18947,2455.928312,12467.11475,551.9290648,5.826036433,0.21186367,25900,7635.948,4
31 ,1,1774.995569,143.0781065,56379.59408,8990.524117,13567.86699,1468.499504,6.501408194,0.562373547,27693,7960.65,4
31 ,2,2375.001301,177.4442896,36142.89971,3026.077873,12074.59136,1086.26866,5.671580366,0.457463071,21933,7128.225,4
31 ,3,3034.999343,190.5146708,38425.95548,2301.384817,10971.36444,803.6406725,5.822076422,0.293810595,24999,7077.336,4
31 ,4,1495.001124,124.878724,60975.26505,6334.968705,15015.65627,1275.179568,5.277588757,0.42663395,36775,10359.03,3
32 ,0,20560.00916,663.2664573,20833.8983,796.7602517,5981.445822,223.6168219,3.245135382,0.073987367,10979,3472.998,2
32 ,1,3639.998513,222.2893039,22080.59308,1824.767542,6362.89717,486.1269944,3.744505247,0.264895055,12504,4297.088,3
32 ,2,5089.994383,243.7237877,14595.47275,815.4144787,4986.957156,284.2427897,3.034382077,0.09141538,6637,2472.525,2
32 ,3,6545.005023,457.0531127,18845.54876,1209.144862,5162.192714,294.0957067,3.270434556,0.117129043,10932,3283.905,2
32 ,4,5285.011243,349.5869364,29379.09554,2274.454136,7909.509526,668.2823951,3.072845183,0.141852034,14228,4127.28,2
33 ,0,46840.01846,1620.705449,43654.02389,1401.482163,12688.50295,344.041391,3.89186689,0.073624994,24671,7603.69,2
33 ,1,9969.993662,741.0121639,39371.53764,2260.574088,10830.35128,512.2731919,3.540122477,0.150024362,23517,7070.85,2
33 ,2,10675.01105,624.2206112,36350.4496,1590.669973,12367.70904,498.0898958,3.830447067,0.132278615,22426,7876.372,2
33 ,3,16045.00389,1071.552732,41014.25241,1487.119487,11879.08645,418.7787483,4.253349417,0.126219612,24692,7064.675,2
33 ,4,10150.00986,734.6499151,60749.12365,5413.163096,16405.42495,1283.897578,3.730542741,0.188918503,30783,8966.572,2
34 ,0,57250.01882,1324.022861,316333.4123,7217.95879,84200.12371,1565.328861,27.00935341,0.365381754,211670,60243.491,21
34 ,1,12199.99292,569.1884796,339950.9622,15912.63911,88687.94308,3100.724879,31.30637678,0.882025625,240864,68146.2,25
34 ,2,12885.01539,550.7361406,223105.897,6887.789994,72487.22257,2674.941279,22.26048431,0.597578389,172232,55240.999,18
34 ,3,23570.00061,972.229031,266429.3949,7372.837365,70187.32143,1682.848181,25.8661165,0.550318788,193749,53397.17,20
34 ,4,8595.009906,424.87813,564796.5326,29981.0284,135315.8452,6086.626017,31.1757814,0.96858382,361682,93643.888,23
35 ,0,20420.00754,637.681248,38632.02725,1516.271318,11138.50469,421.678057,5.373499129,0.120952704,21630,6767.4,3
35 ,1,4754.996347,321.2319617,33020.26222,1848.447106,8989.795714,384.1966824,4.799157433,0.194615759,20550,6403.476,3
35 ,2,5800.005725,372.8435322,29420.22844,1212.805851,9981.564384,399.9804807,5.33620523,0.201166296,19261,6663.51,3
35 ,3,6255.00161,308.7193448,33253.04654,1529.488649,9386.997355,454.7960319,5.419199014,0.19946686,20414,6122.349,4
35 ,4,3610.00386,262.9210291,72860.21449,6752.703649,19575.83441,1917.413959,6.11080392,0.412351651,36885,10147.072,3
36 ,0,74194.97955,2364.991901,79250.64366,1435.574887,22918.49012,345.6929367,7.041041246,0.099111976,56207,17225.403,5
36 ,1,17989.9825,1368.490214,79925.10782,3536.926372,22624.33189,763.5576968,6.326847569,0.166986408,54253,16906.692,4
36 ,2,18034.9898,1052.161716,70937.85578,1973.635054,22890.23478,532.2961562,7.002772313,0.190535,53777,17811.9,5
36 ,3,29950.00132,1501.658626,79459.03714,2267.931306,21938.74939,561.8655188,7.457262876,0.172481663,56466,16443.126,5
36 ,4,8220.00594,598.6637795,95517.25453,4399.803241,27379.50611,1132.724468,7.171536675,0.286932438,67706,20047.786,5
37 ,0,143360.002,2540.119902,63812.73172,1062.345279,17133.61697,255.2829171,7.962749015,0.056645553,42923,12269.016,6
37 ,1,22319.93258,932.2221053,66496.07104,3173.507336,17523.52546,538.8648317,8.313174105,0.154782393,43561,12983.04,7
37 ,2,32304.97663,1074.226351,49285.74633,1102.381738,15872.7978,313.7896109,7.418975788,0.102111361,37289,12151.434,6
37 ,3,64605.06185,1902.312657,57213.17714,1277.484841,15043.6626,388.280261,8.0102907,0.076468188,41584,11364.816,7
37 ,4,24130.03096,900.230728,99382.93271,3968.041222,24303.92379,869.9859825,8.239378026,0.175216536,59562,15345.954,6
38 ,0,7069.998246,249.0418804,104375.314,4139.015912,29588.10907,1215.330748,9.517681815,0.350867077,57889,17294.97,5
38 ,1,1299.997819,100.7738157,91403.21296,7015.354587,25462.44332,1538.811308,8.723071843,0.629423957,55588,18237.04,5
38 ,2,1894.999422,126.3630334,98055.43858,8862.296584,32417.02816,2948.620032,10.37731115,0.92958221,51284,16805.271,5
38 ,3,2560.001067,156.6025216,104609.9841,6934.294198,28094.31397,1963.952986,10.08203394,0.523645749,58022,16577.133,6
38 ,4,1314.999939,106.6514429,127263.1103,10102.30869,32840.66826,2766.488612,7.965782204,0.559884781,82980,20141.706,4
39 ,0,207905.0079,2541.458819,50997.28127,767.7031155,14065.42172,166.5053566,7.003246944,0.039669318,33708,10128.144,5
39 ,1,38774.94034,1121.25526,52279.15535,1579.061426,14507.77666,288.793139,7.386123494,0.084537521,35334,10892.04,6
39 ,2,47959.92739,1154.318415,39154.38062,743.6236308,12999.33247,211.2036657,6.586950094,0.068029501,28952,9792.344,5
39 ,3,80440.0564,1631.166771,44473.11835,821.3554664,11889.26362,155.3987507,7.062343748,0.065887008,31239,9004.554,6
39 ,4,40730.08374,1099.383252,77697.30987,2922.981536,19465.54713,676.0216172,7.012276158,0.106366628,47718,12761.243,5
40 ,0,16690.00421,445.5943618,75414.96672,2121.039045,20332.65256,499.3359353,7.552427142,0.150956602,46886,13818.6,5
40 ,1,3839.997782,255.5418742,69798.09685,4387.321468,18889.30732,722.8505216,6.975263209,0.237774891,44241,13366.39,5
40 ,2,3519.998369,207.7724505,58172.37731,2854.29011,18613.03146,806.1753124,7.153404899,0.365631181,39691,13116.384,5
40 ,3,6145.003245,238.4888903,67936.09947,2655.167145,18000.29752,611.1213218,7.951183367,0.253457021,45489,12634.008,6
40 ,4,3185.004818,182.2260788,118430.1426,6950.615226,29079.10426,1927.257046,7.919932888,0.362435997,74212,18925.278,5
41 ,0,16425.00472,482.9641663,64899.67463,2134.554515,16886.07847,495.8190338,8.162047065,0.183302528,40107,11534,6
41 ,1,2534.995724,176.9726673,56671.39843,3103.388062,14484.58152,695.3194077,7.435895031,0.295301652,39247,10257.632,6
41 ,2,3664.996532,235.4675046,42397.35265,1823.548506,13951.78506,516.4533482,7.436564325,0.324045304,32206,10814.688,6
41 ,3,6015.005969,307.9406694,53340.57205,2206.38687,14053.06216,496.4866229,8.381544897,0.315342176,36287,10308.658,6
41 ,4,4210.006499,227.2942133,108649.4662,6606.706467,25520.06593,1574.318048,8.919046679,0.431787661,66823,16716.378,6
42 ,0,55190.00441,1524.834855,118544.2706,2836.285117,33485.21252,700.4187686,11.56773861,0.171079627,70273,21141.9,8
42 ,1,10224.99127,606.3745841,127519.6831,8318.820772,34310.19093,2181.640157,12.08899804,0.519788401,71281,21220.8,8
42 ,2,13205.00713,754.4993867,97782.15807,3082.37105,32023.20124,1195.72435,11.02726366,0.335670382,63402,21028.8,7
42 ,3,22199.99735,1079.121499,108232.6078,3117.820743,29786.20915,667.4483494,11.89657477,0.234455401,68286,19818.192,8
42 ,4,9560.008661,472.9256452,162892.2695,10357.01137,43608.12273,2329.824691,10.99319481,0.38819955,86265,24162.278,7
43 ,0,104335.0307,4581.371395,188063.3818,3667.442693,52717.71665,619.7257097,10.68400069,0.11644235,146392,42823.968,8
43 ,1,25324.9994,2364.945711,197339.1209,9592.365292,51965.23274,1433.873354,11.2304064,0.238397556,151806,41787.192,8
43 ,2,27900.00866,3078.104098,165025.3269,5499.489554,52261.19491,1082.006168,10.09821045,0.220953877,132538,42478.528,7
43 ,3,38080.00998,2172.539552,188536.467,5086.488566,50853.11389,923.7264647,11.06223898,0.186734639,149585,42149.268,8
43 ,4,13030.01263,1096.057797,216522.5251,10833.36822,60696.1582,2055.883087,9.770917207,0.266783913,159592,48070.818,7
44 ,0,153634.9942,4311.801854,149479.5496,2496.677049,40142.23739,482.925123,9.171772135,0.064358826,120493,34260.434,8
44 ,1,24504.9868,1681.783882,152439.6407,6993.001784,39070.61623,960.1524596,9.726383746,0.153585322,122102,33248.938,8
44 ,2,36894.96226,1771.898884,131311.3623,3536.779838,41356.8684,1079.21446,8.810546728,0.120704778,111661,35642.1,7
44 ,3,71385.02295,3296.024931,142111.3688,3285.773241,36673.28055,583.8164636,9.23212161,0.102646917,116767,31995.164,8
44 ,4,20850.02222,1326.586674,203923.2297,8796.593545,51604.64554,1648.925496,8.952520515,0.142358565,163626,44037.95,7
45 ,0,455644.9603,10818.96682,70083.45726,891.7858531,19232.92218,173.937369,3.231573021,0.02550823,58601,16792.02,2
45 ,1,85874.93674,5383.034229,71234.03474,2764.939845,19202.02666,508.8873415,3.210305406,0.082527961,57611,16629.115,2
45 ,2,121144.8872,4804.694957,61435.16322,1128.482477,19564.88764,293.391521,3.03850856,0.038775134,52876,17218.348,2
45 ,3,202085.0534,7608.415803,71029.31748,1318.957558,18235.31351,240.5684475,3.357596687,0.036694768,60990,16127.313,2
45 ,4,46540.08296,2664.56391,85333.43937,2764.342738,22811.45176,487.0915743,3.226150347,0.062518434,68229,19367.194,2
