PRCCSID,Region,Discharges,DischargesStdErr,MeanCharges,MeanChargesStdErr,MedianCost,MeanCostStdErr,MeanLOS,MeanLOSStdErr,MedianCharges,MeanCost,MedianLOS
19,4,3229.997055,208.8749618,56852,3098.411333,9353,3098.411333,3.556590851,0.269115278,38636,14098,2
20,0,1969.996227,167.5448645,53582,4141.931682,9778,4141.931682,5.827412099,0.717067208,32755,15342,2
20,1,369.9998328,82.40908532,56555,8471.44291,8229,8471.44291,5.243232591,0.85286141,30723,13331,2
20,2,434.9980332,87.65020991,54410,10818.74051,10019,10818.74051,6.034494687,1.619126329,31498,18714,2
20,3,709.998658,98.65701524,51059,6939.707684,9936,6939.707684,7.394369555,1.612577992,34215,14764,3
20,4,454.9997035,62.16315898,54353,7078.007094,9891,7078.007094,3.6593406,0.58555624,33705,14664,2
21,0,3464.995642,231.1335052,61392,4148.06814,11111,4148.06814,4.595960774,0.232886569,38803,16474,3
21,1,850.000057,153.8845033,56123,5845.541969,10943,5845.541969,3.805884939,0.295954982,38363,14119,3
21,2,799.9978759,98.14867894,52278,4074.824502,11321,4074.824502,4.831251276,0.377271621,34060,16589,3
21,3,1124.998407,114.814617,53268,4257.040876,9907,4257.040876,4.715556498,0.36931307,36387,14562,3
21,4,689.9993021,83.22678289,93107,16171.81702,14324,16171.81702,5.101450564,0.778237706,49745,22675,3
22,0,235.0001962,37.80143743,40313,5657.888445,8991,5657.888445,2.085105032,0.322926705,30674,11365,1
22,1,0,0,28294,6087.122308,7124,6087.122308,0.909090997,0.088641238,24309,7986,1
22,2,0,0,0,0,0,0,0,0,0,0,0
22,3,69.99999628,18.6656067,44283,6079.955706,9645,6079.955706,3.642854638,0.659224468,36336,12155,3
22,4,0,0,52198,15619.67374,10314,15619.67374,0,0,31988,13508,0
23,0,3064.999987,215.5902576,44812,2214.687376,8189,2214.687376,4.319739662,0.246827169,28982,12110,2
23,1,514.9997952,99.97648545,43314,5571.904191,7236,5571.904191,3.902913662,0.425562363,27236,10111,3
23,2,574.9998997,62.68385516,38679,4263.879875,7602,4263.879875,5.321743541,0.701219735,23297,12610,3
23,3,1050.00085,102.2048009,43521,4165.53546,6648,4165.53546,4.819045807,0.35167726,25832,11461,3
23,4,924.9994424,148.6901964,51364,3844.373512,10416,3844.373512,3.362162109,0.426656726,38341,13834,1
24,0,944.9989019,88.42010864,72532,6173.02756,13253,6173.02756,5.566137474,0.443002636,47625,20642,4
24,1,220.0001069,41.45859997,70582,12295.42977,12062,12295.42977,5.295460124,0.905199582,37281,18945,3
24,2,204.9995586,35.29982549,83074,19347.01848,14620,19347.01848,5.536584857,0.959854383,46858,26897,5
24,3,379.9994297,63.51153644,66081,6770.988635,14086,6770.988635,6.171049973,0.785043225,50784,17563,5
24,4,139.9998067,28.62703547,78067,14014.95314,12912,14014.95314,4.392856673,0.683367428,40250,22646,3
25,0,364.9990708,44.8546157,57329,9141.590868,10082,9141.590868,0,0,30231,18479,0
25,1,69.99987869,19.31516293,31809,8212.321154,5668,8212.321154,4.857147812,1.256835747,20545,9575,3
25,2,89.99960036,23.66370931,0,0,0,0,0,0,0,0,0
25,3,89.99962122,22.20758643,0,0,0,0,0,0,0,0,0
25,4,114.9999705,24.20150817,79785,14444.42391,12664,14444.42391,8.73911662,2.380759003,43360,23028,6
26,0,7449.993229,282.2277658,45408,2801.302686,8088,2801.302686,3.963756467,0.202053997,27848,12253,3
26,1,1495.001176,119.2168153,42616,2807.826377,7723,2807.826377,3.94314407,0.405114059,30900,11665,2
26,2,1744.9968,116.0130404,34660,2288.347745,7750,2288.347745,3.58739131,0.161623552,23809,10712,3
26,3,2694.997798,196.6576609,41911,2483.585323,8040,2483.585323,3.858999239,0.242363711,26661,11284,3
26,4,1514.997454,115.3542441,67506,12695.1141,9428,12695.1141,4.603950319,0.7790518,34793,16497,2
27,0,15094.99625,329.7874427,34266,1167.490967,5821,1167.490967,4.426298936,0.09686512,20141,9154,3
27,1,3905.001681,176.077908,37957,2621.010741,6184,2621.010741,4.713183405,0.229673229,21952,9501,3
27,2,4314.999728,176.4370119,26790,1038.889426,5922,1038.889426,4.392814561,0.160186449,17790,8590,3
27,3,4449.998551,174.6090396,30423,1579.430239,5018,1579.430239,4.252809448,0.145671164,18416,7763,3
27,4,2424.996293,127.0353959,48834,4803.086444,7192,4803.086444,4.34226941,0.269535205,26192,12242,3
28,0,4934.997325,213.8909924,42743,1835.720461,8063,1835.720461,2.920975617,0.127547574,29482,11142,2
28,1,899.9997391,91.10715741,38322,3616.95834,7230,3616.95834,2.938890575,0.313548974,26146,10299,2
28,2,1064.999999,88.17272599,35103,2925.83911,8283,2925.83911,3.065738373,0.296402518,26020,11077,2
28,3,1669.998041,126.3060196,39836,3137.932742,7538,3137.932742,2.982035866,0.226216388,28788,9620,2
28,4,1299.999545,117.1375358,55885,4572.7383,10020,4572.7383,2.711539937,0.203572465,39721,13804,2
29,0,9109.992979,411.2808816,42408,1822.925496,7455,1822.925496,5.362238702,0.284977519,26246,11404,3
29,1,1835.001493,172.1519631,42733,3465.325126,7455,3465.325126,5.711171095,0.522750211,28077,10770,3
29,2,1989.99624,188.527458,31323,1796.525629,7244,1796.525629,4.849240846,0.307283953,22036,10023,3
29,3,3349.996969,258.8266712,36270,2057.946287,6485,2057.946287,5.259704049,0.486304379,23971,9889,3
29,4,1934.998277,192.3065704,64674,6482.924609,9533,6482.924609,5.73643186,0.86655196,37279,16190,2
30,0,13474.99004,902.9184806,27865,1509.313019,5340,1509.313019,2.215213926,0.105225361,17466,8146,1
30,1,3605.002579,625.5419866,27208,3925.983362,4984,3925.983362,1.983357512,0.286182365,16855,7481,1
30,2,2904.997935,283.6706122,28538,2123.096334,6366,2123.096334,2.664372623,0.215073884,17874,9606,2
30,3,4244.995167,458.0377305,26547,2137.428377,4668,2137.428377,2.328622003,0.128630956,17172,7407,1
30,4,2719.994356,365.6383826,30257,3586.065204,5766,3586.065204,1.865809211,0.153062197,19425,8689,1
31,0,9340.001282,344.5357478,52676,2016.81516,8887,2016.81516,6.380084069,0.208758265,33183,13697,4
31,1,2020.003826,168.0976265,56203,4921.378116,8904,4921.378116,6.155950327,0.329731641,35945,13507,4
31,2,2290.000737,193.7194486,39958,2293.085954,8547,2293.085954,5.938863371,0.338632639,27093,12671,4
31,3,3329.99757,201.4622272,52568,2659.2823,8585,2659.2823,7.043541243,0.33630913,32432,13527,5
31,4,1699.99915,111.0577135,66497,7168.987051,10050,7168.987051,5.941163827,0.725957608,38994,15787,3
32,0,24059.98749,813.2123084,23933,1056.870085,3103,1056.870085,3.334788269,0.065874349,10011,6368,2
32,1,4119.996164,266.979379,24514,1878.931178,4236,1878.931178,3.452670017,0.143661771,12698,6401,3
32,2,6164.988054,329.7946069,16043,1029.408961,1879,1029.408961,3.08110274,0.099249284,5549,5030,2
32,3,7659.990744,554.3030885,23169,1660.601262,3467,1660.601262,3.611618117,0.134179822,11375,6020,2
32,4,6115.012524,417.1568927,33352,3355.623587,3639,3355.623587,3.164352287,0.145453027,13326,8322,2
33,0,49269.9629,1876.262258,49739,1381.309898,8769,1381.309898,4.07175478,0.079013144,29481,14110,2
33,1,10375.00383,896.2476116,48899,3024.239361,8209,3024.239361,4.004337885,0.188697967,29091,13295,2
33,2,11324.99264,744.5361912,45643,2772.241156,9237,2772.241156,4.133836068,0.159256313,27138,14819,3
33,3,17684.98018,1291.610629,46503,1889.950282,7901,1889.950282,4.201296506,0.122279082,28489,12763,2
33,4,9884.986248,703.2127163,61646,4267.206326,10148,4267.206326,3.839660168,0.178253363,35011,16743,2
34,0,44129.99613,1050.897032,371053,10031.54867,67316,10031.54867,29.05761567,0.397049511,252466,93217,22
34,1,10395.00095,560.2845213,417563,24380.39164,75548,24380.39164,34.32066285,1.145748131,286940,101049,25
34,2,9234.995545,442.508496,259267,8279.682252,59966,8279.682252,23.79197999,0.586793826,196765,79726,19
34,3,16899.9976,658.5450021,307003,7974.945022,60156,7974.945022,27.9487217,0.545111579,230610,77730,22
34,4,7600.002041,401.2113392,594854,36779.72721,95954,36779.72721,30.72236295,0.912714345,403146,135430,24
35,0,23669.98825,741.2615493,48784,1751.192129,7869,1751.192129,6.016475729,0.135983964,27082,13341,4
35,1,5385.002438,352.8583035,44199,2721.107031,7384,2721.107031,5.560817617,0.219416046,25130,11292,3
35,2,6304.99735,430.080156,37565,2048.106525,7650,2048.106525,5.857254734,0.229545953,23376,12303,4
35,3,8154.994466,408.355108,48090,2549.032935,7464,2549.032935,6.584302262,0.251198166,26764,12855,4
35,4,3824.993996,270.6231092,76209,7259.791382,9877,7259.791382,5.709804858,0.426552622,38874,19246,3
36,0,69619.97164,2296.981056,82566,1555.983683,17446,1555.983683,6.702025353,0.101888243,59622,22775,5
36,1,16830.00329,1355.067016,81358,4008.624247,16687,4008.624247,6.050802776,0.224907858,56582,22188,4
36,2,17200.00041,1074.491374,73811,2417.894769,18097,2417.894769,6.590699342,0.175047152,56209,23063,5
36,3,27619.98121,1399.637532,82897,2293.669117,16828,2293.669117,7.099021354,0.163627701,60678,21496,5
36,4,7969.986732,571.3128925,103461,4550.285437,20615,4550.285437,6.941657299,0.257574009,73382,28081,5
37,0,151934.9119,2717.14208,71893,1114.158744,12983,1114.158744,8.252682176,0.055071721,48272,18604,6
37,1,23799.97249,1024.465751,77322,3030.680333,14029,3030.680333,8.682776155,0.132301453,51966,19821,7
37,2,34385.00971,1154.90337,56257,1269.083715,12850,1269.083715,7.681400686,0.08858878,41187,17118,6
37,3,69304.95303,2006.35798,68159,1582.986509,12134,1582.986509,8.478824547,0.08273502,47446,17110,7
37,4,24444.97665,986.9431955,99771,3914.207873,15212,3914.207873,7.996319752,0.168632821,61537,23907,6
38,0,5939.99448,224.4733632,102547,5260.335641,16154,5260.335641,9.009256078,0.399466302,59536,28493,5
38,1,999.999786,89.42104437,98861,7002.448646,17249,7002.448646,8.919999309,0.679362116,67142,26269,5
38,2,1624.999194,124.2616025,105156,15540.61619,15746,15540.61619,9.092302017,0.803895754,49364,34176,5
38,3,2149.998712,135.5582069,91624,5833.596406,15103,5833.596406,9.169765947,0.777611912,55847,23338,5
38,4,1164.996789,92.60234514,124406,10416.52913,18589,10416.52913,8.673814084,0.703021855,77866,32703,5
39,0,234644.841,2964.673281,59000,868.4175401,10723,868.4175401,7.42321426,0.041132188,37607,15537,6
39,1,43879.98928,1369.990052,63165,2240.083418,11733,2240.083418,7.774159262,0.105617643,39722,16658,6
39,2,54959.97605,1381.181295,45261,907.7871013,10487,907.7871013,6.944595827,0.073540964,31616,14226,5
39,3,93674.94612,1935.459696,54872,1320.605837,9593,1320.605837,7.682144897,0.066909664,35829,13930,6
39,4,42129.92959,1121.9398,82331,2579.382206,13024,2579.382206,7.106339325,0.094168012,50183,19796,5
40,0,14209.99345,390.0341279,76418,2377.929672,13493,2377.929672,7.309750179,0.172561375,48707,19667,5
40,1,3025.00268,207.44674,73529,4780.402827,13457,4780.402827,7.360328921,0.356365397,47835,19118,5
40,2,3044.998474,180.2023329,61734,3314.844988,13348,3314.844988,7.154353627,0.383755613,42055,19707,5
40,3,5024.995291,209.3237243,61790,2254.951751,11839,2254.951751,6.974104148,0.229174284,43452,15549,5
40,4,3114.997011,181.1164506,120608,8318.501861,18780,8318.501861,7.95344997,0.470166717,77325,27489,5
41,0,18399.98866,554.7671776,68385,1818.07551,12421,1818.07551,8.356252429,0.312647925,43729,17890,6
41,1,3120.001798,207.7754823,67827,4984.896079,11695,4984.896079,7.692313399,0.37957803,39435,17293,5
41,2,4154.999163,291.4372252,49472,2287.315588,11488,2287.315588,7.320095583,0.241978809,35026,15380,6
41,3,7259.991073,380.0858871,63167,2595.632629,11404,2595.632629,8.662535631,0.31740428,42877,16700,6
41,4,3864.996624,187.6033916,100927,4887.392664,16646,4887.392664,9.430796312,1.299911813,67398,23681,6
42,0,51109.9788,1524.968003,115243,2580.644331,21163,2580.644331,10.61338302,0.145826048,71767,31069,7
42,1,9835.004783,618.5233246,115031,6525.361285,20435,6525.361285,10.40772313,0.31919149,68256,30263,7
42,2,12159.9928,718.9793507,94099,2424.987662,21666,2424.987662,10.00534619,0.233559757,66751,29733,7
42,3,20439.99265,1115.172597,108764,3447.239823,19733,3447.239823,10.97994136,0.245964986,70143,28433,8
42,4,8674.988573,427.1007842,162333,9764.913375,25799,9764.913375,10.83516311,0.417383816,93405,40527,7
43,0,102499.9644,4555.252158,192323,3700.809693,42549,3700.809693,9.951025141,0.112416689,151509,51436,7
43,1,24755.00953,2280.488645,205691,9331.39251,42027,9331.39251,10.50797954,0.220820955,159958,51286,8
43,2,27004.97312,3068.851634,163649,5507.763479,41508,5507.763479,9.254954295,0.223887965,134648,50204,7
43,3,37255.00012,2200.405601,189234,5004.897902,40820,5004.897902,10.28130281,0.187784576,153382,48492,7
43,4,13484.98162,1135.807466,232702,10557.0572,50310,10557.0572,9.4100877,0.219880647,174216,62441,7
44,0,157720.0053,4346.456011,160477,2469.711438,35222,2469.711438,9.269338083,0.063381133,129464,41274,8
44,1,26470.00319,1941.232562,162886,7228.088865,34339,7228.088865,9.708916888,0.151793026,129947,40600,8
44,2,38625.00732,1841.515228,142537,3468.814281,36704,3468.814281,9.072621581,0.127230393,120061,42676,7
44,3,71995.016,3157.784632,154492,3323.90484,32711,3323.90484,9.364398754,0.097966735,126134,37810,8
44,4,20629.97875,1326.843578,212384,8625.888703,45210,8625.888703,8.741883804,0.137250224,171032,52042,7
45,0,403550.0737,9195.748077,79391,971.2863433,17911,971.2863433,3.342303741,0.025302897,65864,20924,2
45,1,75555.05736,4533.290981,80334,2846.28812,18107,2846.28812,3.381906872,0.07485974,65230,21209,2
45,2,108045.0509,4181.307406,69603,1228.282503,18499,1228.282503,3.163312286,0.038714586,59155,21192,2
45,3,177475.031,6402.009676,80150,1488.951577,16853,1488.951577,3.436974307,0.03918056,67932,19613,2
45,4,42474.9345,2354.144442,98544,2984.607874,20828,2984.607874,3.331608863,0.066229127,78448,25269,2
46,0,105.0000328,23.90632242,56903,9613.92332,12796,9613.92332,4.476198127,0.890466417,45400,17377,3
46,1,0,0,0,0,0,0,0,0,0,0,0
46,2,0,0,0,0,0,0,0,0,0,0,0
46,3,0,0,56870,12866.50268,15847,12866.50268,4.636359763,0.831802974,56123,18395,4
46,4,0,0,0,0,0,0,0,0,0,0,0
47,0,482365.1327,8942.123385,55673,895.8489972,10016,895.8489972,4.009784873,0.032260604,38045,13790,3
47,1,85350.04542,3812.56688,56635,2126.360552,10379,2126.360552,4.32694772,0.077901131,38683,13779,3
47,2,107745.0817,3505.404466,41469,796.4948013,10032,796.4948013,3.752888076,0.061006484,32404,12578,3
47,3,211985.0492,6672.660198,48129,931.9463608,9146,931.9463608,3.876782957,0.048035336,36802,11778,3
47,4,77284.95633,2934.902013,96179,3496.681017,13159,3496.681017,4.382482512,0.081518663,56786,21291,3
48,0,204904.9636,3911.858704,101994,1534.633481,20053,1534.633481,5.14570182,0.040668083,75618,26122,4
48,1,44360.01568,2090.151843,107924,4544.918448,21153,4544.918448,5.438909281,0.092689799,76851,27572,4
48,2,46985.007,1828.723167,85665,1731.510133,20155,1731.510133,4.847292955,0.076847532,64982,25805,4
48,3,77734.98732,2334.583179,98688,2054.569561,18691,2054.569561,5.391971782,0.066617838,74479,24354,4
48,4,35824.95358,1462.667683,124005,4170.940408,21554,4170.940408,4.639637319,0.092337734,92162,28747,3
49,0,96399.93239,3492.275561,165488,4231.102066,26870,4231.102066,8.026822349,0.190584558,99851,44652,4
49,1,20865.0162,1810.812867,160905,9397.784721,26266,9397.784721,7.910139739,0.429624835,97092,41580,4
49,2,23814.96615,1863.051818,140835,7670.332742,26624,7670.332742,7.694183742,0.414475768,87017,44271,4
49,3,36824.96622,2085.823357,156257,6002.220145,24490,6002.220145,8.189029851,0.303335444,99427,41152,5
49,4,14894.98382,1046.577376,235591,14239.90812,36765,14239.90812,8.32091871,0.402388972,137550,58735,5
50,0,7845.003406,683.2359077,428400,24961.3545,59980,24961.3545,15.05863006,1.133377599,256243,114777,7
50,1,855.0011086,180.9293609,615163,68572.23612,96532,68572.23612,24.79531943,3.596541022,373087,149904,15
50,2,534.9998693,94.415416,533191,69642.45433,108163,69642.45433,26.62612957,4.571238253,320236,194187,14
50,3,1039.999378,146.5796634,641197,84369.47291,120318,84369.47291,29.55288109,4.293118478,366269,208264,17
50,4,5415.00305,635.3550216,335684,23759.12153,53212,23759.12153,9.594643666,0.658131989,238997,79016,6
51,0,78345.01386,1742.317187,41896,647.8061176,8642,647.8061176,2.597166432,0.037496889,30641,11131,1
51,1,13385.00699,637.6846706,41483,1781.295343,8209,1781.295343,2.756816443,0.089307718,27447,11143,1
51,2,20855.00568,805.0261593,37583,931.7271047,9114,931.7271047,2.413810943,0.058556814,29011,11507,1
51,3,36775.01996,1297.814002,42566,991.3337625,8112,991.3337625,2.667436481,0.060680149,31177,10411,1
51,4,7329.981234,544.6458859,51586,2341.820109,10682,2341.820109,2.474762406,0.115696644,38635,13784,1
52,0,44169.99271,1199.880388,134482,2576.611896,29175,2576.611896,5.146480477,0.131475151,103449,36940,2
52,1,8365.002142,539.5983911,138120,7942.463204,28060,7942.463204,5.420802799,0.275804904,95367,36331,3
52,2,11949.99342,658.994928,120057,3945.375674,29611,3945.375674,5.051046616,0.278473972,95727,36562,2
52,3,18575.00174,730.1834895,134428,3680.467171,27924,3680.467171,5.181426382,0.206712082,106832,35822,2
52,4,5279.995398,425.5634829,161624,8004.115588,33153,8004.115588,4.804928461,0.307535466,124476,42896,2
53,0,340.000063,41.12858751,41481,5343.418566,8293,5343.418566,4.205880638,0.532364142,29163,11221,3
53,1,95.0000254,21.16332499,52649,13663.84128,8058,13663.84128,4.947376262,1.316042385,30815,12196,3
53,2,95.00024735,21.59374122,24801,2862.531346,8063,2862.531346,3.736837519,0.6687222,21139,9417,3
53,3,84.9996348,21.585806,39650,6151.708366,8799,6151.708366,5.000000976,0.902448523,29163,11034,4
53,4,65.00015549,17.64759772,0,0,8749,0,0,0,0,12650,0
54,0,631979.6557,8763.865937,64422,1027.38356,11300,1027.38356,8.145397175,0.062534027,41113,16808,6
54,1,93305.01271,3502.080146,68868,2788.385364,11965,2788.385364,8.395638309,0.148306326,42701,17487,6
54,2,130319.974,3778.534163,49255,1139.600582,11085,1139.600582,7.655666119,0.114395711,34113,15727,6
54,3,280889.8267,6012.076591,56958,1330.108569,10080,1330.108569,8.275552257,0.108344673,38133,14644,6
54,4,127464.8422,3757.445335,94310,3043.249369,14791,3043.249369,8.176065687,0.119731487,59706,22482,6
55,0,48685.01678,1193.596192,85122,1616.642244,17343,1616.642244,6.613637182,0.093547169,61008,22711,5
55,1,9155.006035,496.1366456,89083,4456.749287,17728,4456.749287,7.444020355,0.205417381,59216,23645,5
55,2,11909.99857,545.7098291,75701,2156.448393,18105,2156.448393,6.292611169,0.159013414,57833,22803,5
55,3,22275.01578,864.1423762,82393,2493.839821,15720,2493.839821,6.51245485,0.157830137,59347,20807,5
55,4,5344.996401,366.0314681,111226,5087.592317,22728,5087.592317,6.32834128,0.203474234,81476,29166,5
56,0,9089.995511,473.4548525,193790,10686.21352,27496,10686.21352,12.3599312,0.679073889,99322,57611,6
56,1,1420.001015,184.5479355,183507,23108.42185,29879,23108.42185,12.22615425,1.238046338,115312,51082,7
56,2,2199.996733,269.1078699,176056,18901.09017,27680,18901.09017,12.12045613,1.409326106,91540,60888,6
56,3,3764.99861,308.7020368,185111,16269.00418,23977,16269.00418,13.32402914,1.204517976,92224,53807,6
56,4,1704.999154,149.6180595,245096,30877.02406,34530,30877.02406,10.65102211,1.168264624,131222,67606,6
57,0,30634.99163,798.6100961,90390,2241.012209,15835,2241.012209,9.068885205,0.194447646,60190,22354,6
57,1,6785.000579,348.6573175,118508,7137.719804,18850,7137.719804,11.77155274,0.580122744,75994,27656,8
57,2,5489.998158,301.1832061,67229,2259.896276,15585,2259.896276,7.49817374,0.248983464,51527,19952,6
57,3,14624.99724,607.3450213,78528,2251.652638,14425,2251.652638,8.428033468,0.233908069,57221,19156,6
57,4,3734.995655,237.9850037,119782,7752.049734,18694,7752.049734,8.977211401,0.604036348,70544,28948,5
58,0,381484.91,6684.016535,43186,762.9928317,7250,762.9928317,5.104998852,0.041934513,27120,10837,4
58,1,64125.00993,2174.992096,48342,1888.194003,8098,1888.194003,5.729335906,0.100459941,29331,12011,4
58,2,80044.98365,2625.524558,32351,748.1851466,7018,748.1851466,4.839464946,0.080612092,22546,9839,4
58,3,156594.9668,4687.809472,36990,808.2308572,6305,808.2308572,5.15939123,0.062245255,24150,9230,4
58,4,80719.94964,3328.145065,62999,2696.088539,9206,2696.088539,4.766849317,0.099144135,40037,14233,3
59,0,40719.9865,1753.664582,128215,4008.903423,22690,4008.903423,5.874385885,0.132086552,81659,33536,2
59,1,7690.00676,879.1782019,146405,12691.05007,23874,12691.05007,6.293888852,0.271355705,91207,35619,3
59,2,10009.98652,782.1229627,109290,4588.228559,23316,4588.228559,5.752244576,0.219562662,73763,33022,2
59,3,17044.99215,1148.662495,117016,4835.602823,20989,4835.602823,5.70519241,0.22889819,78590,30410,2
59,4,5975.001068,609.2973813,168619,13606.79479,26171,13606.79479,6.021758854,0.364363581,102352,40813,2
60,0,19679.99066,517.6090168,79731,1855.232988,15541,1855.232988,5.932673394,0.155006623,53847,21021,4
60,1,3934.999576,228.6514825,75105,3653.347571,15767,3653.347571,6.02795464,0.267480827,49782,20022,4
60,2,4849.992987,255.5296023,69417,2811.821196,16156,2811.821196,5.797938167,0.221714739,49551,21275,4
60,3,7560.001729,319.7539001,73516,2988.524686,13611,2988.524686,6.038360123,0.33655039,49986,18951,4
60,4,3334.996369,219.3163458,116371,6346.767539,20283,6346.767539,5.776613672,0.226104281,81868,26945,4
61,0,235674.9736,4225.061593,110437,1919.770675,18677,1919.770675,7.783526077,0.092055724,70176,28768,5
61,1,45735.0109,2275.564441,112198,5545.468015,18853,5545.468015,8.144871885,0.20502992,69530,28259,5
61,2,54334.99756,2241.619998,94813,2662.961404,19331,2662.961404,7.553323906,0.173645421,62555,29044,5
61,3,89199.98585,2205.764377,100361,2476.812771,17032,2476.812771,8.058352549,0.162732707,66812,25817,5
61,4,46404.97934,1668.141251,148056,5396.126462,21769,5396.126462,7.168733072,0.196440235,90520,34995,4
62,0,22259.9844,835.3264153,80176,2210.120123,15884,2210.120123,4.810646656,0.118091899,61909,19986,3
62,1,5070.004676,451.5931735,76215,4437.141469,14234,4437.141469,5.262324816,0.356493369,56665,18631,3
62,2,4139.997605,300.0673783,60494,2352.514471,14769,2352.514471,4.721014236,0.224297907,48465,18474,4
62,3,8294.988371,471.7990964,71515,3395.631905,14514,3395.631905,5.061481827,0.138727455,57365,18062,4
62,4,4754.993746,425.6747665,119116,5596.851587,22020,5596.851587,3.969508385,0.207352372,97878,26578,3
63,0,115235.0153,3309.486428,93366,1777.726684,17568,1777.726684,7.017180375,0.133923765,70730,22094,5
63,1,13870.00395,581.1158573,85816,3234.749504,17332,3234.749504,8.746933836,0.217272017,59958,22275,7
63,2,20745.00887,760.5322312,65974,1410.329833,15967,1410.329833,7.734394922,0.174051247,52177,19884,6
63,3,36274.99053,912.5781249,79409,1928.333591,14418,1928.333591,8.857198508,0.150499572,55600,19592,7
63,4,44345.01195,3033.775976,121563,3871.430472,20778,3871.430472,4.635470568,0.171396379,100633,25316,3
64,0,14354.96843,1529.037963,299253,13967.70291,61570,13967.70291,24.48415135,0.712871128,206841,93195,21
64,1,3839.998609,833.1361535,316747,21463.94375,64505,21463.94375,24.55598857,1.304359942,233701,88341,20
64,2,4179.997397,820.6621933,276080,29415.48995,56452,29415.48995,23.86004941,1.40705312,182777,91407,20
64,3,4634.978303,884.9893105,294910,22812.3373,59280,22812.3373,24.68931463,1.25216467,200476,93985,21
64,4,1699.994119,432.606895,328578,47792.3951,69648,47792.3951,25.29707317,1.948706815,223150,106435,22
65,0,43669.96905,1207.684117,117921,4241.86868,16403,4241.86868,12.24043944,0.264754596,60846,32437,7
65,1,7630.000429,484.7712357,145478,12768.52594,19344,12768.52594,13.76539924,0.703173732,72727,37860,8
65,2,10525.00073,572.9570596,90061,5990.656721,15003,5990.656721,11.00285474,0.472730792,48924,28536,7
65,3,17954.97438,862.3583892,107066,6015.491094,15060,6015.491094,12.18295283,0.432498782,57731,29455,7
65,4,7559.993512,389.301929,155253,11996.96217,20455,11996.96217,12.56085065,0.556408825,81068,39624,7
66,0,11074.98943,363.5333481,111402,4171.772606,18843,4171.772606,8.136343789,0.205829597,66934,29589,5
66,1,1940.001161,147.1325036,114287,8924.687121,19034,8924.687121,7.958766347,0.401195194,70502,28769,5
66,2,2464.995777,136.6171786,86653,4899.428099,18191,4899.428099,7.588233372,0.384479791,55554,26901,5
66,3,4724.99401,278.1539444,108886,5462.396367,17066,5462.396367,8.4116427,0.309060986,65680,28120,6
66,4,1944.998487,120.3106448,148308,16892.82219,24393,16892.82219,8.339328321,0.636370111,90414,37980,5
67,0,51939.98399,1875.245132,74189,2500.444784,13829,2500.444784,5.311640018,0.09157527,51531,18810,3
67,1,8325.001783,664.0745067,69140,3623.59038,13000,3623.59038,6.350753582,0.273891722,47084,18138,4
67,2,8584.997656,586.4257602,51109,1690.399306,12338,1690.399306,5.290622405,0.143433153,38552,16354,4
67,3,14659.9836,668.2586805,58253,1712.96627,11284,1712.96627,6.195157362,0.187847353,41235,15748,4
67,4,20370.00095,1511.649602,100990,4843.125279,17554,4843.125279,4.26018605,0.111125809,75641,22869,3
68,0,99.99944998,0,96422,0,11614,0,6.899973305,0,48910,22165,4
68,1,0,0,0,11700.81553,0,11700.81553,0,0.98466903,0,0,0
68,3,0,0,76208,0,11184,0,6.083280935,0,70417,21130,4
68,4,0,0,0,0,0,0,0,0,0,0,0
69,0,17229.99556,511.1781907,38650,989.3183909,7818,989.3183909,5.57631812,0.096570436,26824,10352,4
69,1,2365.004196,153.5015504,44281,3300.476068,8808,3300.476068,6.221984542,0.32469837,27620,12635,4
69,2,4330.004579,238.9680082,31722,1247.10575,8003,1247.10575,5.270206232,0.152642813,24578,10016,4
69,3,8659.993162,408.7944431,37083,1360.607878,7127,1360.607878,5.528866012,0.138071484,25913,9295,4
69,4,1874.993622,116.2833223,54653,3627.845992,9878,3627.845992,5.687996903,0.285344657,38644,13168,4
70,0,596619.6581,6923.141678,39643,430.7632179,7849,430.7632179,5.049253448,0.023126081,28092,10421,4
70,1,109640.04,2973.713524,43571,1278.390406,8605,1278.390406,5.464312514,0.057947404,29363,11430,4
70,2,142999.9332,3213.969629,31965,538.0990208,7798,538.0990208,4.839056028,0.043271907,24144,10068,4
70,3,250869.8593,4813.648841,37711,601.6951605,7229,601.6951605,5.147546133,0.03710418,27716,9391,4
70,4,93109.82566,2363.493736,52214,1325.885267,8975,1325.885267,4.618497338,0.052349893,36039,12636,3
71,0,67364.96641,1117.31602,86151,1598.278445,15127,1598.278445,11.91573998,0.119207662,55107,22200,9
71,1,11255.00372,469.0957331,95616,3522.822004,17380,3522.822004,13.05869534,0.285531195,63716,24185,10
71,2,14424.99576,505.7555444,63079,1718.579469,14515,1718.579469,10.69046831,0.214627464,45418,19702,9
71,3,30314.98107,769.228093,75415,1832.580939,13731,1832.580939,11.98218564,0.181617988,51649,19162,9
71,4,11369.98585,425.2572769,135531,6594.078634,18999,6594.078634,12.16278848,0.330325519,78887,31763,9
72,0,9094.995551,265.9099585,130328,4910.645913,21737,4910.645913,12.07146748,0.337897636,81881,32757,9
72,1,1264.997489,101.9749944,104504,8107.558298,20768,8107.558298,12.1027728,0.72042783,70747,28119,9
72,2,1704.999931,111.9238189,81123,5039.264847,18544,5039.264847,10.75366816,0.635139665,52583,27207,7
